Time after Ignition,Cotton_Rug_R1,Cotton_Rug_R2,Cotton_Rug_R3,Mean,Std. Dev.
148.5,29.6,,,29.6,
148.75,29.1,,,29.1,
149.0,29.2,,,29.2,
149.25,28.9,,,28.9,
149.5,29.1,,,29.1,
149.75,29.2,,,29.2,
150.0,29.3,,,29.3,
150.25,28.6,,,28.6,
150.5,28.6,,,28.6,
150.75,28.8,,,28.8,
151.0,28.6,,,28.6,
151.25,29.1,,,29.1,
151.5,28.0,,,28.0,
151.75,28.4,,,28.4,
152.0,28.1,,,28.1,
152.25,27.8,,,27.8,
152.5,27.9,,,27.9,
152.75,27.8,,,27.8,
153.0,27.7,,,27.7,
153.25,27.4,,,27.4,
153.5,27.4,,,27.4,
153.75,27.4,,,27.4,
154.0,26.7,,,26.7,
154.25,26.8,,,26.8,
154.5,26.6,,,26.6,
154.75,26.4,,,26.4,
155.0,26.5,,,26.5,
155.25,26.4,,,26.4,
155.5,26.1,,,26.1,
155.75,26.2,,,26.2,
156.0,26.3,,,26.3,
156.25,26.0,,,26.0,
156.5,25.6,,,25.6,
156.75,25.7,,,25.7,
157.0,25.4,,,25.4,
157.25,25.3,,,25.3,
157.5,25.0,,,25.0,
157.75,25.2,,,25.2,
158.0,25.2,,,25.2,
158.25,25.0,,,25.0,
158.5,25.1,,,25.1,
158.75,25.3,,,25.3,
159.0,25.1,,,25.1,
159.25,25.3,,,25.3,
159.5,24.9,,,24.9,
159.75,25.1,,,25.1,
160.0,25.3,,,25.3,
160.25,24.8,,,24.8,
160.5,24.9,,,24.9,
160.75,24.9,,,24.9,
161.0,25.0,,,25.0,
161.25,24.4,,,24.4,
161.5,24.3,,,24.3,
161.75,24.3,,,24.3,
162.0,24.1,,,24.1,
162.25,24.1,,,24.1,
162.5,24.6,,,24.6,
162.75,24.1,,,24.1,
163.0,24.4,,,24.4,
163.25,24.0,,,24.0,
163.5,23.8,,,23.8,
163.75,24.3,,,24.3,
164.0,24.0,,,24.0,
164.25,24.1,,,24.1,
164.5,23.9,,,23.9,
164.75,24.0,,,24.0,
165.0,23.7,,,23.7,
165.25,23.9,,,23.9,
165.5,23.5,,,23.5,
165.75,23.7,,,23.7,
166.0,23.2,,,23.2,
166.25,23.8,,,23.8,
166.5,23.4,,,23.4,
166.75,23.3,,,23.3,
167.0,23.3,,,23.3,
167.25,22.7,,,22.7,
167.5,22.9,,,22.9,
167.75,23.5,,,23.5,
168.0,23.4,,,23.4,
168.25,23.3,,,23.3,
168.5,23.5,,,23.5,
168.75,22.6,,,22.6,
169.0,22.9,,,22.9,
169.25,22.8,,,22.8,
169.5,22.7,,,22.7,
169.75,22.7,,,22.7,
170.0,22.9,,,22.9,
170.25,22.8,,,22.8,
170.5,22.9,,,22.9,
170.75,22.6,,,22.6,
171.0,22.4,,,22.4,
171.25,22.2,,,22.2,
171.5,22.4,,,22.4,
171.75,22.3,,,22.3,
172.0,22.2,,,22.2,
172.25,22.2,,,22.2,
172.5,22.2,,,22.2,
172.75,22.1,,,22.1,
173.0,22.0,,,22.0,
173.25,22.1,,,22.1,
173.5,22.2,,,22.2,
173.75,22.0,,,22.0,
174.0,21.4,,,21.4,
174.25,21.7,,,21.7,
174.5,21.9,,,21.9,
174.75,21.6,,,21.6,
175.0,21.9,,,21.9,
175.25,21.8,,,21.8,
175.5,21.9,,,21.9,
175.75,21.7,,,21.7,
176.0,21.2,,,21.2,
176.25,21.1,,,21.1,
176.5,21.5,,,21.5,
176.75,21.2,,,21.2,
177.0,20.8,,,20.8,
177.25,20.8,,,20.8,
177.5,20.8,,,20.8,
177.75,20.7,,,20.7,
178.0,20.6,,,20.6,
178.25,20.5,,,20.5,
178.5,20.5,,,20.5,
178.75,20.7,,,20.7,
179.0,20.8,,,20.8,
179.25,20.5,,,20.5,
179.5,20.5,,,20.5,
179.75,20.4,,,20.4,
180.0,20.2,,,20.2,
180.25,20.4,,,20.4,
180.5,20.4,,,20.4,
180.75,20.1,,,20.1,
181.0,20.3,,,20.3,
181.25,20.4,,,20.4,
181.5,20.4,,,20.4,
181.75,20.2,,,20.2,
182.0,20.3,,,20.3,
182.25,20.2,,,20.2,
182.5,20.2,,,20.2,
182.75,20.5,,,20.5,
183.0,20.5,,,20.5,
183.25,20.2,,,20.2,
183.5,20.1,,,20.1,
183.75,20.1,,,20.1,
184.0,20.3,,,20.3,
184.25,20.3,,,20.3,
184.5,20.4,,,20.4,
184.75,20.3,,,20.3,
185.0,20.2,,,20.2,
185.25,20.1,,,20.1,
185.5,20.3,,,20.3,
