Names,Black_PMMA_R1,Black_PMMA_R2,Black_PMMA_R3,Black_PMMA_R4,Mean,Std. Dev.
640,837.8,866.6,851.3,853.3,852.3,11.8
641,879.3,886.3,867.0,860.7,873.3,11.6
642,902.4,867.8,792.3,871.5,858.5,46.8
643,860.3,862.2,854.8,840.6,854.5,9.8
644,812.8,859.6,819.9,835.8,832.0,20.7
645,902.6,879.0,825.5,815.2,855.6,42.0
646,856.9,880.7,831.2,868.9,859.4,21.2
647,840.4,874.1,810.7,816.8,835.5,28.7
648,863.2,830.7,817.2,862.4,843.4,23.1
649,852.3,842.5,836.8,834.1,841.4,8.1
650,857.4,911.2,850.5,847.6,866.7,29.9
651,822.4,868.7,815.0,858.8,841.2,26.5
652,858.6,824.4,823.9,854.9,840.5,18.9
653,886.5,835.7,841.8,810.8,843.7,31.5
654,831.7,851.3,815.7,850.4,837.3,17.0
655,855.5,844.3,850.2,828.7,844.7,11.6
656,903.1,830.1,858.4,846.6,859.5,31.3
657,852.2,830.7,808.2,835.1,831.5,18.1
658,814.8,840.9,794.8,859.6,827.6,28.5
659,925.6,871.6,846.6,841.6,871.4,38.5
660,822.3,880.6,838.9,809.3,837.8,31.0
661,888.6,874.2,830.3,848.3,860.4,26.1
662,834.1,900.9,868.5,834.4,859.5,32.0
663,850.9,867.3,802.4,855.5,844.0,28.6
664,920.1,853.3,859.4,824.6,864.4,40.2
665,845.1,865.9,860.5,874.6,861.5,12.4
666,885.9,886.1,817.8,804.3,848.5,43.7
667,868.7,868.0,830.0,835.6,850.5,20.7
668,886.2,884.1,830.4,838.2,859.7,29.6
669,871.8,890.3,840.8,842.1,861.2,24.1
670,861.6,860.3,819.4,839.3,845.2,20.0
671,867.8,830.4,831.4,840.6,842.5,17.4
672,849.4,877.5,852.3,869.4,862.2,13.5
673,875.5,870.0,815.5,834.4,848.9,28.7
674,873.6,886.0,858.6,828.9,861.8,24.6
675,877.2,869.9,862.5,829.1,859.7,21.2
676,873.4,861.4,812.1,854.8,850.5,26.7
677,904.9,864.4,858.3,850.5,869.5,24.3
678,876.7,878.1,869.1,859.0,870.7,8.8
679,871.5,882.5,842.8,879.8,869.2,18.2
680,874.2,889.5,873.9,890.4,882.0,9.2
681,857.6,881.1,847.9,852.4,859.8,14.8
682,893.3,917.1,850.6,829.6,872.6,39.7
683,883.4,876.2,818.1,852.3,857.5,29.4
684,881.9,862.7,841.5,894.6,870.2,23.1
685,880.3,864.5,855.1,887.4,871.8,14.7
686,870.2,848.1,819.3,889.2,856.7,30.0
687,843.6,866.1,840.3,894.9,861.2,25.2
688,883.9,875.8,867.4,850.7,869.4,14.2
689,866.9,868.8,842.1,874.7,863.1,14.4
690,866.4,900.9,895.2,861.3,880.9,20.0
691,884.3,832.8,848.0,905.4,867.6,33.2
692,889.5,905.7,838.4,809.8,860.8,44.5
693,854.1,871.9,848.8,833.1,852.0,16.0
694,887.9,915.7,832.2,848.2,871.0,37.9
695,855.7,895.8,844.7,849.1,861.3,23.4
696,882.3,873.5,851.9,903.9,877.9,21.5
697,925.0,877.7,817.0,876.8,874.1,44.2
698,898.1,874.3,829.9,891.2,873.4,30.7
699,912.1,870.3,868.9,822.7,868.5,36.5
700,858.0,897.2,842.2,914.4,878.0,33.5
701,851.0,874.4,874.9,855.2,863.9,12.6
702,883.6,873.0,811.1,866.9,858.7,32.4
703,882.1,889.1,851.2,886.2,877.2,17.6
704,835.1,873.8,849.5,863.6,855.5,16.9
705,889.8,872.4,832.4,905.3,874.9,31.4
706,887.9,884.2,887.5,863.3,880.7,11.8
707,905.4,914.3,793.1,876.9,872.4,55.2
708,868.4,865.8,844.3,856.7,858.8,10.9
709,896.2,875.2,863.4,841.4,869.0,22.9
710,862.0,939.7,852.7,909.8,891.0,41.0
711,883.6,879.3,849.3,864.9,869.3,15.5
712,887.4,896.4,826.6,869.6,870.0,31.0
713,870.8,875.3,865.0,896.5,876.9,13.7
714,879.4,856.8,842.7,887.2,866.6,20.5
715,881.7,866.8,830.9,867.5,861.7,21.7
716,885.8,872.7,881.0,880.2,879.9,5.4
717,893.7,908.8,805.4,846.9,863.7,47.0
718,868.7,897.6,832.0,858.3,864.2,27.1
719,920.7,877.2,840.4,887.9,881.5,33.1
720,898.0,858.9,853.9,922.4,883.3,32.7
721,867.9,848.6,823.3,863.7,850.9,20.2
722,855.4,910.5,866.4,895.8,882.0,25.5
723,873.8,906.6,889.2,922.6,898.1,21.1
724,876.0,858.7,836.0,871.2,860.5,17.9
725,861.2,893.6,842.1,882.8,869.9,22.9
726,880.9,898.7,856.3,863.6,874.9,18.9
727,883.7,880.1,873.1,870.2,876.8,6.2
728,863.9,888.0,858.8,875.7,871.6,13.0
729,857.9,897.4,856.6,842.8,863.7,23.5
730,890.1,901.4,847.1,886.9,881.4,23.7
731,907.1,887.3,834.9,908.3,884.4,34.4
732,866.9,876.5,849.8,873.7,866.7,12.0
733,899.8,897.8,849.1,852.7,874.9,27.7
734,872.5,894.4,835.6,927.7,882.5,38.7
735,900.7,902.7,857.0,866.4,881.7,23.5
736,855.0,916.7,902.8,936.0,902.6,34.5
737,869.5,920.3,853.0,906.5,887.3,31.4
738,884.5,892.5,912.2,907.4,899.1,12.9
739,884.2,905.2,835.1,886.1,877.6,29.9
740,881.9,881.7,852.4,887.0,875.8,15.7
741,882.8,897.1,836.6,901.2,879.4,29.6
742,880.2,871.3,872.2,879.2,875.8,4.6
743,896.9,934.1,858.9,939.9,907.5,37.6
744,865.2,904.2,821.1,886.9,869.3,35.9
745,929.3,907.1,889.6,921.0,911.8,17.4
746,898.0,882.6,853.4,869.5,875.9,19.0
747,882.8,869.7,863.2,892.7,877.1,13.2
748,901.3,951.3,865.3,901.9,904.9,35.3
749,864.0,903.4,852.9,898.8,879.8,25.1
750,877.1,896.6,890.3,903.3,891.8,11.2
751,907.6,889.6,894.9,905.8,899.5,8.6
752,873.8,881.7,868.7,903.6,881.9,15.4
753,933.1,910.5,849.5,910.6,900.9,35.9
754,873.6,913.7,865.1,907.2,889.9,24.1
755,911.7,862.8,847.0,879.9,875.3,27.7
756,887.3,914.8,861.4,907.1,892.6,23.8
757,920.3,924.2,888.9,886.9,905.0,19.9
758,857.3,867.9,908.3,841.5,868.7,28.5
759,872.3,911.1,876.1,880.2,884.9,17.7
760,889.0,921.7,806.5,883.2,875.1,48.8
761,887.3,898.7,855.8,890.9,883.2,18.9
762,862.1,894.0,849.1,872.3,869.4,19.0
763,906.6,914.5,870.4,910.7,900.6,20.4
764,957.3,888.3,888.6,946.3,920.1,36.8
765,881.1,911.0,850.0,933.5,893.9,36.3
766,905.2,918.9,848.8,897.6,892.6,30.5
767,917.6,872.4,884.8,905.8,895.2,20.4
768,902.7,947.8,859.7,896.4,901.7,36.1
769,905.4,885.9,858.4,897.7,886.8,20.6
770,902.9,870.6,887.6,915.4,894.1,19.4
771,897.9,899.6,861.6,876.4,883.9,18.2
772,913.7,925.1,877.7,957.4,918.5,32.9
773,940.8,913.6,891.6,941.0,921.8,23.9
774,944.3,923.4,891.5,917.1,919.1,21.8
775,922.2,907.4,860.3,888.1,894.5,26.8
776,917.8,901.7,878.9,902.3,900.2,16.0
777,918.7,923.3,863.1,923.0,907.0,29.3
778,890.2,891.2,858.1,945.8,896.3,36.4
779,881.3,919.2,901.2,903.3,901.3,15.5
780,914.9,947.0,850.7,877.6,897.5,42.2
781,870.9,937.1,907.1,946.9,915.5,34.2
782,952.6,920.6,865.3,937.8,919.1,38.2
783,873.2,900.8,889.9,912.8,894.2,16.8
784,916.9,890.8,864.4,918.0,897.5,25.4
785,885.3,891.9,840.3,916.2,883.4,31.7
786,916.9,945.5,900.6,899.8,915.7,21.4
787,879.8,948.1,894.8,910.9,908.4,29.3
788,917.4,897.3,874.3,914.3,900.8,19.8
789,920.9,984.3,843.4,894.6,910.8,58.6
790,911.9,886.7,907.1,917.7,905.8,13.5
791,902.3,903.9,890.7,913.8,902.7,9.5
792,899.1,914.5,874.5,889.7,894.4,16.8
793,918.1,933.3,861.6,909.4,905.6,31.0
794,904.4,916.6,874.5,920.8,904.1,20.9
795,898.3,908.0,881.8,921.3,902.3,16.7
796,896.1,943.3,902.6,952.8,923.7,28.5
797,908.4,952.1,925.8,930.0,929.1,18.0
798,925.0,896.6,868.9,904.4,898.7,23.2
799,968.5,924.4,834.4,889.6,904.2,56.7
800,945.6,920.8,923.0,919.6,927.3,12.3
801,904.5,902.4,869.9,938.6,903.8,28.1
802,929.8,876.2,880.4,956.5,910.7,39.0
803,901.4,893.3,861.2,906.2,890.5,20.2
804,931.4,939.1,879.4,953.7,925.9,32.4
805,935.0,928.5,863.2,940.2,916.7,36.0
806,879.6,942.1,895.0,927.8,911.1,28.8
807,922.0,953.9,883.2,959.8,929.7,35.2
808,938.3,928.4,870.7,970.4,927.0,41.6
809,962.1,916.4,873.4,957.5,927.3,41.4
810,923.3,947.1,900.6,924.3,923.8,19.0
811,872.6,918.5,869.0,919.6,894.9,27.9
812,908.1,929.2,865.4,950.9,913.4,36.5
813,895.0,966.0,906.4,901.0,917.1,32.9
814,943.2,921.0,865.0,946.0,918.8,37.6
815,904.6,932.6,913.8,954.7,926.4,22.2
816,915.8,932.9,910.2,918.5,919.3,9.7
817,951.9,958.1,899.0,1000.0,952.3,41.4
818,939.8,900.7,914.3,934.8,922.4,18.2
819,946.0,941.1,855.5,940.7,920.8,43.6
820,947.0,935.3,931.9,891.5,926.4,24.1
821,869.0,961.2,894.0,893.6,904.4,39.6
822,925.6,948.0,885.9,963.5,930.8,33.7
823,952.6,911.4,902.3,996.8,940.8,43.3
824,934.2,941.4,889.3,915.9,920.2,23.2
825,940.5,891.2,868.0,981.3,920.3,50.7
826,894.5,920.7,883.0,899.6,899.4,15.8
827,915.6,942.1,886.3,944.4,922.1,27.2
828,918.4,943.8,886.5,919.1,916.9,23.5
829,917.4,901.6,869.2,980.9,917.3,46.9
830,964.7,901.1,913.1,926.9,926.4,27.6
831,893.3,952.2,918.1,969.4,933.2,34.1
832,919.5,924.6,899.7,959.4,925.8,24.8
833,927.0,939.5,869.7,950.9,921.8,36.1
834,889.1,940.5,882.6,977.3,922.4,44.8
835,925.9,947.2,882.0,900.1,913.8,28.6
836,929.4,933.5,888.3,944.6,923.9,24.6
837,936.4,919.3,847.6,949.5,913.2,45.4
838,897.7,904.8,870.0,946.9,904.9,31.8
839,923.6,916.4,855.2,944.7,910.0,38.4
840,887.1,948.5,876.5,935.2,911.8,35.4
841,920.4,945.8,913.1,941.9,930.3,16.0
842,940.3,915.6,900.7,954.3,927.7,24.1
843,939.4,910.4,904.7,902.9,914.4,17.0
844,938.6,935.1,874.7,921.8,917.5,29.5
845,940.6,942.4,891.0,982.5,939.1,37.5
846,968.6,917.5,880.2,970.3,934.2,43.5
847,923.7,972.5,888.2,964.7,937.3,39.1
848,926.4,930.1,866.1,919.3,910.5,29.9
849,923.2,923.1,904.0,926.2,919.1,10.2
850,941.7,933.4,903.0,955.1,933.3,22.1
851,897.8,925.6,854.1,951.6,907.3,41.7
852,963.0,928.4,883.8,976.1,937.8,41.2
853,919.0,922.2,867.9,899.6,902.2,24.9
854,979.1,971.7,890.5,935.7,944.3,40.5
855,944.0,944.6,931.3,968.9,947.2,15.7
856,949.6,942.4,872.5,932.7,924.3,35.3
857,978.6,919.5,852.9,949.3,925.1,53.9
858,897.4,940.6,886.1,884.8,902.2,26.2
859,915.8,918.6,917.4,979.4,932.8,31.1
860,926.3,1019.1,888.2,901.0,933.6,59.1
861,925.2,940.3,925.8,934.4,931.4,7.2
862,918.0,965.6,900.5,979.2,940.8,37.6
863,915.3,907.3,914.7,985.5,930.7,36.7
864,992.9,959.9,891.6,966.5,952.7,43.2
865,922.4,927.9,880.3,928.8,914.8,23.2
866,948.8,933.4,894.1,942.0,929.6,24.5
867,912.3,929.9,878.6,983.4,926.1,43.8
868,932.2,1000.5,944.2,983.8,965.2,32.3
869,911.3,959.8,889.7,975.6,934.1,40.3
870,939.6,937.9,920.7,909.4,926.9,14.4
871,942.5,932.2,913.0,975.6,940.8,26.2
872,934.5,967.3,915.4,939.0,939.0,21.4
873,955.4,935.2,879.8,974.2,936.1,40.8
874,948.1,991.6,923.0,928.7,947.9,31.1
875,944.6,957.0,911.7,950.4,940.9,20.2
876,976.0,949.0,924.3,927.1,944.1,24.0
877,969.7,979.2,923.7,980.1,963.2,26.7
878,925.2,924.2,899.1,996.4,936.2,41.9
879,974.3,977.6,908.1,938.4,949.6,32.9
880,958.3,920.8,905.2,1011.3,948.9,47.2
881,970.8,923.0,887.8,911.7,923.3,34.9
882,958.3,964.8,898.0,961.9,945.8,31.9
883,954.3,980.2,865.1,944.6,936.1,49.6
884,964.9,992.0,936.1,939.9,958.2,25.9
885,926.2,944.7,911.2,937.5,929.9,14.6
886,989.5,952.5,895.2,948.0,946.3,38.8
887,942.3,968.9,924.7,989.2,956.3,28.5
888,914.4,949.7,897.7,944.4,926.5,24.7
889,983.9,968.4,929.4,950.8,958.1,23.5
890,960.4,936.7,919.4,990.5,951.8,30.8
891,926.8,936.6,921.4,994.5,944.8,33.7
892,955.7,958.1,909.7,947.1,942.6,22.4
893,896.1,978.6,916.7,947.0,934.6,36.0
894,991.5,955.5,889.7,993.2,957.4,48.4
895,978.8,973.0,899.3,937.6,947.2,36.7
896,922.0,984.0,917.3,971.3,948.6,33.9
897,938.3,958.1,904.6,951.5,938.1,23.8
898,981.9,976.6,937.0,972.6,967.0,20.4
899,947.9,956.7,917.5,962.1,946.0,19.9
900,938.8,1017.6,916.8,953.7,956.7,43.4
901,964.4,937.3,866.1,984.6,938.1,51.8
902,979.3,930.6,880.3,959.1,937.3,42.9
903,960.6,966.8,961.7,949.3,959.6,7.4
904,955.4,946.9,921.7,981.3,951.3,24.6
905,1001.9,936.2,920.0,998.9,964.3,42.3
906,917.1,941.8,897.4,969.1,931.3,31.0
907,995.7,966.9,923.1,1003.6,972.3,36.4
908,995.3,970.6,904.2,969.1,959.8,39.0
909,891.7,929.1,942.4,991.8,938.8,41.3
910,981.3,994.9,936.8,975.5,972.2,24.9
911,958.0,948.6,896.2,987.1,947.5,37.9
912,956.4,979.8,960.7,986.6,970.9,14.6
913,958.2,907.7,902.2,1012.9,945.2,51.7
914,934.4,984.1,991.4,981.1,972.8,25.9
915,963.0,949.4,934.3,951.3,949.5,11.8
916,966.4,962.3,886.0,972.4,946.8,40.7
917,954.5,945.4,898.4,972.6,942.7,31.6
918,954.9,959.5,925.8,996.8,959.2,29.2
919,981.2,971.8,891.8,991.9,959.2,45.7
920,931.4,947.4,963.8,981.9,956.1,21.7
921,973.6,953.7,928.6,948.5,951.1,18.5
922,978.5,1023.6,924.7,931.9,964.7,46.0
923,969.9,900.5,906.9,1020.9,949.5,56.9
924,927.7,990.6,904.2,950.3,943.2,36.8
925,966.4,990.6,914.5,1002.2,968.4,38.9
926,964.9,910.4,885.2,976.7,934.3,43.7
927,988.5,919.6,936.0,1002.1,961.5,39.9
928,987.8,986.9,947.6,1001.7,981.0,23.3
929,955.9,940.7,957.7,980.4,958.7,16.4
930,970.9,979.5,942.8,968.5,965.4,15.8
931,924.7,920.8,959.2,967.1,942.9,23.6
932,988.5,989.4,978.9,1015.3,993.0,15.6
933,925.7,972.3,927.6,929.2,938.7,22.4
934,1027.9,954.7,938.9,1024.4,986.5,46.3
935,968.5,924.6,918.5,994.9,951.6,36.5
936,1007.6,937.6,916.1,980.8,960.5,41.3
937,996.4,973.0,904.0,943.7,954.3,39.9
938,996.9,968.7,952.3,987.1,976.2,19.8
939,961.9,976.9,934.4,971.2,961.1,18.8
940,952.8,940.5,932.4,996.9,955.7,28.8
941,945.7,942.6,973.4,987.7,962.4,21.9
942,973.8,981.7,962.2,987.6,976.3,11.0
943,995.7,925.3,922.5,952.1,948.9,33.9
944,968.5,961.9,947.3,997.1,968.7,20.9
945,951.8,987.1,947.4,993.5,970.0,23.7
946,1005.2,947.4,911.1,980.3,961.0,40.8
947,931.4,974.5,957.6,1035.8,974.8,44.4
948,947.9,1012.0,898.6,928.6,946.8,48.0
949,978.6,928.7,962.2,1030.5,975.0,42.4
950,966.6,970.9,970.3,1061.1,992.2,45.9
951,1022.4,909.8,943.0,975.1,962.6,47.9
952,969.2,986.2,918.4,983.9,964.4,31.6
953,916.9,934.2,884.3,974.3,927.4,37.5
954,966.3,940.1,973.6,1013.4,973.3,30.3
955,955.7,970.9,950.3,990.2,966.8,17.9
956,976.9,975.4,930.6,1005.6,972.1,31.0
957,960.2,919.9,934.4,1040.8,963.8,53.9
958,945.5,999.6,923.0,1042.3,977.6,53.8
959,994.1,1021.5,912.1,1016.5,986.0,50.7
960,975.5,980.6,963.2,1029.5,987.2,29.1
961,932.0,986.9,919.7,1005.5,961.0,41.6
962,974.6,949.0,936.6,1006.6,966.7,31.0
963,953.3,976.1,936.5,1008.1,968.5,31.0
964,969.7,1021.8,1017.6,1001.0,1002.5,23.6
965,957.2,921.3,881.4,1026.1,946.5,61.4
966,912.6,992.9,951.6,952.7,952.4,32.8
967,1001.5,959.6,918.9,987.2,966.8,36.4
968,964.5,959.6,965.7,1007.5,974.3,22.3
969,1029.5,962.5,877.9,1055.0,981.2,79.2
970,954.9,981.7,939.7,992.3,967.1,24.1
971,966.0,997.3,940.3,1015.9,979.9,33.5
972,959.7,939.1,943.8,994.7,959.3,25.2
973,954.7,996.5,936.2,977.1,966.1,26.3
974,988.4,966.3,919.0,1010.8,971.1,39.2
975,952.9,1016.1,963.1,966.7,974.7,28.2
976,964.6,962.4,908.9,981.2,954.3,31.4
977,971.9,949.9,889.3,991.8,950.7,44.4
978,994.0,949.2,963.4,960.7,966.8,19.1
979,941.7,977.5,933.6,1053.8,976.6,54.9
980,936.5,959.9,932.3,1061.1,972.4,60.3
981,965.4,972.9,896.8,1043.9,969.7,60.2
982,941.7,989.8,928.4,1021.1,970.3,42.9
983,973.4,969.8,989.9,1019.7,988.2,22.7
984,994.4,1003.3,973.2,983.6,988.6,13.1
985,966.0,947.6,964.4,998.6,969.2,21.3
986,979.5,997.3,996.3,977.3,987.6,10.7
987,958.0,1012.2,955.1,999.1,981.1,28.9
988,1003.5,1006.6,942.4,997.5,987.5,30.3
989,987.6,967.7,950.9,976.8,970.8,15.6
990,1012.9,983.7,963.6,1036.6,999.2,32.1
991,992.8,1005.2,954.2,1015.6,992.0,26.8
992,954.4,967.1,942.1,1027.1,972.7,37.7
993,1006.4,989.8,971.5,973.3,985.3,16.3
994,999.8,967.2,962.9,998.7,982.2,19.8
995,975.9,996.5,964.7,997.4,983.6,16.1
996,993.4,1031.1,934.5,994.7,988.4,39.9
997,969.8,1049.0,950.1,1015.3,996.0,44.6
998,980.1,990.0,969.1,1050.6,997.4,36.4
999,934.2,995.5,923.5,1033.0,971.5,51.8
1000,949.3,946.5,966.6,1018.4,970.2,33.4
1001,978.3,1002.1,987.6,1045.7,1003.4,29.9
1002,1002.6,1043.6,970.2,982.4,999.7,32.1
1003,930.2,964.6,944.2,1012.2,962.8,35.8
1004,1050.1,1016.0,984.6,1019.1,1017.5,26.8
1005,1015.9,1021.3,1004.7,984.2,1006.5,16.4
1006,1036.6,993.8,938.2,1010.2,994.7,41.6
1007,970.3,1004.9,963.8,1004.3,985.8,21.8
1008,999.0,975.3,937.5,1029.8,985.4,38.9
1009,982.5,1008.6,930.1,1045.4,991.6,48.5
1010,1010.8,969.7,960.5,998.8,984.9,23.7
1011,1008.7,994.2,954.9,990.9,987.2,22.8
1012,983.1,1024.3,944.2,1006.3,989.5,34.6
1013,956.9,1014.0,991.0,1040.9,1000.7,35.6
1014,966.2,980.0,944.7,967.7,964.6,14.7
1015,999.7,1024.8,911.7,1008.8,986.3,50.7
1016,941.3,960.9,945.2,989.2,959.2,21.8
1017,1019.1,1059.5,951.9,1041.2,1017.9,47.0
1018,1018.4,1028.2,969.8,995.6,1003.0,26.0
1019,969.4,1019.1,991.4,1004.9,996.2,21.1
1020,953.7,921.7,920.3,1000.3,949.0,37.5
1021,1006.5,1055.6,968.0,1009.8,1010.0,35.8
1022,1022.2,1000.3,959.8,1014.0,999.1,27.7
1023,991.6,1022.2,917.2,997.8,982.2,45.3
1024,948.6,997.1,923.5,1009.8,969.7,40.6
1025,1025.8,989.6,904.2,998.0,979.4,52.5
1026,993.4,1002.1,942.6,946.7,971.2,30.9
1027,989.4,1036.8,1010.9,1030.3,1016.8,21.3
1028,1036.2,972.7,967.6,978.2,988.7,31.9
1029,1014.9,1005.6,961.0,977.6,989.8,24.9
1030,975.7,1023.6,912.3,1014.4,981.5,50.6
1031,984.5,966.4,959.6,1071.1,995.4,51.5
1032,961.1,1030.1,908.3,1044.5,986.0,63.3
1033,1006.7,1049.4,970.8,1020.4,1011.8,32.6
1034,999.5,1047.2,935.4,1011.6,998.4,46.6
1035,1006.9,943.2,988.5,964.6,975.8,27.8
1036,1019.7,1039.3,962.8,1030.6,1013.1,34.5
1037,1043.2,1008.3,985.5,1038.9,1019.0,27.2
1038,1009.5,1009.2,963.6,1029.7,1003.0,27.9
1039,969.4,1036.1,931.7,1032.1,992.3,50.7
1040,1018.4,1003.3,961.0,974.8,989.4,26.2
1041,995.3,1027.0,961.7,1036.7,1005.2,34.0
1042,988.9,1029.1,986.9,1043.4,1012.1,28.5
1043,1018.4,1070.0,1001.9,997.0,1021.8,33.4
1044,1001.0,965.3,915.2,1041.4,980.7,53.6
1045,1005.2,1007.8,992.4,1041.1,1011.6,20.8
1046,977.9,1007.3,996.3,1025.5,1001.7,19.9
1047,1038.0,1016.3,970.8,1027.4,1013.1,29.6
1048,984.6,991.5,947.6,1000.3,981.0,23.2
1049,1023.4,984.7,986.6,1041.9,1009.2,28.2
1050,1008.5,969.9,980.6,973.9,983.2,17.4
1051,1065.3,1001.2,1005.3,1077.7,1037.4,39.8
1052,974.0,984.6,1022.9,1038.1,1004.9,30.5
1053,1020.7,1051.4,906.6,999.1,994.5,62.4
1054,1025.5,980.3,1027.2,1030.6,1015.9,23.8
1055,958.3,1025.7,922.0,1025.3,982.8,51.4
1056,1028.5,1016.9,994.6,1076.3,1029.1,34.5
1057,1028.3,971.6,925.8,1068.4,998.5,62.7
1058,972.0,1052.7,1009.1,1012.5,1011.5,33.0
1059,1005.4,1009.6,986.5,987.9,997.3,11.8
1060,953.0,1023.1,961.0,1118.8,1014.0,76.6
1061,1047.1,964.4,921.8,1066.7,1000.0,68.4
1062,960.0,1004.8,940.3,1056.8,990.5,51.8
1063,1018.3,998.7,974.0,1041.0,1008.0,28.5
1064,1009.2,992.9,982.7,1026.8,1002.9,19.3
1065,1044.0,1001.7,944.6,1043.4,1008.4,46.9
1066,997.7,999.7,1004.8,1081.4,1020.9,40.4
1067,1035.6,1025.7,965.0,1066.6,1023.3,42.6
1068,982.2,1011.3,934.0,1016.0,985.9,37.7
1069,1050.1,1008.6,956.4,1033.3,1012.1,40.9
1070,993.2,1024.8,991.3,1085.0,1023.6,43.8
1071,1071.8,997.9,986.8,1017.8,1018.6,37.7
1072,973.0,1026.7,946.0,1016.1,990.5,37.6
1073,1035.3,1064.9,964.8,1004.9,1017.5,42.8
1074,1014.8,1008.8,948.8,1008.6,995.3,31.1
1075,1036.9,1005.0,981.7,1056.4,1020.0,33.2
1076,944.5,987.1,984.4,1018.9,983.7,30.5
1077,985.8,1053.4,1007.2,1033.4,1019.9,29.6
1078,1042.9,1056.2,945.3,1063.4,1026.9,55.1
1079,1017.6,1027.3,955.1,992.0,998.0,32.2
1080,998.6,982.5,967.7,994.6,985.9,13.9
1081,959.7,1026.1,984.6,1044.3,1003.7,38.5
1082,1015.5,1020.3,990.8,1072.4,1024.7,34.3
1083,1029.3,1052.7,929.8,983.2,998.7,54.3
1084,1008.9,1026.3,933.1,1034.1,1000.6,46.2
1085,1015.7,1021.3,999.0,1082.8,1029.7,36.6
1086,1033.8,1080.1,986.4,1035.2,1033.9,38.3
1087,1007.9,1027.7,997.0,1060.4,1023.3,27.9
1088,1008.7,1031.6,1007.9,1008.3,1014.1,11.6
1089,970.4,1066.3,960.8,1042.3,1010.0,52.3
1090,1063.2,1003.0,919.5,1026.0,1002.9,60.9
1091,978.2,1028.7,1026.2,1023.7,1014.2,24.1
1092,1056.5,1076.1,997.9,1089.7,1055.0,40.4
1093,990.6,987.2,1006.7,1036.0,1005.1,22.3
1094,1009.2,1017.5,951.9,1066.6,1011.3,47.0
1095,1023.2,1005.1,982.9,1091.2,1025.6,46.7
1096,1026.3,1032.8,941.9,1029.5,1007.6,43.9
1097,975.6,1029.8,962.8,1042.9,1002.8,39.5
1098,1032.5,1016.2,963.1,1077.1,1022.2,47.1
1099,1043.3,1026.9,993.6,1011.8,1018.9,21.2
1100,1059.9,1043.2,954.5,1052.7,1027.6,49.2
1101,1021.6,1041.6,980.1,1002.4,1011.4,26.3
1102,1030.2,1044.3,952.2,1051.6,1019.6,45.8
1103,1049.4,1024.7,997.5,1058.7,1032.6,27.4
1104,1029.1,1038.4,1004.3,1034.2,1026.5,15.3
1105,989.0,1024.7,953.6,1039.6,1001.7,38.5
1106,1027.3,1043.1,1003.6,1022.0,1024.0,16.3
1107,1020.9,1046.9,1029.8,1052.8,1037.6,14.8
1108,1011.9,1010.2,996.3,999.6,1004.5,7.7
1109,992.4,1000.3,981.4,1088.6,1015.7,49.2
1110,1044.5,992.8,1074.8,1122.8,1058.7,54.5
1111,992.4,1069.9,970.2,1057.0,1022.4,48.6
1112,1062.0,1043.7,988.5,964.8,1014.8,45.6
1113,1037.2,1029.8,998.4,1008.3,1018.4,18.1
1114,971.5,998.4,1011.5,1042.3,1005.9,29.4
1115,1045.9,1068.9,1001.8,1057.8,1043.6,29.4
1116,1043.4,1050.4,1025.7,1016.9,1034.1,15.5
1117,974.2,1096.9,992.4,1018.0,1020.4,54.1
1118,1054.6,1056.8,1053.1,1035.8,1050.1,9.6
1119,991.3,1037.0,965.5,1092.4,1021.6,55.7
1120,1006.3,1061.0,1017.0,1050.0,1033.6,26.1
1121,1030.6,1028.7,984.4,1011.5,1013.8,21.4
1122,1064.8,1040.4,1015.3,1045.2,1041.4,20.4
1123,985.9,1094.6,984.8,1077.3,1035.6,58.5
1124,1011.6,1079.1,1030.7,1046.4,1041.9,28.6
1125,1032.7,1057.4,997.8,1013.3,1025.3,25.7
1126,1060.0,1043.6,1041.5,1033.5,1044.6,11.1
1127,987.1,1045.4,939.8,1042.0,1003.6,50.2
1128,1062.8,1003.4,1013.4,1085.3,1041.3,39.2
1129,1076.1,1092.5,990.4,1027.3,1046.6,46.6
1130,1016.4,1024.8,1041.5,1063.4,1036.5,20.8
1131,987.0,1113.1,995.4,1034.2,1032.4,57.5
1132,1046.4,1056.4,1033.3,1057.0,1048.3,11.1
1133,1030.9,1030.2,1034.7,1037.0,1033.2,3.2
1134,1026.6,1027.1,1007.2,1026.8,1021.9,9.8
1135,1036.3,1091.1,1014.8,1021.9,1041.0,34.6
1136,999.4,1021.2,1033.4,1030.9,1021.2,15.5
1137,1048.9,1086.1,958.2,1050.8,1036.0,54.6
1138,1081.4,1019.6,1026.4,1019.1,1036.6,30.1
1139,951.9,1068.1,1049.2,1029.3,1024.6,51.0
1140,1025.8,1059.0,1017.5,985.2,1021.9,30.3
1141,1035.0,1064.2,988.8,1100.1,1047.0,47.1
1142,1027.0,1043.5,1047.0,987.9,1026.4,27.1
1143,1022.8,1126.1,973.6,976.0,1024.6,71.3
1144,1061.5,1059.8,1055.8,1063.8,1060.2,3.4
1145,1026.0,1011.5,1033.2,1051.5,1030.5,16.6
1146,1093.1,1062.3,1021.5,1014.1,1047.7,36.9
1147,1027.4,1064.6,1035.4,1020.8,1037.1,19.3
1148,1054.8,1070.7,1018.3,1077.4,1055.3,26.4
