Time after Ignition,PET_R1,PET_R2,PET_R3,Mean,Std. Dev.
145.0,462.9,567.8,533.4,521.4,53.4
145.25,471.1,574.5,551.1,532.2,54.2
145.5,483.3,579.8,532.3,531.8,48.2
145.75,471.8,580.4,532.9,528.3,54.4
146.0,474.3,573.1,538.6,528.7,50.2
146.25,471.1,566.8,527.9,522.0,48.1
146.5,478.3,581.9,541.4,533.9,52.2
146.75,465.9,592.8,538.3,532.3,63.6
147.0,464.1,571.3,564.9,533.4,60.1
147.25,454.2,579.5,528.4,520.7,63.0
147.5,468.3,564.2,533.5,522.0,49.0
147.75,479.1,568.4,549.6,532.4,47.1
148.0,478.5,571.9,553.7,534.7,49.5
148.25,474.0,581.5,562.0,539.2,57.3
148.5,463.8,567.9,547.2,526.3,55.1
148.75,482.3,595.9,542.5,540.2,56.8
149.0,464.3,577.8,547.7,529.9,58.8
149.25,485.6,567.1,545.9,532.9,42.3
149.5,471.4,592.1,561.6,541.7,62.8
149.75,466.3,581.7,543.5,530.5,58.8
150.0,472.1,568.7,560.3,533.7,53.5
150.25,460.9,555.3,524.8,513.7,48.2
150.5,462.6,574.3,528.0,521.6,56.1
150.75,464.8,580.6,550.6,532.0,60.1
151.0,469.7,561.8,541.1,524.2,48.3
151.25,465.1,587.9,549.1,534.0,62.8
151.5,462.7,573.1,542.9,526.2,57.1
151.75,469.9,569.3,546.8,528.7,52.1
152.0,471.0,563.4,544.9,526.4,48.9
152.25,485.6,567.4,557.5,536.8,44.6
152.5,477.6,582.9,546.5,535.7,53.5
152.75,474.5,578.2,529.9,527.5,51.9
153.0,469.1,592.4,535.4,532.3,61.7
153.25,475.0,571.1,529.5,525.2,48.2
153.5,466.8,572.5,557.2,532.1,57.1
153.75,467.8,580.4,544.0,530.7,57.5
154.0,469.4,589.5,548.9,535.9,61.0
154.25,461.1,574.7,548.1,528.0,59.4
154.5,477.3,588.2,537.7,534.4,55.6
154.75,479.9,562.5,542.2,528.2,43.1
155.0,468.4,583.7,538.6,530.2,58.1
155.25,463.9,574.3,549.2,529.2,57.9
155.5,477.2,584.4,522.0,527.9,53.8
155.75,469.3,592.8,530.4,530.8,61.7
156.0,482.1,561.6,529.1,524.3,40.0
156.25,471.1,564.9,546.9,527.7,49.8
156.5,472.3,585.7,548.6,535.5,57.8
156.75,489.5,584.3,539.0,537.6,47.4
157.0,470.2,557.1,524.5,517.3,43.9
157.25,487.5,583.8,532.7,534.6,48.2
157.5,480.6,572.7,535.1,529.4,46.3
157.75,484.6,567.7,544.2,532.2,42.9
158.0,469.8,591.0,538.4,533.1,60.8
158.25,464.0,587.3,544.4,531.9,62.6
158.5,470.8,577.7,542.5,530.3,54.5
158.75,480.9,582.0,528.6,530.5,50.6
159.0,465.1,567.8,549.7,527.5,54.8
159.25,473.3,580.7,541.0,531.7,54.3
159.5,476.0,588.0,541.2,535.1,56.2
159.75,464.4,591.0,534.7,530.0,63.5
160.0,463.8,585.6,561.7,537.1,64.5
160.25,493.8,560.9,549.5,534.8,35.9
160.5,472.5,585.2,555.6,537.8,58.4
160.75,486.1,579.5,555.6,540.4,48.5
161.0,471.2,592.4,542.0,535.2,60.9
161.25,478.5,579.4,556.6,538.2,52.9
161.5,482.8,566.5,557.0,535.4,45.8
161.75,489.3,579.9,551.5,540.2,46.3
162.0,486.3,586.6,553.1,542.0,51.1
162.25,483.0,582.2,559.9,541.7,52.1
162.5,484.7,581.3,525.8,530.6,48.5
162.75,500.5,582.6,561.0,548.1,42.6
163.0,482.3,565.1,544.7,530.7,43.2
163.25,486.5,584.1,558.6,543.1,50.6
163.5,493.5,581.4,559.5,544.8,45.8
163.75,493.3,575.7,562.0,543.7,44.1
164.0,482.7,555.3,574.0,537.3,48.2
164.25,500.0,575.9,545.2,540.4,38.2
164.5,491.5,583.0,546.0,540.2,46.0
164.75,497.1,575.4,567.1,546.5,43.0
165.0,507.9,570.0,557.6,545.2,32.9
165.25,495.3,568.3,561.7,541.8,40.4
165.5,494.7,577.6,555.3,542.5,42.9
165.75,487.2,566.5,568.2,540.6,46.2
166.0,483.0,587.2,562.6,544.3,54.5
166.25,492.4,567.7,542.5,534.2,38.3
166.5,491.6,568.4,563.8,541.3,43.1
166.75,478.9,578.3,557.6,538.3,52.5
167.0,514.3,562.6,573.4,550.1,31.5
167.25,496.0,575.9,554.6,542.2,41.4
167.5,481.5,570.3,565.3,539.0,49.9
167.75,503.4,566.2,581.1,550.3,41.2
168.0,482.1,573.0,584.7,546.6,56.2
168.25,504.9,578.9,577.4,553.7,42.3
168.5,486.0,574.5,573.3,544.6,50.7
168.75,498.4,572.7,573.4,548.2,43.1
169.0,490.2,567.4,581.0,546.2,49.0
169.25,510.0,580.3,572.9,554.4,38.6
169.5,497.9,571.9,593.0,554.3,50.0
169.75,494.6,560.3,576.1,543.6,43.2
170.0,500.0,588.8,564.5,551.1,45.9
170.25,500.5,573.2,586.3,553.3,46.2
170.5,503.1,580.1,591.5,558.3,48.1
170.75,503.9,579.9,565.2,549.7,40.3
171.0,503.1,578.6,585.8,555.9,45.8
171.25,500.8,591.4,583.5,558.5,50.2
171.5,524.8,590.6,570.0,561.8,33.7
171.75,496.6,587.1,590.0,557.9,53.1
172.0,505.4,600.1,583.6,563.0,50.6
172.25,512.7,591.3,576.5,560.1,41.8
172.5,498.4,595.5,593.4,562.4,55.5
172.75,506.2,594.6,577.9,559.6,47.0
173.0,508.5,572.9,577.9,553.1,38.7
173.25,508.1,606.9,580.1,565.0,51.1
173.5,505.7,606.1,565.6,559.1,50.5
173.75,503.9,612.2,580.5,565.5,55.6
174.0,503.4,593.7,580.8,559.3,48.8
174.25,502.6,597.8,585.9,562.1,51.9
174.5,505.1,596.0,570.5,557.2,46.9
174.75,505.1,598.5,585.9,563.2,50.7
175.0,506.0,622.5,571.9,566.8,58.4
175.25,489.1,617.8,608.1,571.7,71.7
175.5,503.0,620.1,586.8,570.0,60.4
175.75,497.4,608.1,596.2,567.3,60.8
176.0,505.0,585.5,573.9,554.8,43.5
176.25,496.4,617.4,586.8,566.9,62.9
176.5,495.3,608.3,579.5,561.0,58.7
176.75,493.4,594.9,574.8,554.3,53.8
177.0,481.8,615.3,588.4,561.8,70.6
177.25,501.1,600.0,582.4,561.2,52.8
177.5,497.4,599.5,572.8,556.6,52.9
177.75,498.9,615.9,575.8,563.5,59.4
178.0,510.8,608.1,587.6,568.8,51.3
178.25,507.7,602.3,570.2,560.0,48.1
178.5,488.9,624.9,566.7,560.2,68.2
178.75,489.0,598.9,591.3,559.7,61.4
179.0,498.8,586.2,587.6,557.5,50.8
179.25,489.3,588.4,571.1,549.6,52.9
179.5,494.6,593.6,589.4,559.2,56.0
179.75,499.2,598.5,588.6,562.1,54.7
180.0,503.6,601.2,565.1,556.6,49.4
180.25,505.0,603.6,569.1,559.2,50.0
180.5,509.9,596.5,592.4,566.3,48.8
180.75,509.9,608.9,581.0,566.6,51.1
181.0,516.1,598.3,602.7,572.4,48.8
181.25,510.0,603.4,607.0,573.5,55.0
181.5,516.9,592.0,594.1,567.7,44.0
181.75,505.9,573.1,593.5,557.5,45.8
182.0,521.7,594.7,589.7,568.7,40.8
182.25,513.4,595.2,597.7,568.8,48.0
182.5,514.2,597.6,596.5,569.5,47.8
182.75,513.9,582.4,574.2,556.8,37.4
183.0,508.1,584.3,606.5,566.3,51.6
183.25,526.4,611.3,610.8,582.8,48.9
183.5,522.7,587.4,590.5,566.9,38.3
183.75,506.8,589.1,612.0,569.3,55.3
184.0,524.0,580.4,609.0,571.2,43.2
184.25,523.1,592.8,607.8,574.6,45.2
184.5,524.4,583.1,608.9,572.2,43.3
184.75,529.5,579.1,622.6,577.0,46.6
185.0,520.1,587.9,599.1,569.0,42.7
185.25,517.1,592.9,624.0,578.0,55.0
185.5,515.8,602.0,626.9,581.6,58.3
185.75,518.7,609.1,615.6,581.1,54.2
186.0,530.8,590.0,614.3,578.4,42.9
186.25,521.8,598.1,640.8,586.9,60.3
186.5,526.9,590.6,634.0,583.8,53.8
186.75,530.8,586.6,627.9,581.8,48.7
187.0,517.1,602.3,635.8,585.0,61.2
187.25,531.6,600.1,640.0,590.5,54.8
187.5,527.5,600.3,646.1,591.3,59.8
187.75,522.0,605.3,635.3,587.5,58.7
188.0,517.1,595.8,644.7,585.9,64.4
188.25,516.7,600.4,659.5,592.2,71.7
188.5,524.3,588.8,671.4,594.8,73.7
188.75,529.8,594.6,659.4,594.6,64.8
189.0,524.7,586.0,660.4,590.4,67.9
189.25,521.4,590.3,682.8,598.2,81.0
189.5,531.2,605.7,671.1,602.7,70.0
189.75,524.5,592.3,653.2,590.0,64.3
190.0,536.1,593.3,692.9,607.5,79.3
190.25,539.3,608.5,660.4,602.7,60.7
190.5,534.7,618.1,668.1,607.0,67.4
190.75,521.6,610.4,670.9,601.0,75.1
191.0,524.3,613.2,712.4,616.6,94.1
191.25,516.8,633.5,703.5,617.9,94.4
191.5,524.0,633.0,669.3,608.8,75.7
191.75,520.9,622.5,707.5,617.0,93.4
192.0,524.8,624.1,704.1,617.7,89.9
192.25,519.8,628.1,713.8,620.5,97.2
192.5,530.4,630.3,721.5,627.4,95.6
192.75,530.1,632.5,733.5,632.0,101.7
193.0,528.4,651.9,727.1,635.8,100.3
193.25,505.7,633.2,733.7,624.2,114.2
193.5,525.8,665.8,742.9,644.8,110.1
193.75,522.6,661.2,764.9,649.6,121.6
194.0,538.6,633.1,747.3,639.6,104.5
194.25,539.4,656.9,745.2,647.2,103.3
194.5,539.2,656.0,768.1,654.5,114.5
194.75,540.8,650.4,768.0,653.1,113.6
195.0,536.3,666.7,765.5,656.1,115.0
195.25,539.2,668.2,785.8,664.4,123.4
195.5,546.3,653.1,783.1,660.8,118.6
195.75,555.0,672.2,761.2,662.8,103.4
196.0,544.2,674.5,785.2,668.0,120.7
196.25,554.5,641.7,786.7,660.9,117.3
196.5,552.2,665.9,791.5,669.9,119.7
196.75,554.9,671.6,808.0,678.2,126.7
197.0,567.2,671.6,760.4,666.4,96.7
197.25,556.7,679.9,799.3,678.6,121.3
197.5,561.4,653.9,780.3,665.2,109.9
197.75,577.2,686.4,803.2,688.9,113.0
198.0,585.1,685.4,819.2,696.6,117.5
198.25,582.1,672.3,812.9,689.1,116.3
198.5,583.8,670.3,842.1,698.7,131.5
198.75,576.7,680.8,836.6,698.0,130.8
199.0,579.2,689.8,815.4,694.8,118.2
199.25,594.5,700.4,836.4,710.4,121.3
199.5,605.6,686.9,814.7,702.4,105.4
199.75,600.7,682.3,821.9,701.6,111.9
200.0,605.2,696.1,826.2,709.2,111.1
200.25,616.8,676.4,851.3,714.8,121.8
200.5,617.5,694.6,824.8,712.3,104.8
200.75,610.2,678.8,819.8,702.9,106.8
201.0,630.9,698.8,844.0,724.5,108.8
201.25,618.8,704.2,837.7,720.2,110.3
201.5,627.1,685.2,868.4,726.9,126.0
201.75,631.5,711.5,841.7,728.2,106.1
202.0,623.3,702.2,848.6,724.7,114.3
202.25,615.2,704.3,844.4,721.3,115.6
202.5,634.8,716.3,820.5,723.9,93.1
202.75,637.4,723.8,864.8,742.0,114.8
203.0,641.9,718.9,848.2,736.3,104.2
203.25,652.6,722.4,864.7,746.6,108.1
203.5,656.4,702.5,857.3,738.8,105.3
203.75,649.0,719.6,834.8,734.5,93.8
204.0,659.0,717.0,853.4,743.1,99.8
204.25,635.4,728.0,856.6,740.0,111.1
204.5,638.0,725.0,840.3,734.5,101.5
204.75,645.4,739.1,875.7,753.4,115.8
205.0,651.5,724.7,880.0,752.1,116.7
205.25,644.0,720.4,867.7,744.1,113.7
205.5,634.5,754.2,835.1,741.3,100.9
205.75,641.8,714.1,833.5,729.8,96.8
206.0,658.0,752.3,864.7,758.3,103.5
206.25,652.9,746.0,858.0,752.3,102.7
206.5,628.5,730.8,860.1,739.8,116.1
206.75,670.6,722.3,844.2,745.7,89.1
207.0,667.3,779.0,848.3,764.9,91.3
207.25,669.8,765.4,880.2,771.8,105.3
207.5,669.2,774.6,847.5,763.8,89.6
207.75,677.2,742.6,825.3,748.4,74.2
208.0,662.3,765.4,830.9,752.9,85.0
208.25,684.0,755.9,831.3,757.1,73.7
208.5,675.9,733.3,853.4,754.2,90.5
208.75,673.6,763.6,849.8,762.3,88.1
209.0,699.5,779.2,812.9,763.8,58.2
209.25,696.3,763.2,836.3,765.3,70.0
209.5,705.5,761.8,826.5,764.6,60.5
209.75,698.9,783.9,836.2,773.0,69.3
210.0,714.2,776.3,839.7,776.7,62.7
210.25,705.4,766.1,837.7,769.7,66.2
210.5,714.6,784.6,830.4,776.5,58.3
210.75,715.3,790.9,833.8,780.0,60.0
211.0,739.2,802.6,827.8,789.9,45.7
211.25,705.4,827.9,803.0,778.7,64.7
211.5,745.3,804.8,829.0,793.0,43.0
211.75,721.3,784.2,820.8,775.5,50.3
212.0,722.2,856.5,813.3,797.3,68.6
212.25,741.0,821.4,817.4,793.2,45.3
212.5,718.7,838.2,829.5,795.5,66.6
212.75,755.5,812.5,782.2,783.4,28.5
213.0,760.1,825.9,817.1,801.0,35.7
213.25,744.3,829.8,789.5,787.9,42.8
213.5,753.0,864.2,811.3,809.5,55.6
213.75,763.3,790.7,782.1,778.7,14.0
214.0,768.3,845.1,794.6,802.6,39.0
214.25,792.9,834.0,781.5,802.8,27.6
214.5,831.3,848.4,790.8,823.5,29.6
214.75,787.4,850.2,791.5,809.7,35.1
215.0,790.2,841.9,787.0,806.4,30.8
215.25,787.8,843.9,777.2,803.0,35.8
215.5,850.3,826.0,774.2,816.8,38.9
215.75,832.5,877.3,772.8,827.5,52.4
216.0,765.6,858.0,747.5,790.4,59.3
216.25,806.3,840.6,764.8,803.9,38.0
216.5,811.0,846.5,736.6,798.0,56.1
216.75,846.9,861.4,757.3,821.9,56.4
217.0,804.2,844.1,763.1,803.8,40.5
217.25,860.2,862.1,753.4,825.2,62.2
217.5,857.0,858.8,739.1,818.3,68.6
217.75,816.2,864.8,727.0,802.7,69.9
218.0,836.9,877.0,725.4,813.1,78.5
218.25,888.0,852.8,713.7,818.2,92.2
218.5,887.2,854.0,702.4,814.5,98.5
218.75,836.9,847.3,710.4,798.2,76.2
219.0,839.2,873.2,700.1,804.2,91.8
219.25,842.1,889.4,722.7,818.0,85.9
219.5,839.4,894.1,690.9,808.2,105.2
219.75,855.5,899.9,691.9,815.8,109.5
220.0,855.0,906.2,677.4,812.9,120.0
220.25,813.3,873.4,689.2,792.0,93.9
220.5,861.4,858.8,681.7,800.6,103.0
220.75,844.2,881.8,683.4,803.1,105.4
221.0,860.9,885.2,689.4,811.8,106.7
221.25,828.7,885.6,669.7,794.7,111.9
221.5,829.9,883.0,650.6,787.8,121.8
221.75,861.9,874.5,680.3,805.6,108.6
222.0,865.1,870.7,659.0,798.3,120.6
222.25,836.3,853.6,667.6,785.8,102.7
222.5,839.5,882.0,661.2,794.2,117.1
222.75,879.7,857.9,644.5,794.0,130.0
223.0,854.5,853.1,639.6,782.4,123.7
223.25,861.0,861.2,634.8,785.7,130.7
223.5,849.6,855.3,635.0,780.0,125.6
223.75,878.1,844.2,622.5,781.6,138.8
224.0,841.0,836.5,614.5,764.0,129.5
224.25,911.8,846.3,606.8,788.3,160.6
224.5,863.7,848.6,611.2,774.5,141.6
224.75,864.6,837.5,603.5,768.5,143.6
225.0,875.5,822.2,592.1,763.3,150.6
225.25,893.2,824.4,607.5,775.0,149.1
225.5,847.7,801.0,604.0,750.9,129.4
225.75,866.6,851.5,600.8,773.0,149.3
226.0,838.3,829.2,603.5,757.0,133.0
226.25,873.5,828.0,594.7,765.4,149.6
226.5,838.8,822.2,587.9,749.6,140.3
226.75,872.7,808.9,587.6,756.4,149.6
227.0,863.4,815.8,581.7,753.7,150.8
227.25,877.9,829.6,581.3,762.9,159.2
227.5,880.6,810.4,571.2,754.1,162.2
227.75,872.1,806.9,569.1,749.4,159.5
228.0,837.6,793.4,566.7,732.6,145.3
228.25,847.4,797.3,576.4,740.4,144.2
228.5,838.8,794.8,563.9,732.5,147.7
228.75,838.1,801.4,546.7,728.7,158.7
229.0,832.6,791.6,551.1,725.1,152.1
229.25,850.8,798.6,559.3,736.2,155.5
229.5,839.8,773.7,547.8,720.4,153.1
229.75,850.6,769.6,539.7,720.0,161.3
230.0,833.8,784.4,533.6,717.3,161.0
230.25,832.6,775.5,528.7,712.3,161.5
230.5,815.2,772.0,540.1,709.1,147.9
230.75,839.7,743.9,525.1,702.9,161.3
231.0,829.0,735.9,519.8,694.9,158.7
231.25,794.5,797.8,518.7,703.7,160.2
231.5,801.0,752.3,518.0,690.5,151.3
231.75,836.0,749.9,518.3,701.4,164.3
232.0,821.4,740.0,508.4,689.9,162.4
232.25,797.9,746.4,494.9,679.7,162.2
232.5,814.2,726.8,517.5,686.2,152.5
232.75,800.5,729.2,494.1,674.6,160.3
233.0,773.2,735.4,490.8,666.5,153.3
233.25,774.3,729.6,511.2,671.7,140.8
233.5,789.6,731.0,499.6,673.4,153.3
233.75,783.6,716.5,498.6,666.3,149.0
234.0,779.3,717.4,485.6,660.8,154.8
234.25,772.8,724.4,480.3,659.2,156.8
234.5,777.8,723.5,485.9,662.4,155.3
234.75,771.3,704.7,481.7,652.5,151.7
235.0,771.1,722.0,473.3,655.5,159.6
235.25,775.5,707.1,471.1,651.2,159.7
235.5,742.3,704.8,475.2,640.8,144.6
235.75,742.9,691.3,470.7,635.0,144.6
236.0,750.0,689.7,475.2,638.3,144.4
236.25,737.2,685.9,462.0,628.4,146.3
236.5,732.7,686.1,466.3,628.3,142.3
236.75,737.8,686.8,475.1,633.2,139.3
237.0,729.8,680.3,458.5,622.9,144.5
237.25,724.7,697.9,463.0,628.5,144.0
237.5,707.1,682.0,464.3,617.8,133.5
237.75,713.6,670.6,457.6,613.9,137.1
238.0,718.2,649.6,452.8,606.9,137.8
238.25,714.6,658.5,456.8,610.0,135.6
238.5,711.6,659.7,455.5,608.9,135.4
238.75,688.6,662.9,450.9,600.8,130.5
239.0,706.7,655.0,449.8,603.8,135.9
239.25,698.5,646.2,451.5,598.7,130.2
239.5,698.1,638.6,440.0,592.2,135.1
239.75,685.9,628.4,450.7,588.3,122.6
240.0,687.2,636.4,443.2,589.0,128.7
240.25,686.3,623.8,440.3,583.5,127.9
240.5,674.4,611.9,432.8,573.0,125.4
240.75,678.9,620.4,437.8,579.1,125.8
241.0,699.5,608.6,438.4,582.2,132.5
241.25,683.7,608.3,441.9,578.0,123.7
241.5,665.8,597.1,433.0,565.3,119.6
241.75,684.9,596.4,429.3,570.2,129.8
242.0,652.9,580.7,439.1,557.6,108.8
242.25,667.3,590.6,435.4,564.4,118.1
242.5,669.5,584.8,424.2,559.5,124.6
242.75,659.4,588.0,425.5,557.6,119.9
243.0,672.3,565.9,425.2,554.5,123.9
243.25,667.3,574.0,428.1,556.5,120.6
243.5,676.7,574.1,427.7,559.5,125.2
243.75,647.2,564.6,419.2,543.6,115.4
244.0,659.3,549.9,424.6,544.6,117.4
244.25,649.2,567.8,421.4,546.1,115.5
244.5,660.7,564.5,420.2,548.5,121.0
244.75,648.9,552.4,425.4,542.2,112.1
245.0,654.6,543.6,410.2,536.1,122.4
245.25,657.1,545.9,420.0,541.0,118.6
245.5,652.3,547.6,416.0,538.6,118.4
245.75,661.5,533.9,411.6,535.7,125.0
246.0,650.1,544.9,400.0,531.7,125.6
246.25,661.5,526.0,408.9,532.1,126.4
246.5,652.5,523.7,403.8,526.7,124.4
246.75,658.5,527.1,407.4,531.0,125.6
247.0,633.1,523.6,402.1,519.6,115.6
247.25,649.8,509.0,403.6,520.8,123.5
247.5,640.6,513.8,399.6,518.0,120.6
247.75,659.7,503.9,402.9,522.2,129.4
248.0,633.4,494.3,397.2,508.3,118.7
248.25,635.6,498.0,384.8,506.1,125.6
248.5,645.0,494.6,398.3,512.6,124.3
248.75,633.4,489.1,396.7,506.4,119.3
249.0,645.9,494.2,386.1,508.7,130.5
249.25,629.9,478.9,386.0,498.3,123.1
249.5,635.1,486.9,387.0,503.0,124.8
249.75,622.3,470.9,385.8,493.0,119.8
250.0,625.8,479.7,385.0,496.8,121.3
250.25,631.5,472.9,384.8,496.4,125.0
250.5,619.9,479.0,385.5,494.8,118.0
250.75,617.7,473.3,385.6,492.2,117.2
251.0,619.2,465.3,381.2,488.6,120.7
251.25,608.4,475.2,379.5,487.7,115.0
251.5,600.1,461.9,372.5,478.2,114.7
251.75,601.8,451.8,372.5,475.4,116.5
252.0,591.0,456.5,372.1,473.2,110.4
252.25,595.5,451.2,370.0,472.3,114.2
252.5,585.6,460.8,368.9,471.8,108.8
252.75,588.2,449.3,362.1,466.5,114.1
253.0,579.1,446.4,366.7,464.1,107.3
253.25,572.5,451.2,359.5,461.1,106.8
253.5,563.9,446.6,358.0,456.2,103.3
253.75,575.1,443.7,359.8,459.5,108.5
254.0,565.1,438.5,357.5,453.7,104.6
254.25,557.0,436.1,358.9,450.7,99.8
254.5,557.8,429.5,354.4,447.2,102.8
254.75,556.8,436.1,351.8,448.2,103.1
255.0,551.7,426.5,345.9,441.4,103.7
255.25,550.7,420.4,348.2,439.8,102.7
255.5,540.6,427.0,342.5,436.7,99.4
255.75,541.9,423.4,340.8,435.4,101.1
256.0,530.7,420.7,341.6,431.0,95.0
256.25,533.5,423.3,346.2,434.3,94.1
256.5,522.0,414.6,339.1,425.2,91.9
256.75,525.5,408.3,336.2,423.3,95.5
257.0,515.2,406.3,337.0,419.5,89.8
257.25,508.5,405.3,328.3,414.0,90.4
257.5,516.3,405.6,327.1,416.3,95.1
257.75,514.6,403.5,324.6,414.2,95.5
258.0,500.4,409.0,323.6,411.0,88.4
258.25,490.8,391.5,322.6,401.6,84.6
258.5,485.1,388.5,320.7,398.1,82.6
258.75,484.5,390.3,319.3,398.0,82.9
259.0,475.1,386.7,318.9,393.5,78.3
259.25,472.9,389.0,314.6,392.2,79.2
259.5,484.3,388.5,308.3,393.7,88.1
259.75,462.5,381.7,312.7,385.6,74.9
260.0,464.1,374.3,317.0,385.1,74.2
260.25,449.4,386.2,315.0,383.5,67.3
260.5,454.5,377.5,306.2,379.4,74.2
260.75,450.7,379.0,307.7,379.2,71.5
261.0,447.5,370.3,308.0,375.2,69.9
261.25,434.0,372.4,306.3,370.9,63.9
261.5,444.6,371.3,293.4,369.8,75.6
261.75,438.8,363.8,298.1,366.9,70.4
262.0,431.2,364.6,298.4,364.7,66.4
262.25,430.4,359.4,298.9,362.9,65.8
262.5,429.0,364.3,293.9,362.4,67.6
262.75,427.4,354.4,294.8,358.9,66.4
263.0,419.5,352.4,289.0,353.6,65.3
263.25,426.4,351.7,286.3,354.8,70.1
263.5,416.4,339.5,289.6,348.5,63.9
263.75,418.8,346.4,284.0,349.7,67.4
264.0,401.5,344.6,282.4,342.8,59.6
264.25,409.3,350.2,274.3,344.6,67.7
264.5,398.8,345.2,274.1,339.4,62.5
264.75,396.2,337.3,277.2,336.9,59.5
265.0,401.7,337.9,272.8,337.4,64.5
265.25,392.6,338.6,269.6,333.6,61.6
265.5,391.7,334.5,268.0,331.4,61.9
265.75,389.9,335.0,264.3,329.7,63.0
266.0,380.0,330.1,265.4,325.2,57.4
266.25,381.0,333.1,262.8,325.6,59.5
266.5,372.8,329.5,261.1,321.1,56.3
266.75,373.0,324.4,261.9,319.8,55.7
267.0,368.9,322.8,253.6,315.1,58.0
267.25,369.5,319.2,256.2,315.0,56.8
267.5,362.1,319.8,253.8,311.9,54.6
267.75,373.2,316.9,251.7,313.9,60.8
268.0,365.8,313.3,248.8,309.3,58.6
268.25,356.8,313.1,251.5,307.2,52.9
268.5,362.6,317.3,248.7,309.5,57.3
268.75,356.3,306.6,245.3,302.7,55.6
269.0,353.2,311.6,245.1,303.3,54.5
269.25,350.2,305.7,240.1,298.7,55.4
269.5,346.3,304.5,241.5,297.4,52.7
269.75,351.3,306.2,236.7,298.1,57.7
270.0,350.6,300.7,237.9,296.4,56.5
270.25,345.0,297.8,235.4,292.7,55.0
270.5,341.6,300.1,241.5,294.4,50.3
270.75,337.4,299.9,237.9,291.7,50.2
271.0,340.0,296.3,232.9,289.7,53.8
271.25,342.3,299.2,232.7,291.4,55.2
271.5,336.3,290.5,231.4,286.1,52.6
271.75,338.4,291.1,229.5,286.4,54.6
272.0,331.6,288.3,229.6,283.1,51.2
272.25,331.2,290.6,226.7,282.8,52.7
272.5,326.0,291.9,226.4,281.4,50.6
272.75,323.8,285.5,223.6,277.6,50.6
273.0,325.5,286.8,221.8,278.0,52.4
273.25,326.4,282.4,225.9,278.2,50.4
273.5,320.6,283.9,220.4,275.0,50.7
273.75,318.4,278.3,220.7,272.5,49.1
274.0,320.5,279.9,221.6,274.0,49.7
274.25,314.5,279.5,215.8,269.9,50.0
274.5,313.5,275.9,217.1,268.8,48.6
274.75,307.4,275.1,216.6,266.4,46.0
275.0,312.2,273.8,214.1,266.7,49.4
275.25,312.3,271.5,210.4,264.7,51.3
275.5,309.5,268.9,214.6,264.3,47.6
275.75,300.1,272.7,206.5,259.8,48.1
276.0,303.0,268.6,203.8,258.5,50.3
276.25,297.4,266.7,206.9,257.0,46.0
276.5,296.5,267.8,207.6,257.3,45.3
276.75,295.9,263.1,204.1,254.4,46.5
277.0,294.2,258.0,204.5,252.2,45.1
277.25,286.9,259.8,200.0,248.9,44.4
277.5,284.8,259.5,203.1,249.1,41.8
277.75,287.1,261.9,198.8,249.3,45.5
278.0,282.9,256.7,195.8,245.1,44.7
278.25,281.9,251.6,198.1,243.9,42.4
278.5,279.6,255.1,193.7,242.8,44.3
278.75,277.4,250.3,193.5,240.4,42.8
279.0,277.6,251.7,193.1,240.8,43.3
279.25,276.6,246.8,189.6,237.6,44.2
279.5,275.1,243.5,185.1,234.5,45.7
279.75,269.1,244.2,185.6,233.0,42.8
280.0,269.0,242.9,185.9,232.6,42.5
280.25,268.4,238.2,186.1,230.9,41.6
280.5,266.2,236.7,181.5,228.1,43.0
280.75,260.0,236.7,183.7,226.8,39.1
281.0,263.9,232.3,184.4,226.9,40.0
281.25,265.1,230.3,182.0,225.8,41.7
281.5,259.1,231.0,178.8,222.9,40.7
281.75,255.0,232.1,180.9,222.7,38.0
282.0,257.0,229.3,179.8,222.0,39.1
282.25,256.6,225.7,178.9,220.4,39.1
282.5,251.2,220.0,177.8,216.3,36.8
282.75,251.2,223.7,174.1,216.4,39.1
283.0,250.1,220.8,172.2,214.4,39.3
283.25,251.4,216.6,169.8,212.6,41.0
283.5,250.0,216.3,169.8,212.0,40.3
283.75,245.0,214.2,166.3,208.5,39.6
284.0,245.2,210.7,169.2,208.4,38.0
284.25,244.0,207.5,165.0,205.5,39.5
284.5,243.6,209.8,164.2,205.8,39.9
284.75,241.8,205.5,160.9,202.7,40.5
285.0,241.5,209.0,160.1,203.5,41.0
285.25,240.0,204.4,156.2,200.2,42.1
285.5,240.2,202.4,153.3,198.7,43.6
285.75,237.7,202.4,151.9,197.3,43.1
286.0,234.9,199.3,150.2,194.8,42.5
286.25,233.4,199.4,147.2,193.4,43.4
286.5,231.2,198.3,145.4,191.6,43.3
286.75,234.0,194.8,141.7,190.2,46.3
287.0,234.9,193.1,142.4,190.1,46.3
287.25,226.5,192.1,139.0,185.9,44.1
287.5,227.7,191.7,138.4,186.0,44.9
287.75,224.5,187.7,137.4,183.2,43.7
288.0,223.0,186.0,135.9,181.6,43.7
288.25,222.3,185.5,133.0,180.3,44.9
288.5,223.0,184.5,130.1,179.2,46.7
288.75,223.5,179.7,127.9,177.0,47.8
289.0,216.6,179.2,124.5,173.4,46.3
289.25,217.2,176.4,124.5,172.7,46.5
289.5,216.7,171.5,121.2,169.8,47.8
289.75,218.8,170.7,120.4,170.0,49.2
290.0,214.1,168.1,117.0,166.4,48.6
