Names,PET_R1,PET_R2,PET_R3,PET_R4,PET_R5,Mean,Std. Dev.
3560,8.4,,88.5,350.9,,149.3,179.1
3561,8.4,,88.8,355.3,,150.8,181.6
3562,8.3,,86.5,343.4,,146.1,175.3
3563,8.4,,88.5,338.8,,145.3,172.4
3564,8.4,,86.9,342.3,,145.9,174.6
3565,8.3,,87.4,345.7,,147.1,176.5
3566,8.2,,87.4,340.9,,145.5,173.8
3567,8.4,,86.4,345.8,,146.9,176.7
3568,8.5,,87.4,340.2,,145.4,173.3
3569,8.2,,87.9,337.0,,144.3,171.5
3570,8.2,,87.2,339.6,,145.0,173.1
3571,8.3,,86.8,334.3,,143.1,170.1
3572,8.3,,88.1,331.9,,142.7,168.6
3573,8.2,,87.2,334.5,,143.3,170.2
3574,8.2,,86.9,334.0,,143.1,170.0
3575,8.2,,87.5,326.9,,140.9,165.9
3576,8.2,,85.9,328.0,,140.7,166.8
3577,8.3,,85.8,333.8,,142.6,170.0
3578,8.3,,86.6,330.1,,141.7,167.8
3579,8.3,,86.7,321.3,,138.7,162.9
3580,8.1,,87.3,322.1,,139.2,163.3
3581,7.8,,86.8,322.5,,139.0,163.7
3582,7.6,,86.0,325.3,,139.6,165.5
3583,7.4,,86.6,322.0,,138.7,163.6
3584,7.4,,86.6,318.0,,137.4,161.4
3585,7.2,,87.8,322.5,,139.2,163.8
3586,7.1,,86.9,316.7,,136.9,160.7
3587,6.9,,85.8,321.5,,138.1,163.7
3588,6.9,,86.1,318.4,,137.1,161.9
3589,6.7,,85.6,319.3,,137.2,162.6
3590,6.7,,86.8,320.0,,137.8,162.8
3591,6.6,,85.6,320.0,,137.4,163.0
3592,6.5,,86.5,317.7,,136.9,161.6
3593,6.4,,87.0,316.6,,136.7,161.0
3594,6.3,,85.6,320.1,,137.3,163.1
3595,6.3,,85.8,316.7,,136.3,161.2
3596,6.2,,87.4,325.5,,139.7,165.9
3597,6.2,,88.0,320.4,,138.2,163.0
3598,6.1,,86.1,313.8,,135.3,159.6
3599,6.2,,87.2,313.8,,135.7,159.4
3600,6.1,,87.6,313.9,,135.9,159.5
3601,6.0,,86.6,315.3,,136.0,160.4
3602,6.1,,87.0,314.5,,135.9,159.9
3603,6.0,,87.8,318.7,,137.5,162.2
3604,6.0,,86.6,318.8,,137.1,162.4
3605,6.0,,87.3,323.1,,138.8,164.7
3606,6.0,,86.7,317.1,,136.6,161.4
3607,6.0,,86.1,323.0,,138.4,164.8
3608,6.0,,87.9,313.5,,135.8,159.2
3609,5.9,,86.6,318.2,,136.9,162.1
3610,5.9,,87.3,317.1,,136.8,161.4
3611,5.9,,87.7,312.4,,135.3,158.7
3612,5.9,,87.4,313.2,,135.5,159.2
3613,5.9,,88.5,314.6,,136.3,159.8
3614,5.9,,87.1,307.0,,133.3,155.8
3615,5.9,,87.4,308.9,,134.1,156.8
3616,5.9,,88.6,305.6,,133.4,154.8
3617,5.7,,85.8,314.0,,135.2,160.0
3618,5.7,,86.8,304.3,,132.3,154.4
3619,5.7,,87.9,302.2,,132.0,153.1
3620,5.8,,87.9,300.2,,131.3,151.9
3621,5.8,,87.9,294.3,,129.3,148.6
3622,5.8,,87.2,297.9,,130.3,150.7
3623,5.9,,88.5,297.2,,130.5,150.1
3624,5.8,,87.2,291.2,,128.1,147.0
3625,5.7,,87.3,287.9,,127.0,145.2
3626,5.8,,86.7,287.4,,126.6,145.0
3627,5.9,,86.1,287.3,,126.4,145.0
3628,5.9,,86.5,287.0,,126.4,144.8
3629,5.9,,88.2,285.4,,126.5,143.7
3630,5.9,,87.3,283.6,,125.6,142.8
3631,5.9,,87.1,281.6,,124.9,141.7
3632,5.9,,87.2,283.0,,125.4,142.5
3633,5.7,,87.7,278.9,,124.1,140.2
3634,5.6,,87.5,282.2,,125.1,142.1
3635,5.5,,87.2,277.4,,123.4,139.5
3636,5.5,,87.8,274.4,,122.6,137.8
3637,5.5,,84.9,280.2,,123.5,141.4
3638,5.6,,87.3,275.0,,122.7,138.1
3639,5.6,,88.8,268.4,,120.9,134.3
3640,5.7,,87.9,272.6,,122.0,136.7
3641,5.5,,88.2,271.3,,121.7,136.0
3642,5.5,,86.0,270.3,,120.6,135.7
3643,5.4,,86.8,267.8,,120.0,134.3
3644,5.4,,87.4,268.5,,120.4,134.6
3645,5.4,,87.0,270.0,,120.8,135.5
3646,5.2,,87.9,265.8,,119.6,133.2
3647,5.1,,87.2,266.4,,119.6,133.6
3648,5.1,,87.4,265.0,,119.2,132.8
3649,5.1,,87.6,262.7,,118.5,131.6
