Time after Ignition,PlasticC_R1,PlasticC_R2,PlasticC_R3,Mean,Std. Dev.
144.0,465.7,272.3,351.9,363.3,97.2
144.25,457.2,261.9,344.3,354.4,98.0
144.5,459.4,263.7,346.5,356.5,98.3
144.75,452.5,250.6,329.9,344.4,101.7
145.0,454.2,238.8,321.2,338.1,108.7
145.25,454.9,235.5,317.6,336.0,110.8
145.5,433.8,226.6,305.8,322.1,104.6
145.75,427.1,224.9,302.8,318.3,102.0
146.0,435.7,213.1,299.9,316.3,112.2
146.25,427.9,206.7,294.3,309.6,111.4
146.5,424.8,197.4,287.8,303.3,114.5
146.75,411.1,189.4,281.6,294.0,111.4
147.0,410.2,181.3,272.8,288.1,115.2
147.25,410.0,174.8,268.1,284.3,118.4
147.5,402.5,166.0,259.3,275.9,119.1
147.75,401.9,162.5,252.9,272.4,120.9
148.0,397.4,153.3,244.6,265.1,123.3
148.25,384.1,148.4,242.5,258.3,118.7
148.5,377.8,140.2,233.3,250.4,119.7
148.75,367.1,133.1,233.8,244.7,117.4
149.0,361.9,126.9,225.9,238.2,118.0
149.25,353.8,119.7,215.3,229.6,117.7
149.5,343.5,114.7,209.3,222.5,115.0
149.75,329.5,108.1,207.0,214.9,110.9
150.0,313.1,102.8,200.0,205.3,105.2
150.25,303.3,99.2,198.5,200.3,102.1
150.5,297.5,92.7,186.9,192.4,102.5
150.75,285.9,88.0,184.9,186.3,99.0
151.0,262.1,83.2,179.9,175.1,89.5
151.25,259.7,80.0,177.3,172.3,89.9
151.5,250.7,76.1,171.0,166.0,87.4
151.75,240.7,,167.6,204.1,51.7
152.0,231.5,,164.3,197.9,47.6
152.25,220.5,,159.4,190.0,43.2
152.5,211.9,,157.0,184.4,38.8
152.75,204.3,,154.6,179.4,35.2
153.0,198.5,,149.9,174.2,34.4
153.25,190.5,,147.4,168.9,30.4
153.5,184.1,,142.7,163.4,29.2
153.75,175.2,,141.0,158.1,24.2
154.0,170.6,,139.8,155.2,21.8
154.25,164.5,,133.6,149.0,21.9
154.5,156.7,,132.1,144.4,17.4
154.75,150.6,,128.9,139.7,15.3
155.0,149.0,,124.9,137.0,17.1
155.25,141.0,,122.8,131.9,12.8
155.5,135.6,,118.6,127.1,12.0
155.75,131.6,,114.9,123.2,11.8
156.0,127.2,,113.2,120.2,9.8
156.25,119.8,,110.6,115.2,6.5
156.5,114.6,,109.7,112.2,3.4
156.75,110.8,,107.1,109.0,2.6
157.0,106.7,,103.5,105.1,2.3
157.25,103.0,,101.8,102.4,0.8
157.5,98.5,,99.7,99.1,0.9
157.75,93.7,,96.6,95.1,2.1
158.0,90.7,,94.6,92.6,2.7
158.25,89.1,,92.0,90.5,2.1
158.5,83.4,,89.4,86.4,4.2
158.75,81.0,,87.9,84.5,4.8
159.0,77.4,,86.1,81.7,6.1
159.25,76.5,,84.7,80.6,5.8
159.5,73.9,,82.7,78.3,6.2
159.75,69.6,,82.1,75.9,8.8
160.0,66.9,,81.0,74.0,10.0
160.25,64.7,,79.3,72.0,10.3
160.5,62.4,,77.1,69.7,10.4
160.75,60.8,,75.7,68.3,10.5
161.0,57.9,,76.0,66.9,12.8
161.25,55.5,,73.5,64.5,12.7
161.5,53.5,,70.8,62.1,12.3
161.75,52.3,,70.1,61.2,12.6
162.0,49.7,,68.2,58.9,13.1
162.25,47.1,,67.5,57.3,14.5
162.5,44.9,,65.1,55.0,14.3
162.75,44.0,,64.6,54.3,14.5
163.0,42.2,,63.0,52.6,14.7
163.25,40.6,,61.3,51.0,14.7
163.5,39.3,,60.5,49.9,15.0
163.75,37.6,,59.4,48.5,15.5
164.0,36.2,,57.7,46.9,15.2
164.25,35.0,,55.6,45.3,14.6
164.5,33.2,,54.6,43.9,15.2
164.75,32.5,,52.8,42.6,14.4
165.0,30.6,,52.0,41.3,15.1
165.25,29.4,,50.9,40.1,15.2
165.5,28.3,,50.0,39.1,15.3
165.75,27.0,,47.8,37.4,14.7
166.0,26.1,,46.9,36.5,14.7
166.25,25.4,,46.7,36.0,15.1
166.5,24.0,,45.8,34.9,15.4
166.75,23.5,,45.0,34.2,15.2
167.0,22.8,,43.5,33.2,14.6
167.25,21.8,,43.0,32.4,15.0
167.5,21.4,,43.0,32.2,15.2
167.75,20.6,,42.0,31.3,15.1
168.0,20.0,,40.7,30.3,14.6
168.25,20.0,,41.1,30.5,14.9
168.5,19.0,,41.1,30.0,15.6
168.75,18.1,,39.4,28.8,15.1
