Names,Wool_Rug_R1,Wool_Rug_R2,Wool_Rug_R3,Wool_Rug_R4,Mean,Std. Dev.
3856,22.9,50.6,24.9,14.6,28.2,15.5
3857,22.4,50.3,25.4,14.5,28.1,15.5
3858,22.7,50.6,25.3,14.8,28.3,15.5
3859,23.0,49.2,25.4,14.6,28.0,14.8
3860,22.7,50.2,25.1,14.4,28.1,15.5
3861,22.7,50.0,25.2,14.1,28.0,15.4
3862,22.7,49.8,25.0,14.1,27.9,15.3
3863,22.6,49.5,25.3,14.0,27.9,15.2
3864,22.7,49.4,25.0,13.9,27.7,15.2
3865,22.8,50.3,25.0,13.9,28.0,15.6
3866,22.6,49.6,24.9,13.8,27.7,15.3
3867,22.4,49.0,25.1,13.7,27.6,15.1
3868,22.9,49.1,25.4,13.5,27.7,15.1
3869,22.4,48.9,25.1,13.6,27.5,15.1
3870,22.6,49.1,25.3,13.6,27.6,15.1
3871,22.6,48.3,25.1,13.3,27.3,14.9
3872,22.6,48.9,24.8,13.4,27.4,15.1
3873,22.5,48.2,25.6,13.3,27.4,14.8
3874,21.8,48.6,25.3,13.3,27.2,15.1
3875,22.2,48.3,25.1,13.3,27.2,14.9
3876,21.9,48.4,25.1,13.3,27.2,15.0
3877,21.9,48.3,24.8,13.2,27.1,15.0
3878,21.8,48.0,25.1,13.3,27.1,14.8
3879,21.9,48.4,25.2,13.2,27.2,15.0
3880,21.5,48.7,25.3,13.2,27.2,15.2
3881,21.7,47.7,25.0,13.2,26.9,14.7
3882,21.8,47.2,25.1,13.2,26.8,14.5
3883,21.7,47.9,25.2,13.4,27.1,14.8
3884,21.5,46.8,25.1,13.2,26.6,14.3
3885,21.4,47.9,25.0,13.1,26.8,14.9
3886,21.6,47.4,25.0,13.1,26.8,14.6
3887,21.1,48.3,24.9,13.1,26.9,15.1
3888,21.0,47.2,25.1,13.1,26.6,14.6
3889,21.0,48.0,24.9,13.2,26.8,15.0
3890,20.9,47.0,25.3,13.1,26.6,14.5
3891,20.8,46.8,25.1,13.1,26.5,14.4
3892,20.8,47.2,25.1,13.1,26.5,14.6
3893,20.5,46.6,25.1,13.2,26.3,14.4
3894,20.5,46.7,24.9,13.0,26.3,14.5
3895,20.5,46.5,24.8,13.1,26.2,14.4
3896,20.6,45.9,24.8,13.1,26.1,14.0
3897,20.5,46.0,24.4,13.0,26.0,14.1
3898,20.9,45.2,24.4,13.0,25.9,13.7
3899,20.7,45.8,24.3,13.0,25.9,14.0
3900,20.5,45.9,24.5,13.1,26.0,14.1
3901,20.6,44.9,24.2,13.1,25.7,13.6
3902,20.1,45.6,24.2,13.0,25.7,14.0
3903,20.3,44.5,24.5,13.0,25.6,13.5
3904,20.1,45.1,24.1,13.1,25.6,13.8
3905,20.1,45.1,24.8,13.0,25.8,13.8
3906,20.1,45.1,24.2,12.9,25.6,13.8
3907,20.0,44.3,24.4,12.9,25.4,13.5
3908,20.0,44.1,24.3,13.2,25.4,13.2
3909,20.0,43.8,24.1,13.0,25.2,13.2
3910,20.1,44.0,24.5,13.0,25.4,13.2
3911,20.0,43.9,24.5,12.9,25.3,13.3
3912,19.8,43.9,24.8,13.2,25.4,13.2
3913,19.8,42.9,24.1,13.2,25.0,12.8
3914,19.1,44.0,24.4,13.0,25.1,13.4
3915,19.0,44.2,24.8,13.2,25.3,13.5
3916,18.9,44.3,24.5,13.0,25.2,13.6
3917,18.7,43.4,24.7,13.2,25.0,13.1
3918,18.4,42.8,24.4,12.9,24.6,13.0
3919,18.3,43.5,24.5,13.2,24.9,13.3
3920,18.3,43.4,24.5,13.0,24.8,13.3
3921,18.3,43.0,24.5,13.2,24.7,13.0
3922,17.9,43.6,24.7,13.2,24.9,13.4
3923,17.9,43.2,24.6,13.2,24.7,13.2
3924,18.0,43.2,24.4,13.4,24.7,13.1
3925,17.5,42.8,24.2,13.4,24.5,13.0
3926,17.5,42.2,24.7,13.8,24.5,12.6
3927,17.2,43.0,24.3,13.8,24.6,13.0
3928,17.0,42.3,24.4,14.0,24.4,12.7
3929,17.1,42.6,24.5,13.9,24.5,12.8
3930,16.8,42.4,24.5,14.1,24.5,12.8
3931,17.1,42.5,24.5,14.2,24.6,12.7
3932,16.9,42.3,24.7,14.2,24.5,12.6
3933,16.6,42.4,24.9,14.4,24.6,12.7
3934,16.6,42.6,24.4,14.3,24.5,12.8
3935,16.5,41.4,24.7,14.5,24.3,12.2
3936,16.2,41.8,24.7,14.3,24.2,12.5
3937,16.5,42.2,24.8,14.3,24.4,12.7
3938,16.4,42.0,24.7,14.1,24.3,12.7
3939,16.4,42.0,24.8,14.1,24.3,12.6
3940,16.1,42.1,24.9,14.1,24.3,12.8
3941,16.3,41.3,24.6,13.8,24.0,12.4
3942,16.1,42.0,24.9,14.0,24.2,12.7
3943,16.4,42.0,25.1,13.9,24.3,12.7
3944,16.2,41.8,24.5,13.7,24.0,12.7
3945,16.1,41.7,24.9,13.8,24.1,12.7
3946,16.3,41.6,24.6,14.0,24.1,12.5
3947,15.9,41.5,24.7,13.6,23.9,12.7
3948,15.9,41.3,24.8,13.8,23.9,12.5
3949,16.0,41.4,24.5,13.7,23.9,12.6
3950,16.4,41.3,24.4,13.6,23.9,12.5
3951,16.3,40.4,24.7,13.9,23.8,12.0
3952,16.1,40.7,24.4,13.7,23.7,12.2
3953,16.3,41.1,24.5,13.5,23.9,12.4
3954,16.3,41.3,24.3,13.5,23.9,12.5
3955,16.3,40.7,24.5,13.6,23.8,12.2
3956,16.6,40.8,24.6,13.7,23.9,12.1
3957,16.3,41.0,24.4,13.5,23.8,12.4
3958,16.2,40.9,24.5,13.5,23.8,12.3
3959,16.3,40.4,24.4,13.5,23.6,12.1
3960,16.4,40.7,24.5,13.2,23.7,12.3
3961,16.7,40.3,24.3,13.5,23.7,12.0
3962,16.7,40.9,24.2,13.5,23.8,12.2
3963,16.7,40.1,24.2,13.2,23.5,11.9
3964,16.9,40.7,24.1,,27.2,12.2
3965,17.3,39.9,24.0,,27.1,11.6
3966,17.0,39.9,24.4,,27.1,11.7
3967,17.0,39.9,24.6,,27.2,11.7
3968,17.0,40.1,24.2,,27.1,11.8
3969,17.2,40.3,24.3,,27.3,11.8
3970,17.3,40.1,24.3,,27.3,11.7
3971,17.2,40.5,24.7,,27.5,11.9
3972,17.3,39.7,24.6,,27.2,11.4
3973,17.5,40.2,24.3,,27.3,11.6
3974,17.4,40.6,24.4,,27.5,11.9
3975,17.3,40.7,24.4,,27.4,12.0
3976,17.9,40.2,24.2,,27.4,11.5
3977,17.6,40.2,24.0,,27.3,11.7
3978,17.4,40.7,24.0,,27.4,12.0
3979,17.5,40.1,24.4,,27.3,11.6
3980,17.4,40.0,24.4,,27.3,11.5
3981,17.7,40.3,24.2,,27.4,11.6
3982,17.3,40.5,24.0,,27.3,11.9
3983,17.3,40.4,24.3,,27.4,11.9
3984,17.6,39.6,24.4,,27.2,11.3
3985,17.5,39.9,24.3,,27.2,11.5
3986,17.5,40.1,24.4,,27.3,11.6
3987,17.5,40.3,24.3,,27.4,11.7
3988,17.7,40.3,24.3,,27.4,11.6
3989,17.5,40.0,24.2,,27.2,11.5
3990,17.6,40.3,24.1,,27.3,11.7
3991,17.4,39.7,24.0,,27.0,11.4
3992,17.2,40.4,24.3,,27.3,11.9
3993,17.5,40.2,24.7,,27.5,11.6
3994,17.5,40.2,24.3,,27.3,11.7
3995,17.5,40.7,24.5,,27.6,11.9
3996,17.4,40.2,23.9,,27.2,11.7
3997,17.4,40.4,24.1,,27.3,11.8
3998,17.3,40.2,24.0,,27.2,11.8
3999,17.2,40.6,23.8,,27.2,12.0
4000,17.2,40.5,23.8,,27.2,12.0
4001,17.3,40.1,24.2,,27.2,11.7
4002,17.1,40.3,24.4,,27.3,11.9
4003,17.1,39.8,24.3,,27.1,11.6
4004,16.7,40.3,24.5,,27.2,12.0
4005,16.7,40.5,24.4,,27.2,12.1
4006,16.9,40.1,24.2,,27.1,11.8
4007,16.4,39.8,24.2,,26.8,11.9
4008,16.5,40.5,24.1,,27.1,12.3
4009,16.2,40.2,24.5,,27.0,12.2
4010,16.1,39.7,24.4,,26.7,12.0
4011,16.1,40.1,24.1,,26.8,12.2
4012,15.9,39.7,24.2,,26.6,12.1
4013,15.8,39.8,24.2,,26.6,12.2
4014,15.8,39.5,24.3,,26.5,12.0
4015,15.7,39.6,24.3,,26.5,12.1
4016,15.6,39.1,24.2,,26.3,11.9
4017,15.6,39.1,24.2,,26.3,11.9
4018,15.6,39.6,24.5,,26.5,12.1
4019,15.6,39.3,24.2,,26.3,12.0
4020,15.4,39.2,24.1,,26.2,12.1
4021,15.7,39.4,24.3,,26.5,12.0
4022,15.4,38.7,24.4,,26.2,11.7
4023,15.4,38.5,24.0,,26.0,11.7
4024,15.4,38.7,24.0,,26.0,11.8
4025,15.5,38.4,24.5,,26.1,11.6
4026,15.3,38.4,24.4,,26.1,11.6
4027,15.4,38.3,24.4,,26.0,11.5
4028,15.4,38.9,23.9,,26.0,11.9
4029,15.1,37.3,24.2,,25.5,11.1
4030,15.2,36.9,24.3,,25.5,10.9
4031,14.9,37.1,24.2,,25.4,11.1
4032,15.1,37.9,24.3,,25.8,11.5
4033,15.0,36.8,24.1,,25.3,11.0
4034,15.0,37.1,24.5,,25.5,11.1
4035,14.8,36.4,24.7,,25.3,10.8
4036,15.0,36.5,24.4,,25.3,10.8
4037,14.9,36.4,24.2,,25.2,10.8
4038,14.8,36.3,24.5,,25.2,10.8
4039,15.1,36.3,24.2,,25.2,10.6
4040,14.6,36.5,24.4,,25.2,11.0
4041,14.9,35.8,24.5,,25.1,10.4
4042,14.9,35.9,24.6,,25.1,10.5
4043,15.1,35.5,24.2,,24.9,10.2
4044,14.8,35.4,24.1,,24.8,10.3
4045,14.7,35.2,24.7,,24.9,10.2
4046,14.6,35.5,24.6,,24.9,10.4
4047,14.8,35.5,24.5,,24.9,10.4
4048,14.7,34.9,24.7,,24.8,10.1
4049,14.7,35.4,24.5,,24.9,10.3
4050,14.7,35.4,24.7,,24.9,10.4
4051,14.8,34.8,24.4,,24.7,10.0
4052,14.6,35.0,24.4,,24.6,10.2
4053,14.7,34.6,24.4,,24.6,10.0
4054,14.4,34.6,24.3,,24.4,10.1
4055,14.2,34.9,24.8,,24.6,10.4
4056,14.1,34.3,24.2,,24.2,10.1
4057,13.9,34.7,24.7,,24.4,10.4
4058,14.1,34.4,24.3,,24.2,10.1
4059,13.6,33.6,24.5,,23.9,10.0
4060,13.8,33.5,24.4,,23.9,9.9
4061,13.4,34.1,24.3,,23.9,10.4
4062,13.2,34.1,24.4,,23.9,10.4
4063,13.4,34.7,24.3,,24.1,10.7
4064,13.3,33.9,24.5,,23.9,10.3
4065,13.2,33.8,24.3,,23.8,10.3
4066,13.1,33.8,23.9,,23.6,10.4
4067,12.9,34.0,24.2,,23.7,10.5
4068,13.0,34.2,23.9,,23.7,10.6
4069,12.7,34.2,24.3,,23.7,10.8
4070,12.8,34.2,23.8,,23.6,10.7
4071,12.7,33.0,23.8,,23.2,10.2
4072,12.7,33.6,23.7,,23.3,10.4
4073,12.6,33.8,23.5,,23.3,10.6
4074,12.5,33.5,23.2,,23.1,10.5
4075,12.5,34.0,23.2,,23.2,10.7
4076,12.6,33.6,23.2,,23.1,10.5
4077,12.5,33.2,23.2,,23.0,10.4
4078,12.5,33.2,23.1,,23.0,10.3
4079,12.6,33.6,23.1,,23.1,10.5
4080,12.4,32.8,23.3,,22.9,10.2
4081,12.5,33.0,23.0,,22.8,10.2
4082,12.7,32.9,23.2,,22.9,10.1
4083,12.7,32.6,23.1,,22.8,10.0
4084,12.7,32.5,23.2,,22.8,9.9
4085,12.7,32.2,22.8,,22.6,9.8
4086,12.5,32.2,22.8,,22.5,9.8
4087,12.8,32.3,23.0,,22.7,9.7
4088,12.6,32.4,22.9,,22.6,9.9
4089,12.6,32.1,22.9,,22.5,9.7
4090,12.4,32.4,23.1,,22.6,10.0
4091,12.6,32.0,23.2,,22.6,9.7
4092,12.9,31.8,23.5,,22.7,9.5
4093,12.8,31.5,23.7,,22.7,9.4
4094,13.0,31.8,23.6,,22.8,9.4
4095,12.6,31.7,23.7,,22.7,9.6
4096,12.6,31.3,23.7,,22.5,9.4
4097,12.7,31.1,23.8,,22.5,9.3
4098,12.7,30.9,23.7,,22.4,9.2
4099,12.7,31.9,24.0,,22.8,9.6
4100,12.6,30.8,24.8,,22.7,9.2
4101,12.6,31.2,24.8,,22.8,9.5
4102,12.6,31.2,24.7,,22.8,9.4
4103,12.9,30.3,25.0,,22.7,8.9
4104,12.6,31.2,24.8,,22.9,9.4
4105,12.8,30.8,25.2,,22.9,9.2
4106,12.7,30.8,25.3,,23.0,9.3
4107,12.7,31.1,25.8,,23.2,9.5
4108,12.6,30.5,25.9,,23.0,9.3
4109,12.8,30.8,26.5,,23.4,9.4
4110,12.8,30.4,26.4,,23.2,9.2
4111,12.7,30.9,26.9,,23.5,9.5
4112,12.7,30.5,26.9,,23.4,9.4
4113,12.6,30.2,27.0,,23.3,9.4
4114,12.7,30.7,26.7,,23.4,9.5
4115,12.6,30.7,27.3,,23.6,9.6
4116,12.8,30.5,27.8,,23.7,9.5
4117,12.8,30.2,27.8,,23.6,9.4
4118,12.6,30.4,27.8,,23.6,9.6
4119,12.6,30.9,27.8,,23.8,9.8
4120,12.7,30.3,28.1,,23.7,9.6
4121,12.6,30.3,27.7,,23.6,9.5
4122,12.5,29.8,27.9,,23.4,9.5
4123,12.6,30.3,27.8,,23.6,9.6
4124,12.6,30.1,27.9,,23.5,9.5
4125,12.6,29.8,28.0,,23.5,9.5
4126,12.7,29.9,27.8,,23.5,9.4
4127,12.7,29.8,27.8,,23.4,9.3
4128,12.7,29.9,27.8,,23.5,9.3
4129,12.6,29.5,27.9,,23.3,9.3
4130,12.7,29.6,27.6,,23.3,9.3
4131,12.7,29.9,28.0,,23.5,9.4
4132,12.6,29.4,28.0,,23.4,9.3
4133,12.8,29.8,27.3,,23.3,9.2
4134,13.0,29.3,27.1,,23.1,8.9
4135,12.6,29.4,27.1,,23.0,9.1
4136,12.9,29.4,27.0,,23.1,8.9
4137,12.7,29.6,27.3,,23.2,9.2
4138,12.7,29.5,26.9,,23.0,9.1
4139,12.5,29.3,26.7,,22.9,9.0
4140,12.6,29.1,26.8,,22.8,9.0
4141,12.5,29.1,26.9,,22.8,9.0
4142,12.5,29.1,26.3,,22.6,8.9
4143,12.9,28.7,26.5,,22.7,8.6
4144,12.8,29.3,26.4,,22.8,8.8
4145,12.8,28.9,26.1,,22.6,8.6
4146,12.6,29.1,26.0,,22.6,8.7
4147,12.8,28.8,26.4,,22.6,8.6
4148,12.8,29.2,26.2,,22.7,8.7
4149,12.7,28.8,25.5,,22.3,8.5
4150,12.7,29.6,25.9,,22.7,8.9
4151,12.6,29.2,25.7,,22.5,8.7
4152,12.6,28.7,25.6,,22.3,8.5
4153,12.6,29.1,25.5,,22.4,8.6
4154,12.8,29.2,25.4,,22.5,8.6
4155,12.8,29.1,25.5,,22.4,8.6
4156,13.2,28.8,25.1,,22.4,8.1
4157,13.2,29.1,25.4,,22.6,8.3
4158,13.2,29.3,25.3,,22.6,8.3
4159,13.3,28.8,25.3,,22.5,8.1
4160,13.3,28.9,25.1,,22.5,8.1
4161,13.3,29.4,25.0,,22.6,8.3
4162,13.5,28.9,24.9,,22.4,8.0
4163,13.3,29.1,25.0,,22.5,8.2
4164,13.6,29.1,25.0,,22.5,8.0
4165,13.6,29.0,24.7,,22.5,8.0
4166,13.6,29.0,24.3,,22.3,7.9
4167,13.7,28.8,24.5,,22.3,7.8
4168,13.6,28.8,24.5,,22.3,7.8
4169,13.7,29.0,24.3,,22.3,7.8
4170,13.8,29.5,24.3,,22.5,8.0
4171,13.8,29.8,23.6,,22.4,8.0
4172,13.9,29.8,23.9,,22.5,8.0
4173,13.5,30.1,23.9,,22.5,8.4
4174,13.3,29.7,23.5,,22.2,8.3
4175,13.6,29.9,23.6,,22.4,8.2
4176,13.5,30.1,23.3,,22.3,8.3
4177,13.1,30.2,23.3,,22.2,8.6
4178,12.9,30.1,22.9,,22.0,8.7
4179,12.8,29.8,22.9,,21.9,8.6
4180,12.6,29.7,22.7,,21.7,8.6
