Time after Ignition,Nylon_R1,Nylon_R2,Nylon_R3,Mean,Std. Dev.
137.5,963.1,1022.3,834.9,940.1,95.8
137.75,978.4,1017.8,806.0,934.1,112.7
138.0,993.7,1010.4,821.6,941.9,104.5
138.25,922.3,995.5,797.5,905.1,100.1
138.5,956.2,1033.2,809.3,932.9,113.8
138.75,960.5,996.2,814.5,923.7,96.3
139.0,925.7,980.4,783.6,896.5,101.6
139.25,932.9,1013.2,789.6,911.9,113.3
139.5,950.0,1046.3,763.2,919.9,143.9
139.75,900.6,992.5,747.4,880.2,123.8
140.0,919.7,1011.0,731.3,887.3,142.7
140.25,911.7,1019.4,739.5,890.2,141.2
140.5,931.6,1020.6,732.8,895.0,147.4
140.75,933.5,1014.7,728.5,892.2,147.5
141.0,897.8,982.1,718.4,866.1,134.7
141.25,879.6,973.8,737.1,863.5,119.2
141.5,903.2,1043.2,713.7,886.7,165.4
141.75,886.5,980.2,707.1,858.0,138.8
142.0,890.4,987.5,690.3,856.1,151.5
142.25,912.9,1001.0,676.6,863.5,167.7
142.5,895.7,1017.1,698.5,870.4,160.8
142.75,860.3,979.8,662.7,834.3,160.1
143.0,876.6,971.5,672.2,840.1,153.0
143.25,871.8,967.1,655.0,831.3,160.0
143.5,845.5,1003.3,641.6,830.1,181.3
143.75,858.2,992.9,635.1,828.7,180.7
144.0,860.3,974.7,624.2,819.7,178.8
144.25,844.2,984.2,619.4,815.9,184.1
144.5,830.4,980.4,605.8,805.5,188.6
144.75,804.7,975.8,599.3,793.3,188.5
145.0,814.8,982.9,586.9,794.9,198.8
145.25,823.5,946.1,565.1,778.2,194.5
145.5,833.6,959.1,555.6,782.8,206.5
145.75,818.1,962.1,558.2,779.5,204.7
146.0,839.2,948.8,547.0,778.4,207.7
146.25,783.0,923.3,541.1,749.2,193.3
146.5,787.2,944.3,526.2,752.5,211.2
146.75,794.5,912.5,522.7,743.2,199.9
147.0,787.9,917.7,515.2,740.2,205.4
147.25,799.7,896.1,497.9,731.3,207.7
147.5,770.6,901.6,479.6,717.3,216.0
147.75,763.6,888.0,475.3,709.0,211.7
148.0,789.2,890.7,467.0,715.6,221.2
148.25,768.5,883.2,462.5,704.7,217.5
148.5,769.5,888.7,440.7,699.6,232.1
148.75,753.3,856.3,425.9,678.5,224.7
149.0,751.2,879.4,418.5,683.0,237.9
149.25,752.3,893.5,405.5,683.8,251.1
149.5,759.8,880.9,387.1,675.9,257.4
149.75,746.8,861.2,377.0,661.7,253.1
150.0,724.6,837.6,357.7,640.0,250.9
150.25,731.1,857.3,344.0,644.1,267.5
150.5,719.6,825.4,329.0,624.7,261.4
150.75,718.3,882.9,324.2,641.8,287.1
151.0,709.4,852.1,314.5,625.4,278.5
151.25,715.2,819.5,299.0,611.2,275.4
151.5,703.8,835.7,284.4,608.0,287.8
151.75,687.8,840.8,281.0,603.2,289.3
152.0,699.4,843.5,269.0,604.0,298.9
152.25,664.0,825.8,262.2,584.0,290.2
152.5,666.1,828.8,256.2,583.7,295.0
152.75,647.5,816.5,251.0,571.7,290.3
153.0,648.5,795.1,241.8,561.8,286.6
153.25,643.4,797.5,232.8,557.9,291.9
153.5,643.8,816.3,227.6,562.6,302.7
153.75,628.5,799.1,223.6,550.4,295.6
154.0,629.3,786.5,218.1,544.6,293.5
154.25,625.7,808.1,211.1,548.3,306.0
154.5,591.3,808.9,203.4,534.5,306.7
154.75,612.6,786.9,203.6,534.4,299.4
155.0,603.1,785.5,196.1,528.2,301.8
155.25,592.5,765.4,192.0,516.6,294.1
155.5,585.5,789.6,186.0,520.4,307.0
155.75,591.8,755.2,183.3,510.1,294.6
156.0,575.9,746.3,177.3,499.8,292.0
156.25,575.4,744.3,174.1,497.9,292.9
156.5,566.7,752.4,169.2,496.1,297.9
156.75,558.7,734.8,167.2,486.9,290.6
157.0,553.9,758.0,159.7,490.5,304.2
157.25,551.0,721.4,158.9,477.1,288.4
157.5,543.6,711.0,152.9,469.2,286.4
157.75,544.4,727.3,151.0,474.2,294.5
158.0,538.5,709.3,146.9,464.9,288.4
158.25,529.4,702.1,143.5,458.3,286.0
158.5,528.0,698.1,138.9,455.0,286.6
158.75,522.1,696.8,135.7,451.6,287.1
159.0,511.7,679.3,132.7,441.3,280.0
159.25,498.3,693.7,128.4,440.2,287.1
159.5,506.9,683.0,127.1,439.0,284.1
159.75,496.6,659.7,124.6,426.9,274.3
160.0,485.9,668.9,120.9,425.2,279.0
160.25,479.2,663.8,118.6,420.5,277.3
160.5,485.9,649.1,115.1,416.7,273.6
160.75,470.6,648.7,114.4,411.2,272.1
161.0,458.1,642.6,110.9,403.9,269.9
161.25,454.6,647.2,107.5,403.1,273.5
161.5,454.1,637.0,105.3,398.8,270.1
161.75,444.8,629.7,102.5,392.3,267.5
162.0,443.3,632.2,101.2,392.2,269.2
162.25,438.0,625.8,99.4,387.7,266.8
162.5,434.5,618.2,94.6,382.4,265.7
162.75,425.5,618.1,93.3,379.0,265.4
163.0,423.8,617.6,90.4,377.3,266.7
163.25,418.9,612.8,88.4,373.4,265.1
163.5,404.5,610.0,87.9,367.5,263.0
163.75,397.6,601.3,84.9,361.3,260.1
164.0,397.4,591.5,82.5,357.1,256.9
164.25,388.4,600.2,80.5,356.3,261.3
164.5,386.2,597.4,79.8,354.5,260.2
164.75,380.8,575.6,78.6,345.0,250.4
165.0,369.5,578.7,75.6,341.3,252.8
165.25,362.1,571.7,74.2,336.0,249.8
165.5,356.9,568.6,71.7,332.4,249.4
165.75,352.1,554.7,71.3,326.0,242.8
166.0,350.2,552.5,69.0,323.9,242.8
166.25,345.4,554.1,67.3,322.3,244.3
166.5,342.1,552.0,65.4,319.8,244.1
166.75,332.5,547.2,64.4,314.7,241.9
167.0,335.4,542.1,62.9,313.5,240.4
167.25,329.9,531.3,60.9,307.4,236.0
167.5,326.7,526.5,59.6,304.3,234.3
167.75,321.4,528.6,58.1,302.7,235.8
168.0,317.2,521.0,55.6,297.9,233.3
168.25,315.8,514.6,54.6,295.0,230.7
168.5,312.9,512.4,53.1,292.8,230.3
168.75,310.7,517.3,51.8,293.3,233.2
169.0,305.7,493.3,51.8,283.6,221.5
169.25,298.0,503.3,50.0,283.8,227.0
169.5,302.2,490.8,49.3,280.8,221.5
169.75,293.4,490.7,48.3,277.5,221.6
170.0,289.8,481.2,47.0,272.7,217.6
170.25,282.1,484.3,46.1,270.8,219.3
170.5,277.9,486.7,44.8,269.8,221.1
170.75,279.6,477.3,44.3,267.1,216.8
171.0,277.3,476.5,42.9,265.5,217.0
171.25,274.4,477.3,42.0,264.6,217.8
171.5,267.0,467.6,41.8,258.8,213.0
171.75,263.8,460.7,41.1,255.2,209.9
172.0,260.9,451.3,39.4,250.5,206.1
172.25,258.1,449.0,39.0,248.7,205.2
172.5,248.0,451.7,37.9,245.9,206.9
172.75,242.6,445.5,38.0,242.0,203.7
173.0,235.6,441.9,36.9,238.1,202.5
173.25,230.6,435.9,36.7,234.4,199.6
173.5,233.0,432.4,35.0,233.5,198.7
173.75,224.4,433.2,35.5,231.0,198.9
174.0,221.1,429.1,35.2,228.5,197.0
174.25,213.2,416.7,34.4,221.4,191.3
174.5,209.5,422.0,33.3,221.6,194.6
174.75,205.1,412.0,32.0,216.4,190.2
175.0,201.0,399.0,31.5,210.5,183.9
175.25,196.2,402.3,30.7,209.7,186.2
175.5,189.8,398.7,29.8,206.1,184.9
175.75,184.1,399.5,29.2,204.3,186.0
176.0,177.5,382.5,28.2,196.1,177.9
176.25,170.1,382.4,26.7,193.1,179.0
176.5,166.1,380.4,26.7,191.1,178.2
176.75,160.7,378.8,25.5,188.4,178.3
177.0,156.4,371.8,24.4,184.2,175.4
177.25,150.3,367.0,23.5,180.3,173.7
177.5,144.2,361.6,22.9,176.2,171.6
177.75,140.4,361.1,21.7,174.4,172.2
178.0,136.9,343.5,21.0,167.1,163.4
178.25,130.2,347.1,19.9,165.8,166.5
178.5,125.6,340.8,19.1,161.8,163.9
178.75,121.8,337.7,18.1,159.2,163.0
179.0,120.1,324.7,17.5,154.1,156.4
179.25,113.5,321.7,16.5,150.6,156.0
179.5,109.7,319.2,15.7,148.2,155.4
179.75,108.0,313.8,,210.9,145.5
180.0,103.8,303.9,,203.9,141.5
180.25,102.2,297.3,,199.8,137.9
180.5,99.7,290.5,,195.1,134.9
180.75,96.2,283.9,,190.0,132.7
181.0,94.1,282.0,,188.0,132.8
181.25,89.4,276.7,,183.1,132.5
181.5,87.4,268.4,,177.9,128.0
181.75,85.6,262.0,,173.8,124.8
182.0,83.6,256.2,,169.9,122.1
182.25,80.6,253.6,,167.1,122.3
182.5,78.6,247.5,,163.1,119.4
182.75,77.2,240.3,,158.8,115.3
183.0,75.5,233.6,,154.6,111.8
183.25,72.1,237.9,,155.0,117.2
183.5,70.6,231.5,,151.1,113.8
183.75,67.2,223.8,,145.5,110.7
184.0,65.8,224.8,,145.3,112.4
184.25,64.2,221.5,,142.8,111.3
184.5,61.9,214.3,,138.1,107.8
184.75,59.3,213.0,,136.2,108.7
185.0,57.3,208.8,,133.0,107.1
185.25,55.4,206.7,,131.0,106.9
185.5,53.3,203.5,,128.4,106.2
185.75,52.6,199.8,,126.2,104.1
186.0,49.9,195.1,,122.5,102.7
186.25,48.2,192.0,,120.1,101.7
186.5,47.1,188.2,,117.7,99.8
186.75,45.3,184.2,,114.7,98.2
187.0,44.1,181.3,,112.7,97.1
187.25,42.9,175.4,,109.1,93.7
187.5,41.4,174.9,,108.1,94.4
187.75,39.8,173.6,,106.7,94.6
188.0,38.3,170.3,,104.3,93.3
188.25,37.8,167.4,,102.6,91.7
188.5,36.5,163.4,,99.9,89.7
188.75,35.3,161.6,,98.5,89.3
189.0,33.7,156.4,,95.1,86.8
189.25,32.8,157.6,,95.2,88.2
189.5,32.3,151.3,,91.8,84.2
189.75,31.1,148.6,,89.9,83.1
190.0,29.9,146.2,,88.1,82.2
190.25,29.4,143.0,,86.2,80.3
190.5,28.2,141.1,,84.6,79.8
190.75,27.2,138.8,,83.0,78.9
191.0,26.2,138.1,,82.2,79.1
191.25,25.3,136.5,,80.9,78.6
191.5,24.4,133.5,,79.0,77.1
191.75,23.9,130.7,,77.3,75.5
192.0,23.3,128.3,,75.8,74.2
192.25,22.6,126.4,,74.5,73.4
192.5,22.3,123.6,,73.0,71.6
192.75,21.6,122.0,,71.8,71.0
