Time after Ignition,Nylon_R4,Nylon_R2,Nylon_R3,Mean,Std. Dev.
507.5,52.8,,,52.8,
507.75,53.3,,,53.3,
508.0,53.7,,,53.7,
508.25,53.5,,,53.5,
508.5,53.1,,,53.1,
508.75,53.4,,,53.4,
509.0,53.7,,,53.7,
509.25,53.3,,,53.3,
509.5,53.4,,,53.4,
509.75,53.0,,,53.0,
510.0,53.3,,,53.3,
510.25,53.6,,,53.6,
510.5,53.2,,,53.2,
510.75,53.3,,,53.3,
511.0,52.6,,,52.6,
511.25,53.1,,,53.1,
511.5,52.7,,,52.7,
511.75,53.3,,,53.3,
512.0,52.9,,,52.9,
512.25,53.1,,,53.1,
512.5,53.2,,,53.2,
512.75,53.0,,,53.0,
513.0,53.2,,,53.2,
513.25,52.8,,,52.8,
513.5,53.4,,,53.4,
513.75,52.8,,,52.8,
514.0,53.1,,,53.1,
514.25,52.8,,,52.8,
514.5,52.7,,,52.7,
514.75,53.4,,,53.4,
515.0,52.4,,,52.4,
515.25,52.3,,,52.3,
515.5,52.0,,,52.0,
515.75,52.9,,,52.9,
516.0,52.6,,,52.6,
516.25,52.6,,,52.6,
516.5,52.3,,,52.3,
516.75,51.7,,,51.7,
517.0,52.7,,,52.7,
517.25,52.4,,,52.4,
517.5,52.7,,,52.7,
517.75,52.5,,,52.5,
518.0,52.1,,,52.1,
518.25,51.5,,,51.5,
518.5,52.2,,,52.2,
518.75,51.3,,,51.3,
519.0,51.2,,,51.2,
519.25,51.5,,,51.5,
519.5,51.1,,,51.1,
519.75,50.9,,,50.9,
520.0,51.2,,,51.2,
520.25,51.0,,,51.0,
520.5,51.1,,,51.1,
520.75,50.8,,,50.8,
521.0,50.2,,,50.2,
521.25,49.9,,,49.9,
521.5,51.1,,,51.1,
521.75,50.6,,,50.6,
522.0,50.2,,,50.2,
522.25,50.4,,,50.4,
522.5,50.4,,,50.4,
522.75,50.3,,,50.3,
523.0,49.9,,,49.9,
523.25,49.8,,,49.8,
523.5,49.7,,,49.7,
523.75,49.1,,,49.1,
524.0,48.7,,,48.7,
524.25,49.3,,,49.3,
524.5,48.9,,,48.9,
524.75,49.3,,,49.3,
525.0,48.9,,,48.9,
525.25,49.5,,,49.5,
525.5,48.0,,,48.0,
525.75,48.3,,,48.3,
526.0,48.5,,,48.5,
526.25,48.3,,,48.3,
526.5,48.0,,,48.0,
526.75,47.3,,,47.3,
527.0,47.8,,,47.8,
527.25,47.9,,,47.9,
527.5,48.1,,,48.1,
527.75,48.1,,,48.1,
528.0,47.2,,,47.2,
528.25,48.0,,,48.0,
528.5,47.4,,,47.4,
528.75,46.5,,,46.5,
529.0,47.0,,,47.0,
529.25,47.1,,,47.1,
529.5,47.3,,,47.3,
529.75,46.7,,,46.7,
530.0,46.4,,,46.4,
530.25,46.7,,,46.7,
530.5,46.7,,,46.7,
530.75,46.5,,,46.5,
531.0,45.9,,,45.9,
531.25,46.6,,,46.6,
531.5,46.3,,,46.3,
531.75,45.7,,,45.7,
532.0,45.7,,,45.7,
532.25,45.8,,,45.8,
532.5,45.2,,,45.2,
532.75,44.7,,,44.7,
533.0,45.6,,,45.6,
533.25,44.1,,,44.1,
533.5,43.7,,,43.7,
533.75,44.2,,,44.2,
534.0,43.8,,,43.8,
534.25,43.5,,,43.5,
534.5,43.5,,,43.5,
534.75,43.9,,,43.9,
535.0,43.2,,,43.2,
535.25,43.8,,,43.8,
535.5,43.7,,,43.7,
535.75,43.1,,,43.1,
536.0,43.1,,,43.1,
536.25,42.9,,,42.9,
536.5,42.4,,,42.4,
536.75,42.0,,,42.0,
537.0,42.5,,,42.5,
537.25,42.2,,,42.2,
537.5,42.8,,,42.8,
537.75,41.8,,,41.8,
538.0,41.2,,,41.2,
538.25,41.2,,,41.2,
538.5,41.5,,,41.5,
538.75,41.7,,,41.7,
539.0,40.9,,,40.9,
539.25,40.8,,,40.8,
539.5,40.3,,,40.3,
539.75,40.4,,,40.4,
540.0,40.1,,,40.1,
540.25,39.9,,,39.9,
540.5,39.5,,,39.5,
540.75,40.1,,,40.1,
541.0,39.6,,,39.6,
541.25,38.9,,,38.9,
541.5,38.8,,,38.8,
541.75,39.1,,,39.1,
542.0,39.0,,,39.0,
542.25,38.5,,,38.5,
542.5,39.3,,,39.3,
542.75,38.9,,,38.9,
543.0,38.7,,,38.7,
543.25,38.3,,,38.3,
543.5,38.7,,,38.7,
543.75,38.7,,,38.7,
544.0,38.3,,,38.3,
544.25,38.6,,,38.6,
544.5,38.1,,,38.1,
544.75,38.4,,,38.4,
545.0,37.8,,,37.8,
545.25,37.3,,,37.3,
545.5,37.0,,,37.0,
545.75,37.4,,,37.4,
546.0,36.6,,,36.6,
546.25,37.0,,,37.0,
546.5,36.4,,,36.4,
546.75,36.4,,,36.4,
547.0,36.1,,,36.1,
547.25,36.6,,,36.6,
547.5,36.5,,,36.5,
547.75,36.1,,,36.1,
548.0,36.2,,,36.2,
548.25,35.6,,,35.6,
548.5,35.3,,,35.3,
548.75,35.3,,,35.3,
549.0,35.3,,,35.3,
549.25,35.0,,,35.0,
549.5,35.2,,,35.2,
549.75,35.1,,,35.1,
550.0,35.1,,,35.1,
550.25,35.0,,,35.0,
550.5,35.0,,,35.0,
550.75,35.5,,,35.5,
551.0,35.4,,,35.4,
551.25,35.1,,,35.1,
551.5,34.7,,,34.7,
551.75,34.9,,,34.9,
552.0,34.3,,,34.3,
552.25,34.0,,,34.0,
552.5,33.6,,,33.6,
552.75,33.0,,,33.0,
553.0,33.2,,,33.2,
553.25,33.0,,,33.0,
553.5,33.0,,,33.0,
553.75,32.9,,,32.9,
554.0,32.5,,,32.5,
554.25,32.4,,,32.4,
554.5,32.3,,,32.3,
554.75,32.5,,,32.5,
555.0,31.7,,,31.7,
555.25,31.7,,,31.7,
555.5,31.8,,,31.8,
555.75,31.8,,,31.8,
556.0,32.2,,,32.2,
556.25,31.5,,,31.5,
556.5,31.1,,,31.1,
556.75,31.7,,,31.7,
557.0,31.6,,,31.6,
557.25,31.8,,,31.8,
557.5,31.2,,,31.2,
557.75,31.2,,,31.2,
558.0,31.0,,,31.0,
558.25,30.9,,,30.9,
558.5,31.4,,,31.4,
558.75,31.1,,,31.1,
559.0,30.9,,,30.9,
559.25,30.8,,,30.8,
559.5,31.0,,,31.0,
559.75,31.1,,,31.1,
560.0,30.8,,,30.8,
560.25,30.4,,,30.4,
560.5,31.2,,,31.2,
560.75,31.2,,,31.2,
561.0,30.7,,,30.7,
561.25,30.5,,,30.5,
561.5,30.6,,,30.6,
561.75,30.4,,,30.4,
562.0,30.3,,,30.3,
562.25,30.1,,,30.1,
562.5,30.3,,,30.3,
562.75,30.4,,,30.4,
563.0,29.9,,,29.9,
563.25,29.6,,,29.6,
563.5,29.6,,,29.6,
563.75,30.0,,,30.0,
564.0,29.7,,,29.7,
564.25,30.3,,,30.3,
564.5,29.8,,,29.8,
564.75,29.7,,,29.7,
565.0,29.8,,,29.8,
565.25,29.7,,,29.7,
565.5,29.6,,,29.6,
565.75,29.6,,,29.6,
566.0,29.3,,,29.3,
566.25,29.3,,,29.3,
566.5,29.8,,,29.8,
566.75,29.1,,,29.1,
567.0,29.2,,,29.2,
567.25,29.2,,,29.2,
567.5,29.2,,,29.2,
567.75,28.9,,,28.9,
568.0,28.8,,,28.8,
568.25,28.9,,,28.9,
568.5,28.3,,,28.3,
568.75,28.2,,,28.2,
569.0,28.6,,,28.6,
569.25,28.5,,,28.5,
569.5,28.1,,,28.1,
569.75,28.4,,,28.4,
570.0,28.2,,,28.2,
570.25,28.4,,,28.4,
570.5,28.2,,,28.2,
570.75,28.2,,,28.2,
571.0,28.6,,,28.6,
571.25,28.5,,,28.5,
571.5,28.6,,,28.6,
571.75,28.8,,,28.8,
572.0,28.5,,,28.5,
572.25,28.7,,,28.7,
572.5,29.0,,,29.0,
572.75,29.1,,,29.1,
573.0,28.8,,,28.8,
573.25,29.1,,,29.1,
573.5,28.9,,,28.9,
573.75,28.5,,,28.5,
574.0,28.9,,,28.9,
574.25,28.1,,,28.1,
574.5,28.6,,,28.6,
574.75,29.1,,,29.1,
575.0,28.8,,,28.8,
575.25,29.7,,,29.7,
575.5,29.3,,,29.3,
575.75,29.5,,,29.5,
576.0,29.0,,,29.0,
576.25,29.2,,,29.2,
576.5,29.3,,,29.3,
576.75,29.4,,,29.4,
577.0,28.9,,,28.9,
577.25,29.3,,,29.3,
577.5,29.9,,,29.9,
577.75,29.2,,,29.2,
578.0,29.8,,,29.8,
578.25,29.4,,,29.4,
578.5,29.3,,,29.3,
578.75,28.9,,,28.9,
579.0,29.0,,,29.0,
579.25,29.6,,,29.6,
579.5,29.3,,,29.3,
579.75,29.3,,,29.3,
580.0,29.1,,,29.1,
580.25,29.2,,,29.2,
580.5,29.3,,,29.3,
580.75,29.1,,,29.1,
581.0,29.3,,,29.3,
581.25,30.0,,,30.0,
581.5,29.4,,,29.4,
581.75,29.3,,,29.3,
582.0,28.8,,,28.8,
582.25,29.4,,,29.4,
582.5,29.0,,,29.0,
582.75,29.2,,,29.2,
583.0,29.1,,,29.1,
583.25,29.7,,,29.7,
583.5,29.5,,,29.5,
583.75,29.0,,,29.0,
584.0,29.2,,,29.2,
584.25,28.9,,,28.9,
584.5,28.7,,,28.7,
584.75,28.9,,,28.9,
585.0,28.6,,,28.6,
585.25,29.0,,,29.0,
585.5,28.8,,,28.8,
585.75,28.8,,,28.8,
586.0,27.9,,,27.9,
586.25,28.5,,,28.5,
586.5,29.2,,,29.2,
586.75,28.4,,,28.4,
587.0,28.5,,,28.5,
587.25,28.1,,,28.1,
587.5,28.1,,,28.1,
587.75,27.5,,,27.5,
588.0,27.7,,,27.7,
588.25,27.7,,,27.7,
588.5,27.5,,,27.5,
588.75,26.9,,,26.9,
589.0,27.5,,,27.5,
589.25,27.4,,,27.4,
589.5,27.0,,,27.0,
589.75,26.6,,,26.6,
590.0,26.9,,,26.9,
590.25,27.0,,,27.0,
590.5,27.0,,,27.0,
590.75,26.6,,,26.6,
591.0,26.4,,,26.4,
591.25,26.6,,,26.6,
591.5,26.2,,,26.2,
591.75,26.0,,,26.0,
592.0,26.2,,,26.2,
592.25,26.4,,,26.4,
592.5,26.0,,,26.0,
592.75,25.8,,,25.8,
593.0,25.9,,,25.9,
593.25,26.0,,,26.0,
593.5,25.2,,,25.2,
593.75,25.3,,,25.3,
594.0,25.2,,,25.2,
594.25,24.9,,,24.9,
594.5,24.4,,,24.4,
594.75,24.8,,,24.8,
595.0,24.8,,,24.8,
595.25,24.8,,,24.8,
595.5,24.5,,,24.5,
595.75,24.5,,,24.5,
596.0,24.1,,,24.1,
596.25,24.3,,,24.3,
596.5,24.6,,,24.6,
596.75,24.5,,,24.5,
597.0,24.0,,,24.0,
597.25,24.5,,,24.5,
597.5,24.2,,,24.2,
597.75,24.3,,,24.3,
598.0,24.1,,,24.1,
598.25,24.2,,,24.2,
598.5,24.2,,,24.2,
598.75,24.1,,,24.1,
599.0,24.1,,,24.1,
599.25,24.0,,,24.0,
599.5,23.8,,,23.8,
599.75,23.9,,,23.9,
600.0,23.6,,,23.6,
600.25,23.6,,,23.6,
600.5,23.3,,,23.3,
600.75,23.3,,,23.3,
601.0,23.2,,,23.2,
601.25,23.1,,,23.1,
601.5,22.7,,,22.7,
601.75,22.8,,,22.8,
602.0,22.0,,,22.0,
602.25,22.1,,,22.1,
602.5,22.2,,,22.2,
602.75,21.8,,,21.8,
603.0,21.7,,,21.7,
603.25,22.1,,,22.1,
603.5,21.6,,,21.6,
603.75,21.4,,,21.4,
604.0,21.1,,,21.1,
604.25,21.4,,,21.4,
604.5,21.6,,,21.6,
604.75,21.6,,,21.6,
605.0,21.3,,,21.3,
605.25,21.1,,,21.1,
605.5,21.1,,,21.1,
605.75,21.3,,,21.3,
606.0,21.1,,,21.1,
606.25,21.2,,,21.2,
606.5,21.2,,,21.2,
606.75,21.6,,,21.6,
607.0,21.3,,,21.3,
607.25,21.4,,,21.4,
607.5,21.6,,,21.6,
607.75,21.7,,,21.7,
608.0,21.6,,,21.6,
608.25,22.0,,,22.0,
608.5,21.9,,,21.9,
608.75,22.1,,,22.1,
609.0,21.8,,,21.8,
609.25,22.3,,,22.3,
609.5,22.4,,,22.4,
609.75,22.1,,,22.1,
610.0,22.2,,,22.2,
610.25,22.4,,,22.4,
610.5,22.4,,,22.4,
610.75,22.7,,,22.7,
611.0,22.4,,,22.4,
611.25,22.4,,,22.4,
611.5,22.6,,,22.6,
611.75,22.6,,,22.6,
612.0,22.2,,,22.2,
612.25,22.4,,,22.4,
612.5,22.8,,,22.8,
612.75,22.5,,,22.5,
613.0,22.5,,,22.5,
613.25,22.3,,,22.3,
613.5,22.0,,,22.0,
613.75,21.9,,,21.9,
614.0,21.8,,,21.8,
614.25,21.8,,,21.8,
614.5,21.4,,,21.4,
614.75,21.4,,,21.4,
615.0,21.4,,,21.4,
615.25,21.0,,,21.0,
615.5,20.8,,,20.8,
615.75,21.1,,,21.1,
616.0,21.5,,,21.5,
616.25,20.7,,,20.7,
616.5,20.6,,,20.6,
616.75,20.9,,,20.9,
617.0,20.4,,,20.4,
617.25,20.4,,,20.4,
617.5,20.3,,,20.3,
617.75,20.4,,,20.4,
618.0,20.3,,,20.3,
618.25,20.4,,,20.4,
618.5,20.4,,,20.4,
618.75,20.4,,,20.4,
619.0,20.3,,,20.3,
619.25,20.3,,,20.3,
619.5,20.4,,,20.4,
619.75,20.4,,,20.4,
620.0,20.3,,,20.3,
620.25,20.2,,,20.2,
620.5,20.2,,,20.2,
620.75,20.2,,,20.2,
621.0,20.2,,,20.2,
621.25,20.2,,,20.2,
621.5,20.6,,,20.6,
621.75,20.4,,,20.4,
622.0,20.7,,,20.7,
622.25,20.8,,,20.8,
622.5,21.1,,,21.1,
622.75,21.1,,,21.1,
623.0,21.0,,,21.0,
623.25,21.0,,,21.0,
623.5,21.1,,,21.1,
623.75,21.2,,,21.2,
624.0,21.3,,,21.3,
624.25,21.2,,,21.2,
624.5,21.6,,,21.6,
624.75,21.2,,,21.2,
625.0,21.2,,,21.2,
625.25,21.4,,,21.4,
625.5,21.2,,,21.2,
625.75,21.2,,,21.2,
626.0,21.0,,,21.0,
626.25,21.3,,,21.3,
626.5,21.1,,,21.1,
626.75,21.3,,,21.3,
627.0,21.3,,,21.3,
627.25,21.1,,,21.1,
627.5,21.1,,,21.1,
627.75,21.4,,,21.4,
628.0,21.7,,,21.7,
628.25,21.5,,,21.5,
628.5,21.2,,,21.2,
628.75,21.3,,,21.3,
629.0,21.5,,,21.5,
629.25,21.4,,,21.4,
629.5,21.5,,,21.5,
629.75,20.9,,,20.9,
630.0,21.0,,,21.0,
630.25,21.5,,,21.5,
630.5,21.2,,,21.2,
630.75,21.2,,,21.2,
631.0,21.0,,,21.0,
631.25,20.8,,,20.8,
631.5,21.0,,,21.0,
631.75,20.6,,,20.6,
632.0,20.9,,,20.9,
632.25,20.5,,,20.5,
632.5,20.4,,,20.4,
632.75,20.0,,,20.0,
633.0,20.0,,,20.0,
633.25,20.1,,,20.1,
633.5,20.0,,,20.0,
633.75,20.0,,,20.0,
634.0,19.9,,,19.9,
634.25,19.8,,,19.8,
634.5,20.0,,,20.0,
634.75,19.8,,,19.8,
635.0,19.7,,,19.7,
635.25,19.8,,,19.8,
635.5,19.4,,,19.4,
635.75,19.6,,,19.6,
636.0,19.3,,,19.3,
636.25,19.2,,,19.2,
636.5,19.1,,,19.1,
636.75,19.2,,,19.2,
637.0,18.8,,,18.8,
637.25,19.1,,,19.1,
637.5,18.5,,,18.5,
637.75,18.9,,,18.9,
638.0,18.5,,,18.5,
638.25,18.4,,,18.4,
638.5,18.6,,,18.6,
638.75,18.4,,,18.4,
639.0,18.5,,,18.5,
639.25,18.2,,,18.2,
639.5,18.4,,,18.4,
639.75,18.2,,,18.2,
640.0,18.5,,,18.5,
640.25,18.2,,,18.2,
640.5,18.5,,,18.5,
640.75,18.2,,,18.2,
641.0,18.1,,,18.1,
641.25,18.1,,,18.1,
641.5,18.0,,,18.0,
641.75,18.2,,,18.2,
642.0,17.9,,,17.9,
642.25,17.3,,,17.3,
642.5,17.4,,,17.4,
642.75,17.1,,,17.1,
643.0,17.2,,,17.2,
643.25,16.7,,,16.7,
643.5,16.5,,,16.5,
643.75,16.7,,,16.7,
644.0,16.5,,,16.5,
644.25,16.2,,,16.2,
644.5,16.4,,,16.4,
644.75,16.2,,,16.2,
645.0,16.0,,,16.0,
645.25,15.9,,,15.9,
645.5,16.0,,,16.0,
645.75,15.8,,,15.8,
646.0,16.0,,,16.0,
646.25,15.7,,,15.7,
646.5,15.6,,,15.6,
646.75,15.9,,,15.9,
647.0,15.7,,,15.7,
647.25,15.7,,,15.7,
647.5,15.6,,,15.6,
647.75,15.5,,,15.5,
648.0,15.5,,,15.5,
648.25,15.6,,,15.6,
648.5,15.5,,,15.5,
648.75,15.2,,,15.2,
649.0,14.9,,,14.9,
649.25,14.9,,,14.9,
649.5,14.9,,,14.9,
649.75,14.5,,,14.5,
650.0,14.4,,,14.4,
650.25,14.4,,,14.4,
650.5,14.2,,,14.2,
650.75,13.9,,,13.9,
651.0,13.8,,,13.8,
651.25,13.7,,,13.7,
651.5,13.6,,,13.6,
651.75,13.7,,,13.7,
652.0,13.4,,,13.4,
652.25,13.3,,,13.3,
652.5,13.3,,,13.3,
652.75,13.1,,,13.1,
653.0,13.1,,,13.1,
653.25,13.1,,,13.1,
653.5,13.1,,,13.1,
653.75,13.1,,,13.1,
654.0,12.9,,,12.9,
654.25,12.4,,,12.4,
654.5,12.0,,,12.0,
654.75,12.1,,,12.1,
655.0,11.8,,,11.8,
655.25,11.5,,,11.5,
655.5,11.3,,,11.3,
655.75,11.2,,,11.2,
656.0,11.0,,,11.0,
656.25,11.0,,,11.0,
656.5,10.9,,,10.9,
656.75,10.6,,,10.6,
657.0,10.7,,,10.7,
657.25,10.7,,,10.7,
657.5,10.6,,,10.6,
657.75,10.6,,,10.6,
658.0,10.6,,,10.6,
658.25,10.4,,,10.4,
658.5,10.5,,,10.5,
658.75,10.4,,,10.4,
659.0,10.3,,,10.3,
659.25,10.4,,,10.4,
659.5,10.1,,,10.1,
659.75,9.9,,,9.9,
660.0,9.8,,,9.8,
660.25,9.7,,,9.7,
660.5,9.7,,,9.7,
660.75,9.4,,,9.4,
661.0,9.5,,,9.5,
661.25,9.3,,,9.3,
661.5,9.3,,,9.3,
661.75,9.2,,,9.2,
662.0,9.2,,,9.2,
662.25,9.3,,,9.3,
662.5,9.0,,,9.0,
662.75,9.1,,,9.1,
663.0,9.0,,,9.0,
663.25,8.9,,,8.9,
663.5,9.0,,,9.0,
663.75,8.9,,,8.9,
664.0,8.9,,,8.9,
664.25,8.8,,,8.8,
664.5,8.8,,,8.8,
664.75,8.7,,,8.7,
665.0,8.7,,,8.7,
665.25,8.8,,,8.8,
665.5,8.7,,,8.7,
665.75,8.8,,,8.8,
666.0,8.6,,,8.6,
666.25,8.8,,,8.8,
666.5,8.9,,,8.9,
666.75,9.0,,,9.0,
667.0,9.3,,,9.3,
667.25,9.2,,,9.2,
667.5,9.3,,,9.3,
667.75,9.3,,,9.3,
668.0,9.5,,,9.5,
668.25,9.5,,,9.5,
668.5,9.5,,,9.5,
668.75,9.7,,,9.7,
669.0,9.6,,,9.6,
669.25,9.5,,,9.5,
669.5,9.6,,,9.6,
669.75,9.6,,,9.6,
670.0,9.7,,,9.7,
670.25,9.8,,,9.8,
670.5,9.8,,,9.8,
670.75,9.8,,,9.8,
671.0,9.9,,,9.9,
671.25,9.7,,,9.7,
671.5,10.0,,,10.0,
671.75,9.9,,,9.9,
672.0,9.9,,,9.9,
672.25,9.9,,,9.9,
672.5,9.9,,,9.9,
672.75,9.8,,,9.8,
673.0,10.1,,,10.1,
673.25,10.2,,,10.2,
673.5,10.0,,,10.0,
673.75,10.2,,,10.2,
674.0,10.5,,,10.5,
674.25,10.7,,,10.7,
674.5,10.9,,,10.9,
674.75,11.0,,,11.0,
675.0,11.3,,,11.3,
675.25,11.4,,,11.4,
675.5,11.4,,,11.4,
675.75,11.5,,,11.5,
676.0,11.7,,,11.7,
676.25,12.0,,,12.0,
676.5,11.8,,,11.8,
676.75,12.0,,,12.0,
677.0,12.3,,,12.3,
677.25,12.3,,,12.3,
677.5,12.5,,,12.5,
677.75,12.8,,,12.8,
678.0,13.2,,,13.2,
678.25,13.5,,,13.5,
678.5,13.9,,,13.9,
678.75,14.2,,,14.2,
679.0,14.2,,,14.2,
679.25,14.6,,,14.6,
679.5,14.5,,,14.5,
679.75,14.7,,,14.7,
680.0,14.9,,,14.9,
680.25,15.2,,,15.2,
680.5,15.2,,,15.2,
680.75,15.3,,,15.3,
681.0,15.5,,,15.5,
681.25,15.5,,,15.5,
681.5,15.6,,,15.6,
681.75,15.8,,,15.8,
682.0,15.6,,,15.6,
682.25,15.8,,,15.8,
682.5,15.6,,,15.6,
682.75,15.6,,,15.6,
683.0,15.4,,,15.4,
683.25,15.5,,,15.5,
683.5,15.3,,,15.3,
683.75,15.3,,,15.3,
684.0,14.9,,,14.9,
684.25,15.3,,,15.3,
684.5,15.4,,,15.4,
684.75,15.2,,,15.2,
685.0,14.9,,,14.9,
685.25,14.3,,,14.3,
685.5,14.5,,,14.5,
685.75,14.4,,,14.4,
686.0,14.1,,,14.1,
686.25,14.1,,,14.1,
686.5,13.9,,,13.9,
686.75,13.6,,,13.6,
687.0,13.6,,,13.6,
687.25,13.3,,,13.3,
687.5,13.2,,,13.2,
687.75,13.2,,,13.2,
688.0,13.2,,,13.2,
688.25,12.8,,,12.8,
688.5,12.7,,,12.7,
688.75,12.6,,,12.6,
689.0,12.5,,,12.5,
689.25,12.2,,,12.2,
689.5,12.2,,,12.2,
689.75,12.0,,,12.0,
690.0,12.0,,,12.0,
690.25,11.7,,,11.7,
690.5,11.8,,,11.8,
690.75,11.7,,,11.7,
691.0,11.5,,,11.5,
691.25,11.4,,,11.4,
691.5,11.4,,,11.4,
691.75,11.5,,,11.5,
692.0,11.5,,,11.5,
692.25,11.3,,,11.3,
692.5,11.3,,,11.3,
692.75,11.3,,,11.3,
693.0,11.2,,,11.2,
693.25,11.2,,,11.2,
693.5,11.4,,,11.4,
693.75,11.3,,,11.3,
694.0,11.1,,,11.1,
694.25,11.0,,,11.0,
694.5,11.1,,,11.1,
694.75,11.1,,,11.1,
695.0,11.1,,,11.1,
695.25,10.8,,,10.8,
695.5,10.7,,,10.7,
695.75,10.6,,,10.6,
696.0,10.5,,,10.5,
696.25,10.4,,,10.4,
696.5,10.5,,,10.5,
696.75,10.1,,,10.1,
697.0,10.1,,,10.1,
697.25,10.2,,,10.2,
697.5,10.1,,,10.1,
697.75,10.1,,,10.1,
698.0,10.1,,,10.1,
698.25,9.9,,,9.9,
698.5,10.0,,,10.0,
698.75,9.9,,,9.9,
699.0,9.8,,,9.8,
699.25,9.8,,,9.8,
699.5,9.9,,,9.9,
699.75,9.9,,,9.9,
700.0,9.7,,,9.7,
700.25,9.7,,,9.7,
700.5,9.9,,,9.9,
700.75,9.7,,,9.7,
701.0,9.7,,,9.7,
701.25,9.9,,,9.9,
701.5,9.7,,,9.7,
701.75,9.6,,,9.6,
702.0,9.7,,,9.7,
702.25,9.8,,,9.8,
702.5,9.6,,,9.6,
702.75,9.7,,,9.7,
703.0,9.7,,,9.7,
703.25,9.8,,,9.8,
703.5,10.0,,,10.0,
703.75,9.8,,,9.8,
704.0,10.1,,,10.1,
704.25,10.3,,,10.3,
704.5,10.0,,,10.0,
704.75,10.2,,,10.2,
705.0,10.3,,,10.3,
705.25,10.5,,,10.5,
705.5,10.4,,,10.4,
705.75,10.5,,,10.5,
706.0,10.5,,,10.5,
706.25,10.8,,,10.8,
706.5,10.7,,,10.7,
706.75,10.7,,,10.7,
707.0,10.8,,,10.8,
707.25,10.7,,,10.7,
707.5,10.7,,,10.7,
707.75,10.8,,,10.8,
708.0,10.5,,,10.5,
708.25,10.3,,,10.3,
708.5,10.7,,,10.7,
708.75,10.6,,,10.6,
709.0,10.9,,,10.9,
709.25,11.0,,,11.0,
709.5,11.1,,,11.1,
709.75,11.4,,,11.4,
710.0,11.3,,,11.3,
710.25,11.4,,,11.4,
710.5,11.5,,,11.5,
710.75,11.5,,,11.5,
711.0,11.7,,,11.7,
711.25,11.7,,,11.7,
711.5,11.7,,,11.7,
711.75,11.8,,,11.8,
712.0,11.9,,,11.9,
712.25,12.0,,,12.0,
712.5,11.9,,,11.9,
712.75,11.9,,,11.9,
713.0,11.8,,,11.8,
713.25,11.9,,,11.9,
713.5,12.0,,,12.0,
713.75,12.2,,,12.2,
714.0,12.2,,,12.2,
714.25,12.0,,,12.0,
714.5,12.2,,,12.2,
714.75,12.0,,,12.0,
715.0,12.0,,,12.0,
715.25,12.1,,,12.1,
715.5,12.2,,,12.2,
715.75,12.2,,,12.2,
716.0,12.2,,,12.2,
716.25,12.2,,,12.2,
716.5,12.3,,,12.3,
716.75,12.3,,,12.3,
717.0,12.1,,,12.1,
717.25,12.1,,,12.1,
717.5,12.3,,,12.3,
717.75,12.3,,,12.3,
718.0,12.4,,,12.4,
718.25,12.3,,,12.3,
718.5,12.3,,,12.3,
718.75,12.3,,,12.3,
719.0,12.4,,,12.4,
719.25,12.4,,,12.4,
719.5,12.4,,,12.4,
719.75,12.3,,,12.3,
720.0,12.5,,,12.5,
720.25,12.2,,,12.2,
720.5,12.4,,,12.4,
720.75,12.5,,,12.5,
721.0,12.3,,,12.3,
721.25,12.3,,,12.3,
721.5,12.5,,,12.5,
721.75,12.3,,,12.3,
722.0,12.4,,,12.4,
722.25,12.4,,,12.4,
722.5,12.4,,,12.4,
722.75,12.4,,,12.4,
723.0,12.2,,,12.2,
723.25,12.2,,,12.2,
723.5,12.1,,,12.1,
723.75,11.7,,,11.7,
724.0,11.5,,,11.5,
724.25,10.9,,,10.9,
724.5,10.8,,,10.8,
724.75,10.6,,,10.6,
725.0,10.3,,,10.3,
725.25,10.1,,,10.1,
725.5,10.1,,,10.1,
725.75,9.7,,,9.7,
726.0,9.5,,,9.5,
726.25,9.5,,,9.5,
726.5,9.3,,,9.3,
726.75,9.3,,,9.3,
727.0,9.0,,,9.0,
727.25,9.1,,,9.1,
727.5,9.0,,,9.0,
727.75,8.7,,,8.7,
728.0,8.8,,,8.8,
728.25,8.6,,,8.6,
728.5,8.6,,,8.6,
728.75,8.5,,,8.5,
729.0,8.5,,,8.5,
729.25,8.6,,,8.6,
729.5,8.5,,,8.5,
729.75,8.5,,,8.5,
730.0,8.5,,,8.5,
730.25,8.3,,,8.3,
730.5,8.3,,,8.3,
730.75,8.3,,,8.3,
731.0,8.3,,,8.3,
731.25,8.2,,,8.2,
731.5,8.2,,,8.2,
731.75,8.3,,,8.3,
732.0,8.2,,,8.2,
732.25,8.2,,,8.2,
732.5,8.3,,,8.3,
732.75,8.2,,,8.2,
733.0,8.2,,,8.2,
733.25,8.0,,,8.0,
733.5,7.8,,,7.8,
733.75,7.6,,,7.6,
734.0,7.6,,,7.6,
734.25,7.6,,,7.6,
734.5,7.5,,,7.5,
734.75,7.5,,,7.5,
735.0,7.4,,,7.4,
735.25,7.3,,,7.3,
735.5,7.2,,,7.2,
735.75,7.3,,,7.3,
736.0,7.2,,,7.2,
736.25,7.1,,,7.1,
736.5,7.1,,,7.1,
736.75,7.1,,,7.1,
737.0,7.2,,,7.2,
737.25,7.0,,,7.0,
737.5,7.0,,,7.0,
737.75,6.9,,,6.9,
738.0,7.0,,,7.0,
738.25,7.0,,,7.0,
738.5,6.9,,,6.9,
738.75,6.9,,,6.9,
739.0,6.8,,,6.8,
739.25,6.5,,,6.5,
739.5,6.5,,,6.5,
739.75,6.4,,,6.4,
