Time after Ignition,Polyisocyanurate_Foam_Board_R1,Polyisocyanurate_Foam_Board_R2,Polyisocyanurate_Foam_Board_R3,Polyisocyanurate_Foam_Board_R4,Mean,Std. Dev.
123.0,29.6,34.5,28.4,31.5,31.0,2.7
123.25,30.0,34.6,28.4,31.6,31.1,2.6
123.5,29.9,34.2,28.5,31.0,30.9,2.4
123.75,29.8,34.2,28.6,30.9,30.9,2.4
124.0,29.6,34.1,28.6,31.4,30.9,2.4
124.25,28.9,34.6,28.2,30.8,30.6,2.8
124.5,29.2,34.2,27.7,30.9,30.5,2.8
124.75,29.1,33.8,27.8,30.7,30.4,2.6
125.0,29.3,33.9,28.2,30.5,30.5,2.5
125.25,28.8,34.1,28.4,30.9,30.5,2.6
125.5,28.9,33.8,27.9,30.1,30.2,2.5
125.75,28.8,34.2,28.0,30.2,30.3,2.8
126.0,28.7,34.1,28.0,30.3,30.3,2.8
126.25,28.4,34.5,27.8,30.1,30.2,3.1
126.5,27.9,34.3,28.0,30.2,30.1,3.0
126.75,27.9,34.0,27.9,29.8,29.9,2.9
127.0,28.0,34.0,28.1,30.1,30.1,2.8
127.25,27.5,34.4,27.8,29.5,29.8,3.2
127.5,27.3,34.0,27.8,29.4,29.6,3.0
127.75,27.3,34.3,27.6,29.4,29.6,3.2
128.0,27.5,34.0,28.2,29.2,29.7,2.9
128.25,27.0,34.1,27.8,29.5,29.6,3.2
128.5,27.1,34.6,27.6,28.7,29.5,3.5
128.75,26.8,34.6,27.8,28.9,29.5,3.5
129.0,27.3,33.8,27.4,28.9,29.4,3.0
129.25,26.7,34.2,27.4,28.9,29.3,3.4
129.5,26.4,33.2,27.6,29.0,29.1,3.0
129.75,26.5,33.3,27.1,28.5,28.8,3.1
130.0,26.2,33.2,27.5,28.8,28.9,3.0
130.25,26.2,33.1,27.4,29.2,29.0,3.0
130.5,26.0,32.8,26.9,28.4,28.6,3.0
130.75,25.8,33.2,27.2,28.4,28.6,3.2
131.0,25.4,32.6,26.9,28.6,28.4,3.1
131.25,25.6,32.7,27.1,28.4,28.4,3.0
131.5,25.7,32.3,26.8,28.4,28.3,2.9
131.75,25.9,31.9,26.8,28.2,28.2,2.7
132.0,25.7,31.8,27.1,28.5,28.3,2.6
132.25,25.4,31.8,26.7,28.6,28.1,2.8
132.5,25.3,32.3,26.7,28.5,28.2,3.0
132.75,25.5,31.6,26.6,28.2,28.0,2.6
133.0,25.5,31.5,26.4,28.4,27.9,2.7
133.25,25.4,31.4,26.5,28.5,28.0,2.6
133.5,25.1,31.1,26.2,28.5,27.7,2.7
133.75,25.2,31.1,25.9,28.5,27.7,2.7
134.0,25.0,31.3,26.1,28.5,27.7,2.8
134.25,25.1,31.1,25.4,28.7,27.6,2.9
134.5,25.0,30.9,25.6,28.4,27.5,2.7
134.75,24.9,31.1,25.8,28.6,27.6,2.8
135.0,24.6,30.9,25.2,28.5,27.3,2.9
135.25,24.8,30.5,25.1,28.2,27.2,2.7
135.5,24.4,30.4,25.2,28.5,27.1,2.8
135.75,24.5,29.8,25.0,28.4,26.9,2.6
136.0,24.9,30.4,24.8,28.4,27.1,2.7
136.25,24.8,29.7,24.7,28.5,26.9,2.6
136.5,24.4,29.3,24.9,28.4,26.7,2.4
136.75,24.6,29.3,24.9,29.1,27.0,2.6
137.0,24.6,28.8,24.9,28.5,26.7,2.3
137.25,24.9,28.9,25.0,28.6,26.8,2.2
137.5,24.6,29.1,24.7,28.6,26.8,2.4
137.75,24.5,28.6,24.3,28.6,26.5,2.5
138.0,24.0,28.4,24.2,28.5,26.3,2.5
138.25,23.7,28.5,24.3,28.1,26.1,2.5
138.5,23.7,28.6,24.1,28.0,26.1,2.6
138.75,23.6,28.2,24.6,28.1,26.2,2.4
139.0,23.3,28.2,24.0,28.0,25.9,2.6
139.25,23.0,28.2,23.5,28.1,25.7,2.8
139.5,23.0,28.1,23.9,28.0,25.7,2.7
139.75,22.9,27.8,23.5,27.8,25.5,2.7
140.0,22.6,27.5,23.4,27.6,25.3,2.6
140.25,22.2,27.6,23.3,27.5,25.2,2.8
140.5,22.3,27.6,23.2,27.6,25.2,2.8
140.75,22.2,27.3,23.3,27.6,25.1,2.7
141.0,21.9,27.2,23.0,28.3,25.1,3.1
141.25,22.0,26.6,23.0,27.8,24.9,2.8
141.5,22.0,26.9,22.8,27.8,24.9,2.9
141.75,21.8,26.7,23.0,28.1,24.9,3.0
142.0,21.7,26.7,22.6,27.6,24.7,2.9
142.25,21.7,26.4,22.9,27.5,24.6,2.8
142.5,21.2,26.7,22.7,27.4,24.5,3.0
142.75,21.6,26.4,22.8,27.4,24.5,2.8
143.0,21.4,26.6,22.9,27.7,24.6,3.0
143.25,21.7,26.3,23.4,27.7,24.8,2.7
143.5,21.5,26.3,23.0,27.5,24.6,2.8
143.75,21.4,25.8,23.2,27.9,24.6,2.9
144.0,21.3,25.5,23.0,27.6,24.4,2.7
144.25,21.3,26.1,23.1,27.5,24.5,2.8
144.5,21.2,25.5,23.4,27.9,24.5,2.8
144.75,21.3,25.9,23.2,27.6,24.5,2.8
145.0,21.1,25.5,23.5,27.4,24.4,2.7
145.25,21.2,25.6,23.3,27.8,24.5,2.8
145.5,21.6,25.0,23.5,27.4,24.4,2.4
145.75,21.3,24.8,23.9,27.6,24.4,2.6
146.0,21.2,25.2,23.7,27.4,24.4,2.6
146.25,21.2,25.4,23.6,27.6,24.4,2.7
146.5,21.2,25.3,23.8,27.8,24.5,2.8
146.75,21.1,25.1,23.8,27.5,24.4,2.7
147.0,21.3,24.8,23.8,27.7,24.4,2.6
147.25,21.4,24.9,23.8,27.8,24.5,2.6
147.5,21.5,24.8,23.6,27.9,24.4,2.7
147.75,21.2,25.0,23.9,27.5,24.4,2.6
148.0,21.1,24.8,23.8,27.6,24.3,2.7
148.25,21.1,25.1,23.6,27.8,24.4,2.8
148.5,21.2,24.9,23.9,27.8,24.4,2.8
148.75,20.9,25.3,23.9,27.5,24.4,2.8
149.0,20.9,24.8,23.7,27.7,24.3,2.8
149.25,21.0,24.7,23.8,28.1,24.4,2.9
149.5,20.8,24.8,23.8,27.7,24.3,2.9
149.75,20.5,24.7,24.0,28.0,24.3,3.1
150.0,20.7,24.7,24.0,27.7,24.3,2.9
150.25,20.6,24.7,24.0,27.3,24.2,2.7
150.5,20.7,24.8,24.0,27.5,24.2,2.8
150.75,20.5,25.0,24.1,27.6,24.3,2.9
151.0,20.7,25.1,23.8,27.7,24.3,2.9
151.25,20.4,25.1,24.1,28.0,24.4,3.1
151.5,20.1,25.2,23.8,27.6,24.2,3.2
151.75,20.3,25.1,23.7,27.2,24.1,2.9
152.0,20.0,24.7,23.3,27.9,23.9,3.3
152.25,20.2,24.9,23.5,27.2,24.0,2.9
152.5,20.3,25.1,23.4,27.2,24.0,2.9
152.75,20.0,25.5,23.5,27.1,24.0,3.1
153.0,19.8,25.1,23.3,27.0,23.8,3.1
153.25,19.6,25.4,23.5,27.1,23.9,3.2
153.5,19.2,25.5,23.4,27.3,23.8,3.5
153.75,19.5,24.9,23.0,27.1,23.6,3.2
154.0,19.0,25.1,23.0,26.5,23.4,3.3
154.25,19.4,25.3,23.0,26.7,23.6,3.2
154.5,19.2,25.2,22.8,27.0,23.5,3.4
154.75,19.1,25.3,23.2,26.6,23.5,3.3
155.0,19.1,25.2,23.1,26.6,23.5,3.3
155.25,19.2,25.1,22.9,26.9,23.5,3.3
155.5,18.7,25.0,22.8,26.9,23.4,3.5
155.75,18.6,25.3,22.5,26.9,23.3,3.7
156.0,18.5,24.7,22.8,26.7,23.2,3.5
156.25,18.2,25.4,22.7,26.5,23.2,3.7
156.5,18.3,24.8,22.8,26.7,23.1,3.6
156.75,18.1,24.5,22.8,27.1,23.1,3.8
157.0,18.2,24.7,22.6,27.0,23.1,3.7
157.25,18.0,24.8,22.4,26.5,22.9,3.7
157.5,17.8,25.0,23.0,26.6,23.1,3.8
157.75,17.7,24.8,22.3,26.7,22.9,3.9
158.0,17.7,24.6,22.6,26.0,22.7,3.6
158.25,17.4,24.4,22.5,26.4,22.7,3.8
158.5,17.5,24.3,22.4,26.2,22.6,3.8
158.75,17.3,24.4,22.5,26.3,22.6,3.9
159.0,17.3,24.6,22.3,25.8,22.5,3.7
159.25,17.5,24.4,22.8,25.9,22.6,3.7
159.5,17.3,23.8,22.8,25.6,22.4,3.6
159.75,17.3,24.1,22.6,25.4,22.4,3.5
160.0,17.4,24.3,22.7,25.9,22.6,3.7
160.25,17.2,23.9,23.0,25.8,22.5,3.7
160.5,17.1,24.0,22.9,26.2,22.6,3.9
160.75,17.0,23.5,22.6,25.8,22.2,3.7
161.0,17.6,23.8,22.9,25.6,22.4,3.5
161.25,17.0,23.8,22.6,25.4,22.2,3.7
161.5,17.2,23.7,22.8,25.5,22.3,3.6
161.75,17.2,23.6,22.5,25.9,22.3,3.7
162.0,17.1,23.6,22.5,25.8,22.3,3.7
162.25,16.9,23.8,22.6,25.6,22.2,3.8
162.5,16.9,23.6,22.6,25.8,22.2,3.8
162.75,17.1,23.5,22.4,25.7,22.2,3.7
163.0,16.9,23.2,22.2,25.9,22.1,3.8
163.25,16.9,23.7,22.3,25.6,22.1,3.7
163.5,16.9,23.4,22.7,25.7,22.2,3.8
163.75,16.8,23.2,22.4,25.8,22.1,3.8
164.0,16.9,23.3,22.3,25.6,22.0,3.7
164.25,16.8,23.3,22.2,25.6,22.0,3.7
164.5,17.1,23.5,22.3,25.6,22.1,3.6
164.75,16.9,23.6,22.3,25.9,22.2,3.8
165.0,16.8,23.9,22.2,25.8,22.2,3.9
165.25,16.9,23.6,21.9,25.5,22.0,3.7
165.5,16.8,23.8,22.2,25.4,22.1,3.7
165.75,16.8,23.9,22.1,25.7,22.1,3.8
166.0,17.1,23.8,21.9,25.6,22.1,3.7
166.25,16.8,24.0,22.0,25.5,22.1,3.8
166.5,16.9,24.0,22.1,25.8,22.2,3.9
166.75,17.0,23.9,22.4,25.5,22.2,3.7
167.0,16.8,24.2,22.3,25.9,22.3,3.9
167.25,16.7,24.2,22.0,25.5,22.1,3.9
167.5,16.8,24.3,22.0,25.3,22.1,3.8
167.75,16.6,24.1,22.0,26.2,22.2,4.2
168.0,16.5,24.3,22.1,25.6,22.1,4.0
168.25,16.4,24.3,21.7,25.4,21.9,4.0
168.5,16.2,24.3,21.9,25.6,22.0,4.2
168.75,16.3,24.5,22.2,25.6,22.2,4.1
169.0,16.4,24.2,21.9,26.2,22.2,4.2
169.25,16.3,24.4,22.1,26.1,22.2,4.3
169.5,16.2,24.4,22.2,25.8,22.1,4.2
169.75,16.2,24.4,22.0,25.8,22.1,4.2
170.0,15.9,24.3,22.4,25.8,22.1,4.4
170.25,16.0,24.4,22.1,26.1,22.2,4.4
170.5,16.0,24.5,22.4,25.9,22.2,4.4
170.75,15.9,24.2,22.0,25.9,22.0,4.4
171.0,15.9,24.4,22.2,25.8,22.1,4.4
171.25,15.8,24.3,22.1,25.8,22.0,4.4
171.5,15.9,24.4,22.2,25.9,22.1,4.4
171.75,16.0,24.3,22.0,25.1,21.9,4.1
172.0,16.0,24.3,21.9,25.5,21.9,4.2
172.25,15.9,24.3,22.2,25.3,21.9,4.2
172.5,16.2,24.2,21.9,25.3,21.9,4.1
172.75,16.0,24.7,22.0,25.0,21.9,4.2
173.0,15.9,24.5,21.8,25.5,21.9,4.3
173.25,16.0,24.3,21.9,25.1,21.8,4.1
173.5,16.1,24.3,22.1,24.9,21.8,4.0
173.75,15.8,24.6,21.8,25.3,21.9,4.3
174.0,15.7,24.7,21.9,25.0,21.8,4.3
174.25,15.8,24.2,22.0,25.0,21.7,4.1
174.5,16.0,24.5,22.0,25.1,21.9,4.2
174.75,15.9,24.4,22.4,25.1,22.0,4.2
175.0,15.7,24.5,21.9,24.8,21.7,4.2
175.25,15.8,24.3,22.0,24.6,21.7,4.1
175.5,15.9,24.3,21.6,25.4,21.8,4.3
175.75,15.7,24.0,21.8,25.2,21.7,4.2
176.0,15.6,24.2,21.9,24.5,21.6,4.2
176.25,15.9,23.8,21.5,24.7,21.5,4.0
176.5,15.8,24.3,21.6,24.8,21.6,4.1
176.75,15.7,23.7,21.8,24.8,21.5,4.1
177.0,15.5,23.7,21.7,24.7,21.4,4.1
177.25,15.7,23.7,21.7,24.6,21.4,4.0
177.5,15.5,23.8,21.4,24.8,21.4,4.2
177.75,16.0,24.3,21.8,24.4,21.6,3.9
178.0,15.9,23.9,21.4,24.5,21.4,3.9
178.25,15.9,23.4,21.6,24.7,21.4,3.9
178.5,15.6,23.8,21.9,24.7,21.5,4.1
178.75,15.8,23.9,21.5,24.7,21.5,4.0
179.0,15.8,23.7,21.4,24.8,21.4,4.0
179.25,15.7,23.7,21.5,24.6,21.4,4.0
179.5,15.7,23.6,21.4,24.7,21.4,4.0
179.75,15.5,23.6,21.4,25.3,21.5,4.3
180.0,15.7,23.8,21.4,24.8,21.4,4.1
180.25,15.7,23.8,21.4,24.6,21.4,4.0
180.5,15.6,23.7,21.9,24.9,21.5,4.1
180.75,16.0,24.0,21.5,24.5,21.5,3.9
181.0,15.8,23.5,21.4,24.6,21.3,3.9
181.25,15.9,23.6,21.8,24.5,21.4,3.9
181.5,15.8,23.9,21.9,24.5,21.5,4.0
181.75,16.0,23.9,21.6,24.7,21.5,3.9
182.0,16.1,23.6,21.9,24.8,21.6,3.8
182.25,16.0,23.8,21.5,24.4,21.4,3.8
182.5,15.8,23.8,21.7,24.4,21.4,3.9
182.75,16.0,24.0,21.6,24.7,21.6,3.9
183.0,16.1,23.8,21.4,24.4,21.4,3.8
183.25,16.1,23.5,21.3,24.6,21.4,3.8
183.5,16.2,23.8,21.0,24.7,21.4,3.8
183.75,15.9,23.7,21.2,24.8,21.4,4.0
184.0,16.1,24.1,21.2,24.9,21.6,4.0
184.25,16.1,23.6,20.8,25.1,21.4,4.0
184.5,16.2,23.7,20.8,24.8,21.4,3.8
184.75,16.2,24.0,20.8,24.8,21.4,3.9
185.0,16.1,23.9,20.8,24.9,21.4,4.0
185.25,16.1,23.9,20.6,25.5,21.5,4.2
185.5,16.1,24.0,20.5,25.0,21.4,4.1
185.75,16.1,24.8,20.7,25.5,21.8,4.3
186.0,16.1,24.1,20.4,25.1,21.4,4.1
186.25,16.0,23.6,20.3,25.2,21.3,4.1
186.5,16.1,23.8,20.3,25.1,21.3,4.0
186.75,16.2,23.7,20.3,24.9,21.3,3.9
187.0,16.1,23.7,20.4,25.2,21.3,4.0
187.25,16.1,23.9,20.3,25.6,21.5,4.2
187.5,16.0,24.0,20.4,25.3,21.4,4.2
187.75,15.9,23.4,20.0,25.2,21.1,4.1
188.0,15.9,23.4,20.3,25.3,21.2,4.1
188.25,15.9,23.8,20.4,25.4,21.4,4.2
188.5,16.0,23.8,20.0,25.6,21.4,4.3
188.75,16.0,23.7,20.3,25.4,21.3,4.2
189.0,16.1,23.9,20.2,25.5,21.4,4.2
189.25,16.2,23.8,20.4,25.7,21.5,4.2
189.5,16.0,24.3,20.6,25.1,21.5,4.1
189.75,16.2,23.7,20.8,25.2,21.5,4.0
190.0,16.1,24.0,20.8,25.7,21.7,4.2
190.25,15.9,23.7,20.7,25.5,21.5,4.2
190.5,16.2,23.4,20.8,25.3,21.4,4.0
190.75,16.2,24.0,21.1,25.4,21.7,4.1
191.0,16.1,23.6,20.8,25.5,21.5,4.1
191.25,16.1,23.3,20.8,25.5,21.4,4.0
191.5,16.2,23.4,20.9,25.3,21.5,3.9
191.75,16.2,23.1,20.8,25.6,21.4,4.0
192.0,15.9,23.1,20.9,25.6,21.4,4.1
192.25,16.2,23.0,20.6,25.7,21.4,4.0
192.5,16.1,23.1,21.0,25.7,21.5,4.1
192.75,16.0,22.4,21.0,25.5,21.2,4.0
193.0,16.1,23.1,20.9,26.1,21.5,4.2
193.25,16.2,23.1,20.7,25.7,21.4,4.0
193.5,16.1,22.9,20.9,25.4,21.3,4.0
193.75,16.0,22.9,20.9,25.7,21.4,4.1
194.0,16.1,22.9,21.2,25.4,21.4,4.0
194.25,16.2,23.0,21.2,25.5,21.5,3.9
194.5,16.2,23.2,21.3,25.3,21.5,3.9
194.75,16.0,23.3,21.1,25.3,21.4,4.0
195.0,16.0,23.5,21.0,25.6,21.5,4.1
195.25,16.2,23.4,21.3,25.7,21.6,4.1
195.5,16.1,23.3,21.4,25.5,21.6,4.0
195.75,16.1,23.3,21.3,25.5,21.6,4.1
196.0,15.8,23.5,21.2,25.8,21.6,4.3
196.25,15.8,23.6,21.1,25.5,21.5,4.2
196.5,15.7,23.6,21.0,25.4,21.4,4.3
196.75,15.4,23.7,21.3,25.4,21.4,4.4
197.0,15.5,23.4,21.1,25.4,21.3,4.3
197.25,15.4,23.4,21.2,25.2,21.3,4.3
197.5,15.3,23.5,21.1,25.4,21.3,4.4
197.75,15.5,23.9,21.2,25.2,21.5,4.3
198.0,15.3,23.9,21.2,24.9,21.3,4.3
198.25,15.3,23.7,21.4,24.9,21.3,4.3
198.5,15.5,24.0,21.5,25.0,21.5,4.3
198.75,15.2,23.8,21.1,25.0,21.3,4.4
199.0,15.3,24.0,21.3,24.9,21.4,4.4
199.25,15.1,24.6,21.3,24.6,21.4,4.5
199.5,15.4,24.5,21.1,24.9,21.4,4.4
199.75,15.1,24.4,21.2,24.8,21.4,4.5
200.0,15.3,24.4,21.3,24.9,21.5,4.4
200.25,14.8,24.3,21.4,24.6,21.3,4.5
200.5,14.8,24.6,21.2,25.0,21.4,4.7
200.75,14.7,24.5,21.3,24.6,21.3,4.7
201.0,14.6,24.6,21.2,24.5,21.2,4.7
201.25,14.5,24.2,21.1,24.2,21.0,4.6
201.5,14.4,24.2,21.1,24.7,21.1,4.7
201.75,14.3,24.5,21.4,24.5,21.2,4.8
202.0,14.2,24.3,21.3,24.5,21.1,4.8
202.25,14.2,24.9,21.0,24.7,21.2,5.0
202.5,14.2,24.7,21.2,24.6,21.2,4.9
202.75,14.2,24.4,21.1,24.8,21.1,4.9
203.0,14.2,24.7,21.4,24.5,21.2,4.9
203.25,14.0,24.3,21.2,24.4,21.0,4.9
203.5,14.0,24.3,21.1,24.5,21.0,4.9
203.75,13.8,24.2,21.2,24.4,20.9,4.9
204.0,13.9,24.6,21.4,24.4,21.1,5.0
204.25,13.7,24.3,21.3,24.5,20.9,5.0
204.5,13.8,24.2,21.8,24.4,21.1,5.0
204.75,13.6,24.5,21.5,24.4,21.0,5.1
205.0,13.8,24.1,21.8,24.1,21.0,4.9
205.25,13.7,24.1,21.6,24.2,20.9,4.9
205.5,13.7,24.0,22.0,24.7,21.1,5.1
205.75,13.4,24.0,21.9,24.6,21.0,5.2
206.0,13.7,24.2,22.1,24.6,21.2,5.1
206.25,13.6,24.3,22.0,23.9,21.0,5.0
206.5,13.7,24.2,22.2,23.9,21.0,4.9
206.75,13.6,24.6,22.4,24.1,21.2,5.1
207.0,13.6,24.4,22.2,24.0,21.1,5.1
207.25,13.4,24.2,21.8,23.5,20.7,5.0
207.5,13.5,24.3,22.1,23.5,20.9,5.0
207.75,13.4,24.3,22.3,23.6,20.9,5.0
208.0,13.5,24.1,22.3,23.4,20.8,4.9
208.25,13.7,24.0,21.8,23.4,20.7,4.8
208.5,13.5,24.1,22.1,23.4,20.8,4.9
208.75,13.3,24.2,22.3,23.5,20.9,5.1
209.0,13.5,24.2,22.1,23.2,20.8,4.9
209.25,13.5,24.2,22.7,23.6,21.0,5.1
209.5,13.5,24.3,22.5,23.6,21.0,5.0
209.75,13.4,24.3,22.4,23.5,20.9,5.1
210.0,13.3,24.5,22.0,23.1,20.8,5.1
210.25,13.4,24.2,22.1,23.5,20.8,5.0
210.5,13.3,24.6,22.5,23.7,21.0,5.2
210.75,13.5,24.3,22.2,23.1,20.8,4.9
211.0,13.3,24.3,22.3,23.2,20.8,5.0
211.25,13.7,24.2,22.3,23.3,20.9,4.9
211.5,13.6,24.3,22.3,23.5,20.9,5.0
211.75,13.4,24.4,22.4,23.2,20.8,5.0
212.0,13.5,24.7,22.2,23.3,20.9,5.0
212.25,13.5,24.3,22.3,23.4,20.9,5.0
212.5,13.4,24.1,22.3,22.9,20.7,4.9
212.75,13.4,24.1,22.2,23.4,20.8,5.0
213.0,13.4,24.1,22.3,23.4,20.8,5.0
213.25,13.5,23.7,22.5,23.4,20.8,4.9
213.5,13.5,23.4,22.2,23.2,20.6,4.7
213.75,13.3,24.0,22.3,23.6,20.8,5.1
214.0,13.4,24.2,21.8,23.3,20.7,4.9
214.25,13.3,24.0,22.2,23.3,20.7,5.0
214.5,13.5,24.1,21.9,23.3,20.7,4.9
214.75,13.4,24.3,21.5,23.3,20.6,4.9
215.0,13.4,23.9,21.3,23.4,20.5,4.9
215.25,13.4,23.8,21.7,22.9,20.4,4.8
215.5,13.4,23.9,20.9,23.3,20.4,4.8
215.75,13.4,24.1,20.9,23.4,20.5,4.9
216.0,13.7,23.9,21.0,23.0,20.4,4.6
216.25,13.4,24.2,21.0,23.3,20.5,4.9
216.5,13.1,24.1,21.0,23.2,20.4,5.0
216.75,13.1,24.4,21.0,23.8,20.6,5.2
217.0,13.0,23.8,20.5,23.2,20.1,5.0
217.25,13.1,24.4,20.6,23.2,20.3,5.1
217.5,13.1,23.7,20.6,23.5,20.2,5.0
217.75,13.3,23.8,20.4,23.3,20.2,4.8
218.0,13.2,24.0,20.5,23.4,20.3,5.0
218.25,13.1,24.2,20.3,23.4,20.3,5.0
218.5,13.1,24.0,20.5,23.5,20.3,5.0
218.75,13.3,23.6,20.2,23.1,20.1,4.7
219.0,13.3,23.8,20.0,23.7,20.2,4.9
219.25,13.1,24.2,20.0,23.1,20.1,5.0
219.5,13.2,23.9,20.2,23.4,20.2,4.9
219.75,13.3,24.1,20.2,23.0,20.2,4.9
220.0,13.3,23.9,20.0,23.2,20.1,4.8
220.25,13.3,24.0,20.0,23.2,20.1,4.9
220.5,13.3,24.0,19.9,22.9,20.0,4.8
220.75,13.3,23.9,20.0,23.0,20.0,4.8
221.0,13.3,24.0,19.5,22.9,19.9,4.8
221.25,13.5,23.9,19.9,23.2,20.1,4.7
221.5,13.4,24.0,20.0,22.9,20.1,4.8
221.75,13.5,24.4,19.7,23.1,20.2,4.9
222.0,13.5,24.3,19.8,22.9,20.1,4.8
222.25,13.5,23.9,19.8,23.1,20.1,4.7
222.5,13.5,24.0,19.8,22.7,20.0,4.7
222.75,13.6,24.3,19.8,23.1,20.2,4.8
223.0,13.8,24.0,19.5,23.0,20.1,4.6
223.25,13.9,24.4,19.6,23.0,20.2,4.7
223.5,14.0,24.2,20.0,22.8,20.2,4.5
223.75,14.1,24.4,19.8,23.3,20.4,4.7
224.0,14.0,24.5,19.6,22.7,20.2,4.6
224.25,13.9,24.9,19.6,22.7,20.3,4.8
224.5,14.1,24.7,19.7,22.5,20.3,4.6
224.75,14.4,24.8,19.8,22.9,20.5,4.6
225.0,14.4,24.8,19.6,23.0,20.4,4.6
225.25,14.3,25.1,19.5,23.4,20.6,4.8
225.5,14.4,24.5,19.7,23.0,20.4,4.5
225.75,14.2,24.7,19.8,23.0,20.4,4.6
226.0,14.4,25.1,19.5,23.0,20.5,4.7
226.25,14.2,24.7,19.8,23.0,20.4,4.6
226.5,14.3,25.0,19.8,22.9,20.5,4.7
226.75,14.5,24.9,19.8,23.0,20.6,4.5
227.0,14.6,24.5,19.7,23.3,20.5,4.4
227.25,14.4,24.6,19.4,23.6,20.5,4.7
227.5,14.5,24.3,19.8,23.4,20.5,4.4
227.75,14.4,24.6,19.5,23.1,20.4,4.5
228.0,14.6,24.3,19.6,23.2,20.4,4.4
228.25,14.5,24.2,19.6,23.6,20.5,4.5
228.5,14.6,23.8,19.6,23.7,20.4,4.4
228.75,14.4,24.2,19.8,23.8,20.6,4.6
229.0,14.4,23.9,19.5,23.7,20.4,4.5
229.25,14.4,24.2,19.7,23.9,20.5,4.6
229.5,14.2,24.0,20.0,23.8,20.5,4.6
229.75,14.4,23.7,20.2,23.9,20.5,4.4
230.0,14.3,23.6,20.2,23.7,20.5,4.4
230.25,14.4,23.3,20.5,23.9,20.5,4.3
230.5,14.1,23.6,20.3,24.0,20.5,4.6
230.75,14.2,23.2,20.4,24.4,20.6,4.5
231.0,14.0,23.7,20.5,23.8,20.5,4.6
231.25,14.0,23.2,20.4,24.0,20.4,4.5
231.5,13.8,23.0,20.4,23.8,20.2,4.5
231.75,14.0,22.4,20.5,23.8,20.2,4.3
232.0,13.8,22.8,20.6,24.0,20.3,4.6
232.25,13.8,22.6,20.7,23.9,20.3,4.5
232.5,13.8,22.3,20.5,24.1,20.2,4.5
232.75,13.8,22.3,20.8,23.8,20.2,4.4
233.0,13.7,22.2,20.7,24.2,20.2,4.6
233.25,14.1,22.0,20.8,24.1,20.2,4.3
233.5,13.9,22.1,20.7,23.9,20.2,4.4
233.75,14.0,22.3,20.4,23.8,20.1,4.3
234.0,14.2,21.9,20.5,24.0,20.2,4.2
234.25,14.1,22.2,20.4,23.7,20.1,4.2
234.5,14.2,22.2,20.4,23.8,20.1,4.2
234.75,14.1,21.8,20.5,23.5,20.0,4.1
235.0,14.3,21.6,20.3,23.5,19.9,4.0
235.25,14.3,21.6,20.2,23.5,19.9,4.0
235.5,14.3,21.8,20.2,23.3,19.9,3.9
235.75,14.6,21.5,19.9,23.6,19.9,3.9
236.0,14.3,21.7,20.0,23.4,19.9,3.9
236.25,14.6,21.4,19.9,23.3,19.8,3.7
236.5,14.5,21.7,19.9,23.3,19.9,3.8
236.75,14.3,21.7,20.0,23.1,19.8,3.8
237.0,14.5,21.9,20.1,23.4,20.0,3.9
237.25,14.5,21.6,19.9,23.3,19.8,3.8
237.5,14.3,21.9,20.0,23.2,19.8,3.9
237.75,14.4,21.6,19.6,23.4,19.7,3.9
238.0,14.5,22.3,19.6,23.1,19.9,3.9
238.25,14.4,21.9,19.7,23.4,19.9,3.9
238.5,14.5,22.0,19.4,23.2,19.8,3.8
238.75,14.5,22.1,19.3,23.2,19.8,3.9
239.0,14.5,21.9,19.3,22.9,19.6,3.8
239.25,14.5,22.1,19.2,22.8,19.7,3.8
239.5,14.6,21.7,19.1,22.7,19.5,3.6
239.75,14.3,21.7,18.9,22.8,19.4,3.8
240.0,14.6,21.9,19.1,22.4,19.5,3.6
240.25,14.6,22.0,19.0,22.7,19.5,3.7
240.5,14.5,21.9,18.6,22.4,19.4,3.6
240.75,14.5,21.9,18.7,22.4,19.4,3.6
241.0,14.6,21.8,18.8,22.2,19.3,3.5
241.25,14.5,22.0,18.9,22.3,19.4,3.6
241.5,14.5,22.0,18.8,22.1,19.4,3.6
241.75,14.5,22.1,18.6,22.4,19.4,3.7
242.0,14.4,21.9,18.4,22.1,19.2,3.6
242.25,14.2,21.8,18.7,22.3,19.3,3.7
242.5,14.3,21.8,18.3,22.3,19.1,3.7
242.75,14.1,22.1,18.5,22.5,19.3,3.9
243.0,14.1,21.9,18.0,22.0,19.0,3.7
243.25,14.0,22.0,18.1,22.2,19.1,3.9
243.5,13.9,22.0,18.0,22.4,19.1,4.0
243.75,13.7,21.9,18.0,22.2,19.0,4.0
244.0,13.8,21.8,18.1,21.9,18.9,3.9
244.25,13.8,21.8,18.0,22.0,18.9,3.9
244.5,13.8,22.1,17.8,21.7,18.9,3.9
244.75,14.0,21.8,17.7,22.0,18.9,3.8
245.0,13.7,22.1,17.7,22.1,18.9,4.0
245.25,13.5,22.1,17.8,21.9,18.8,4.1
245.5,13.6,21.8,17.4,21.6,18.6,3.9
245.75,13.7,21.8,17.6,21.6,18.7,3.8
246.0,13.6,22.1,17.6,21.4,18.7,3.9
246.25,13.5,22.1,17.5,21.5,18.7,4.0
246.5,13.2,22.0,17.3,21.6,18.5,4.1
246.75,13.5,21.9,17.5,21.8,18.7,4.0
