Time after Ignition,Asphalt_Shingle_R1,Asphalt_Shingle_R2,Asphalt_Shingle_R3,Mean,Std. Dev.
144.5,74.5,31.1,33.4,46.3,24.4
144.75,74.4,31.3,32.7,46.2,24.5
145.0,73.4,30.9,32.5,45.6,24.1
145.25,72.9,30.5,31.9,45.1,24.1
145.5,74.6,30.5,32.0,45.7,25.1
145.75,74.4,29.7,31.5,45.2,25.3
146.0,72.8,29.7,30.7,44.4,24.6
146.25,73.4,29.5,30.2,44.4,25.1
146.5,72.1,29.3,30.0,43.8,24.5
146.75,72.1,29.3,29.9,43.7,24.5
147.0,72.8,29.3,29.4,43.9,25.1
147.25,72.1,29.1,29.3,43.5,24.8
147.5,71.6,29.0,28.4,43.0,24.8
147.75,72.0,28.7,28.4,43.1,25.1
148.0,71.8,28.6,27.9,42.8,25.1
148.25,72.2,28.2,28.0,42.8,25.4
148.5,72.9,27.2,27.3,42.5,26.3
148.75,71.2,27.6,27.1,42.0,25.3
149.0,71.3,26.9,26.8,41.7,25.6
149.25,70.7,26.7,26.7,41.4,25.4
149.5,70.3,26.7,26.8,41.3,25.2
149.75,70.5,26.4,26.2,41.0,25.5
150.0,69.4,25.6,25.9,40.3,25.2
150.25,70.2,25.6,25.8,40.5,25.7
150.5,69.3,25.4,25.6,40.1,25.3
150.75,69.6,25.2,25.5,40.1,25.6
151.0,69.5,24.6,25.2,39.8,25.8
151.25,67.7,24.5,25.0,39.1,24.8
151.5,69.2,24.4,24.9,39.5,25.7
151.75,68.4,24.5,24.6,39.2,25.3
152.0,68.7,24.3,24.4,39.1,25.6
152.25,67.3,24.3,24.2,38.6,24.9
152.5,66.9,24.0,24.3,38.4,24.7
152.75,66.5,23.7,23.9,38.0,24.6
153.0,66.0,23.6,23.5,37.7,24.5
153.25,65.8,23.8,23.5,37.7,24.3
153.5,66.0,23.4,23.3,37.5,24.6
153.75,65.1,23.3,23.5,37.3,24.1
154.0,64.9,23.4,23.0,37.1,24.1
154.25,64.3,23.2,22.9,36.8,23.8
154.5,63.5,23.0,22.7,36.4,23.4
154.75,63.5,22.8,22.4,36.3,23.6
155.0,63.0,22.8,21.9,35.9,23.5
155.25,62.3,22.8,21.8,35.6,23.1
155.5,61.5,22.1,21.9,35.1,22.8
155.75,60.6,21.8,21.8,34.7,22.4
156.0,61.9,22.1,21.6,35.2,23.1
156.25,60.6,21.7,21.3,34.6,22.6
156.5,60.1,21.5,21.3,34.3,22.3
156.75,60.1,21.5,21.4,34.4,22.3
157.0,59.6,21.4,21.2,34.0,22.1
157.25,59.0,21.3,20.7,33.7,21.9
157.5,58.9,20.7,20.7,33.4,22.0
157.75,58.1,21.0,20.6,33.2,21.5
158.0,58.5,21.2,20.4,33.4,21.8
158.25,57.5,20.9,20.2,32.9,21.3
158.5,57.5,20.8,20.0,32.7,21.4
158.75,56.8,20.6,20.4,32.6,21.0
159.0,56.5,20.6,19.9,32.3,20.9
159.25,57.0,20.8,19.9,32.6,21.1
159.5,56.0,20.3,19.9,32.0,20.8
159.75,56.1,20.5,20.0,32.2,20.7
160.0,56.1,20.5,19.6,32.1,20.8
160.25,54.9,20.0,20.0,31.6,20.2
160.5,56.2,20.1,19.4,31.9,21.1
160.75,54.7,19.6,19.5,31.2,20.3
161.0,54.6,19.5,19.1,31.1,20.4
161.25,54.5,19.4,19.1,31.0,20.3
161.5,54.6,19.2,19.0,30.9,20.5
161.75,53.7,18.9,18.7,30.5,20.2
162.0,53.4,18.8,18.9,30.4,20.0
162.25,53.4,18.8,18.7,30.3,20.0
162.5,53.8,18.6,18.5,30.3,20.3
162.75,53.4,18.2,18.6,30.0,20.2
163.0,52.9,18.1,18.2,29.7,20.1
163.25,52.4,17.9,18.2,29.5,19.8
163.5,51.3,18.0,18.2,29.2,19.1
163.75,51.2,17.8,17.8,28.9,19.3
164.0,51.1,17.6,17.8,28.8,19.3
164.25,51.0,17.6,17.6,28.7,19.3
164.5,50.9,17.4,17.6,28.6,19.3
164.75,50.5,17.1,17.5,28.4,19.2
165.0,49.3,16.9,17.1,27.7,18.6
165.25,49.2,17.0,16.6,27.6,18.7
165.5,49.1,16.6,16.7,27.5,18.8
165.75,49.2,16.4,16.2,27.3,19.0
166.0,49.0,16.4,16.2,27.2,18.9
166.25,48.6,16.3,16.1,27.0,18.7
166.5,48.6,16.1,15.9,26.9,18.8
166.75,48.3,16.2,16.0,26.8,18.6
167.0,48.4,16.0,15.7,26.7,18.8
167.25,48.0,16.0,15.5,26.5,18.7
167.5,47.9,16.0,15.2,26.4,18.6
167.75,48.2,15.9,15.2,26.4,18.9
168.0,47.7,15.7,14.8,26.1,18.7
168.25,47.0,15.7,14.5,25.8,18.4
168.5,47.0,15.7,14.4,25.7,18.5
168.75,47.1,15.7,14.1,25.6,18.6
169.0,46.1,15.6,13.9,25.2,18.1
169.25,46.3,15.7,13.9,25.3,18.2
169.5,45.9,15.7,13.6,25.1,18.0
169.75,45.0,15.6,13.7,24.8,17.6
170.0,45.9,15.5,13.6,25.0,18.1
170.25,45.4,15.5,13.2,24.7,18.0
170.5,44.5,15.5,13.3,24.4,17.4
170.75,44.6,15.2,13.2,24.3,17.6
171.0,43.9,15.1,13.1,24.0,17.2
171.25,43.9,15.0,13.1,24.0,17.3
171.5,44.4,15.1,13.0,24.2,17.5
171.75,44.0,15.0,12.9,24.0,17.4
172.0,43.3,14.8,12.8,23.6,17.1
172.25,43.5,14.7,12.9,23.7,17.2
172.5,44.2,14.5,12.9,23.9,17.7
172.75,43.0,14.6,12.7,23.4,17.0
173.0,43.4,14.3,12.7,23.5,17.3
173.25,43.4,14.2,12.7,23.4,17.3
173.5,43.0,14.0,12.6,23.2,17.1
173.75,43.6,13.9,12.6,23.4,17.6
174.0,42.6,14.0,12.8,23.1,16.9
174.25,43.1,14.1,12.5,23.2,17.2
174.5,43.6,13.8,12.2,23.2,17.7
174.75,43.4,13.6,12.4,23.1,17.6
175.0,43.4,13.7,12.2,23.1,17.6
175.25,43.2,13.7,12.3,23.1,17.5
175.5,43.4,13.5,12.2,23.0,17.7
175.75,43.3,13.3,12.1,22.9,17.7
176.0,43.8,13.7,12.2,23.2,17.9
176.25,43.7,13.4,11.9,23.0,17.9
176.5,43.7,13.4,12.1,23.1,17.9
176.75,43.2,13.5,11.9,22.9,17.6
177.0,43.4,13.3,12.0,22.9,17.8
177.25,43.4,13.3,12.1,22.9,17.8
177.5,43.0,13.3,12.0,22.8,17.5
177.75,42.8,13.1,12.0,22.6,17.5
178.0,42.8,12.9,11.9,22.5,17.5
178.25,42.1,12.8,12.0,22.3,17.1
178.5,42.3,12.6,11.9,22.3,17.3
178.75,42.0,12.7,11.9,22.2,17.2
179.0,42.0,12.9,11.7,22.2,17.2
179.25,42.1,12.6,11.9,22.2,17.2
179.5,41.7,12.5,11.8,22.0,17.1
179.75,42.3,12.5,11.7,22.2,17.4
180.0,41.4,12.4,11.7,21.8,16.9
180.25,42.2,12.4,11.6,22.0,17.4
180.5,41.2,12.2,11.4,21.6,17.0
180.75,41.6,12.2,11.5,21.8,17.2
181.0,41.7,12.2,11.2,21.7,17.3
181.25,41.8,12.3,11.2,21.8,17.4
181.5,41.2,12.3,11.2,21.5,17.0
181.75,40.9,12.1,11.2,21.4,16.9
182.0,40.6,11.8,11.1,21.2,16.8
182.25,40.9,11.9,11.0,21.3,17.0
182.5,40.5,11.8,11.1,21.1,16.8
182.75,40.2,11.6,10.9,20.9,16.8
183.0,40.1,11.8,11.0,21.0,16.6
183.25,40.3,11.7,10.8,20.9,16.8
183.5,39.6,11.6,10.7,20.6,16.5
183.75,39.5,11.6,10.5,20.6,16.4
184.0,39.2,11.5,10.5,20.4,16.3
184.25,40.0,11.5,10.5,20.6,16.7
184.5,40.0,11.4,10.5,20.6,16.8
184.75,39.7,11.5,10.3,20.5,16.6
185.0,39.3,11.3,10.2,20.3,16.5
185.25,39.2,11.4,10.2,20.3,16.4
185.5,39.0,11.2,9.9,20.0,16.4
185.75,39.8,11.2,10.0,20.3,16.9
186.0,38.5,11.1,10.0,19.9,16.1
186.25,39.7,11.0,9.8,20.1,16.9
186.5,39.2,10.9,9.7,19.9,16.7
186.75,38.8,10.8,9.8,19.8,16.4
187.0,38.6,10.8,9.7,19.7,16.4
187.25,38.6,10.6,9.6,19.6,16.5
187.5,38.7,10.4,9.6,19.5,16.6
187.75,38.7,10.5,9.6,19.6,16.6
188.0,38.4,10.5,9.5,19.5,16.4
188.25,38.3,10.4,9.6,19.4,16.3
188.5,38.6,10.4,9.8,19.6,16.5
188.75,38.5,10.3,9.8,19.6,16.4
189.0,38.0,10.3,9.9,19.4,16.1
189.25,38.5,10.3,10.0,19.6,16.4
189.5,38.0,10.3,10.1,19.5,16.0
189.75,37.8,10.2,10.4,19.5,15.9
190.0,38.6,10.2,10.5,19.7,16.3
190.25,37.9,10.3,10.5,19.6,15.9
190.5,38.4,10.3,10.7,19.8,16.1
190.75,38.4,10.2,10.8,19.8,16.1
191.0,38.2,10.1,10.9,19.7,16.0
191.25,38.0,10.2,10.9,19.7,15.9
191.5,38.2,10.1,11.0,19.7,16.0
191.75,38.1,10.2,11.2,19.8,15.8
192.0,37.7,10.1,11.2,19.7,15.6
192.25,38.0,9.9,11.4,19.8,15.8
192.5,37.8,10.1,11.7,19.9,15.6
192.75,38.9,10.1,11.5,20.2,16.2
193.0,37.5,10.1,,23.8,19.4
193.25,37.7,10.0,,23.9,19.6
193.5,38.1,10.0,,24.1,19.9
193.75,38.0,10.2,,24.1,19.6
194.0,38.1,10.3,,24.2,19.6
194.25,37.5,10.3,,23.9,19.2
194.5,37.5,10.6,,24.0,19.0
194.75,37.9,10.6,,24.3,19.4
195.0,37.7,10.6,,24.1,19.1
195.25,37.5,10.6,,24.0,19.0
195.5,37.5,10.6,,24.1,19.0
195.75,37.4,10.8,,24.1,18.8
196.0,37.7,10.7,,24.2,19.1
196.25,37.0,10.8,,23.9,18.5
196.5,37.4,10.7,,24.0,18.8
196.75,36.4,10.8,,23.6,18.1
197.0,36.3,10.8,,23.5,18.0
197.25,36.3,10.9,,23.6,18.0
197.5,37.1,10.7,,23.9,18.7
197.75,36.3,10.7,,23.5,18.2
198.0,35.6,10.7,,23.1,17.6
198.25,35.6,10.7,,23.1,17.6
198.5,35.8,10.6,,23.2,17.8
198.75,36.0,10.5,,23.3,18.0
199.0,35.7,10.5,,23.1,17.8
199.25,35.4,10.5,,22.9,17.6
199.5,35.6,10.4,,23.0,17.8
199.75,35.3,10.3,,22.8,17.7
200.0,35.1,10.3,,22.7,17.5
200.25,35.1,10.2,,22.7,17.6
200.5,34.9,10.3,,22.6,17.4
200.75,35.2,10.3,,22.7,17.6
201.0,35.8,10.2,,23.0,18.1
201.25,35.2,10.2,,22.7,17.6
201.5,34.5,10.3,,22.4,17.1
201.75,35.0,10.2,,22.6,17.6
202.0,34.9,10.2,,22.5,17.5
202.25,34.7,10.2,,22.4,17.3
202.5,34.5,10.1,,22.3,17.3
202.75,34.3,10.1,,22.2,17.1
203.0,34.5,10.1,,22.3,17.3
203.25,34.3,10.1,,22.2,17.1
203.5,34.5,10.1,,22.3,17.3
203.75,35.0,10.2,,22.6,17.5
204.0,34.2,10.1,,22.2,17.1
204.25,34.9,10.0,,22.4,17.7
204.5,34.3,10.1,,22.2,17.1
204.75,34.0,10.0,,22.0,17.0
205.0,34.1,9.8,,21.9,17.2
205.25,33.4,9.6,,21.5,16.8
205.5,33.2,9.5,,21.4,16.7
205.75,33.4,9.4,,21.4,17.0
206.0,33.4,9.4,,21.4,17.0
206.25,32.9,9.4,,21.2,16.7
206.5,33.2,9.1,,21.1,17.1
206.75,32.8,9.1,,20.9,16.8
207.0,32.8,9.0,,20.9,16.8
207.25,32.5,8.9,,20.7,16.7
207.5,32.5,9.0,,20.7,16.6
207.75,32.2,8.8,,20.5,16.6
208.0,32.1,8.9,,20.5,16.4
208.25,32.6,8.8,,20.7,16.8
208.5,32.5,8.9,,20.7,16.7
208.75,32.0,8.8,,20.4,16.4
209.0,32.2,8.8,,20.5,16.5
209.25,32.1,8.7,,20.4,16.6
209.5,32.2,8.8,,20.5,16.6
209.75,31.4,8.7,,20.1,16.1
210.0,31.8,8.8,,20.3,16.2
210.25,31.6,8.7,,20.1,16.2
210.5,31.6,8.6,,20.1,16.2
210.75,31.2,8.7,,19.9,15.9
211.0,31.6,8.7,,20.1,16.2
211.25,31.1,8.7,,19.9,15.8
211.5,31.3,8.6,,20.0,16.1
211.75,31.2,8.6,,19.9,16.0
212.0,30.6,8.6,,19.6,15.6
212.25,30.6,8.5,,19.5,15.6
212.5,30.4,8.5,,19.5,15.5
212.75,30.3,8.5,,19.4,15.4
213.0,30.5,8.5,,19.5,15.6
213.25,30.4,8.5,,19.5,15.5
213.5,30.4,8.6,,19.5,15.5
213.75,30.3,8.5,,19.4,15.4
214.0,30.2,8.5,,19.3,15.3
214.25,30.2,8.5,,19.4,15.3
214.5,30.1,8.5,,19.3,15.3
214.75,29.8,8.5,,19.1,15.1
215.0,29.5,8.6,,19.0,14.8
215.25,29.6,8.5,,19.0,14.9
215.5,29.2,8.7,,18.9,14.5
215.75,29.5,8.5,,19.0,14.9
216.0,29.1,8.4,,18.7,14.6
216.25,29.1,8.5,,18.8,14.6
216.5,29.0,8.4,,18.7,14.6
216.75,29.1,8.4,,18.7,14.7
217.0,28.9,8.4,,18.6,14.5
217.25,29.0,8.3,,18.6,14.6
217.5,28.6,8.3,,18.4,14.3
217.75,28.7,8.3,,18.5,14.4
218.0,28.3,8.3,,18.3,14.1
218.25,28.1,8.1,,18.1,14.1
218.5,28.2,8.1,,18.2,14.2
218.75,27.7,8.3,,18.0,13.7
219.0,27.4,8.3,,17.8,13.5
219.25,27.5,8.3,,17.9,13.6
219.5,27.4,8.3,,17.8,13.5
219.75,27.7,8.3,,18.0,13.7
220.0,27.1,8.1,,17.6,13.5
220.25,27.2,8.1,,17.7,13.5
220.5,27.2,8.2,,17.7,13.4
220.75,26.7,8.2,,17.5,13.1
221.0,26.9,8.0,,17.5,13.3
221.25,26.5,8.2,,17.3,12.9
221.5,26.5,8.1,,17.3,13.0
221.75,26.5,8.2,,17.3,13.0
222.0,26.1,8.3,,17.2,12.6
222.25,25.9,8.2,,17.0,12.5
222.5,26.3,8.2,,17.3,12.8
222.75,25.5,8.1,,16.8,12.3
223.0,25.5,7.9,,16.7,12.5
223.25,25.5,7.8,,16.6,12.5
223.5,25.1,7.7,,16.4,12.3
223.75,25.2,7.8,,16.5,12.3
224.0,24.6,7.8,,16.2,11.9
224.25,25.0,7.8,,16.4,12.2
224.5,24.9,7.8,,16.3,12.1
224.75,25.0,8.0,,16.5,12.0
225.0,24.5,7.9,,16.2,11.7
225.25,24.3,8.0,,16.1,11.5
225.5,24.3,7.9,,16.1,11.6
225.75,24.2,7.9,,16.1,11.5
226.0,24.0,8.0,,16.0,11.3
226.25,23.8,8.0,,15.9,11.1
226.5,23.8,8.0,,15.9,11.2
226.75,23.9,8.0,,16.0,11.2
227.0,23.8,8.0,,15.9,11.1
227.25,23.4,8.0,,15.7,10.9
227.5,23.3,8.1,,15.7,10.7
227.75,23.0,8.1,,15.6,10.6
228.0,23.0,8.2,,15.6,10.4
228.25,22.9,8.3,,15.6,10.3
228.5,22.7,8.3,,15.5,10.2
228.75,22.4,8.4,,15.4,9.8
229.0,22.3,8.5,,15.4,9.7
229.25,21.9,8.7,,15.3,9.4
229.5,21.9,8.6,,15.2,9.4
229.75,21.9,8.5,,15.2,9.5
230.0,22.2,8.6,,15.4,9.7
230.25,21.8,8.7,,15.2,9.3
230.5,21.6,8.6,,15.1,9.2
230.75,21.4,8.7,,15.1,9.0
231.0,21.3,8.7,,15.0,8.9
231.25,21.3,8.8,,15.0,8.9
231.5,21.5,9.1,,15.3,8.8
231.75,21.0,9.1,,15.0,8.5
232.0,21.1,9.3,,15.2,8.3
232.25,21.1,9.3,,15.2,8.4
232.5,21.4,9.3,,15.4,8.6
232.75,21.2,9.5,,15.3,8.3
233.0,21.2,9.4,,15.3,8.3
233.25,21.2,9.5,,15.4,8.3
233.5,20.9,9.6,,15.3,8.0
233.75,21.1,9.6,,15.4,8.2
234.0,20.9,9.7,,15.3,7.9
234.25,20.8,9.7,,15.2,7.9
234.5,20.7,9.7,,15.2,7.8
234.75,20.3,9.8,,15.1,7.5
235.0,20.4,9.8,,15.1,7.5
235.25,20.5,9.7,,15.1,7.6
235.5,20.4,9.9,,15.1,7.4
235.75,20.3,9.8,,15.1,7.4
236.0,20.0,9.8,,14.9,7.2
236.25,20.3,9.9,,15.1,7.3
236.5,19.9,9.9,,14.9,7.1
236.75,19.8,10.0,,14.9,6.9
237.0,19.6,9.8,,14.7,7.0
237.25,19.6,9.9,,14.8,6.8
237.5,19.6,9.8,,14.7,6.9
237.75,19.2,9.6,,14.4,6.8
238.0,19.1,9.7,,14.4,6.6
238.25,19.2,9.8,,14.5,6.6
238.5,19.0,9.6,,14.3,6.6
238.75,19.1,9.6,,14.4,6.7
239.0,19.1,9.6,,14.3,6.7
239.25,18.8,9.6,,14.2,6.5
239.5,18.9,9.5,,14.2,6.7
239.75,18.8,9.4,,14.1,6.6
240.0,18.9,9.4,,14.1,6.7
240.25,18.6,9.5,,14.1,6.5
240.5,18.8,9.5,,14.2,6.6
240.75,18.8,9.5,,14.1,6.5
241.0,18.8,9.5,,14.1,6.6
241.25,18.6,9.4,,14.0,6.5
241.5,18.6,9.4,,14.0,6.5
241.75,18.4,9.4,,13.9,6.4
242.0,18.7,9.3,,14.0,6.6
242.25,18.6,9.3,,14.0,6.6
242.5,18.8,9.3,,14.1,6.7
242.75,18.5,9.4,,13.9,6.4
243.0,18.3,9.3,,13.8,6.3
243.25,18.2,9.3,,13.7,6.3
243.5,18.0,9.3,,13.7,6.2
243.75,17.9,9.3,,13.6,6.1
244.0,17.7,9.3,,13.5,5.9
244.25,17.3,9.3,,13.3,5.6
244.5,17.3,9.4,,13.3,5.6
244.75,17.3,9.3,,13.3,5.6
245.0,17.0,9.4,,13.2,5.4
245.25,17.1,9.3,,13.2,5.5
245.5,16.8,9.3,,13.1,5.3
245.75,16.5,9.3,,12.9,5.1
246.0,16.6,9.4,,13.0,5.1
246.25,16.6,9.3,,12.9,5.1
246.5,16.4,9.3,,12.9,5.0
246.75,16.4,9.3,,12.8,5.0
247.0,16.1,9.3,,12.7,4.8
247.25,16.0,9.3,,12.7,4.7
247.5,16.0,9.3,,12.7,4.7
247.75,15.9,9.3,,12.6,4.7
248.0,15.7,9.5,,12.6,4.3
248.25,15.6,9.5,,12.5,4.3
248.5,15.4,9.3,,12.3,4.3
248.75,15.5,9.2,,12.3,4.4
249.0,15.3,9.4,,12.3,4.2
249.25,15.3,9.4,,12.4,4.2
249.5,15.1,9.3,,12.2,4.1
249.75,15.2,9.3,,12.2,4.1
250.0,14.9,9.3,,12.1,4.0
250.25,15.2,9.4,,12.3,4.1
250.5,15.1,9.3,,12.2,4.1
250.75,15.1,9.3,,12.2,4.1
251.0,14.9,9.4,,12.2,3.9
251.25,14.9,9.3,,12.1,3.9
251.5,14.9,9.3,,12.1,3.9
251.75,14.8,9.1,,12.0,4.0
252.0,14.7,9.0,,11.9,4.1
252.25,14.5,9.0,,11.8,3.9
252.5,14.5,8.9,,11.7,3.9
252.75,14.4,8.8,,11.6,3.9
253.0,14.3,8.8,,11.6,3.8
253.25,14.0,9.0,,11.5,3.6
253.5,14.1,8.8,,11.5,3.8
253.75,14.3,8.8,,11.5,3.9
254.0,14.0,8.8,,11.4,3.7
254.25,13.8,8.8,,11.3,3.6
254.5,13.9,8.8,,11.3,3.6
254.75,13.7,8.7,,11.2,3.5
255.0,14.0,8.7,,11.4,3.8
255.25,13.8,8.6,,11.2,3.7
255.5,13.7,8.8,,11.3,3.5
255.75,13.9,8.6,,11.2,3.7
256.0,13.7,8.6,,11.1,3.6
256.25,13.9,8.7,,11.3,3.7
256.5,13.7,8.7,,11.2,3.6
256.75,13.8,8.6,,11.2,3.7
257.0,13.7,8.6,,11.1,3.6
257.25,13.5,8.6,,11.0,3.4
257.5,13.5,8.6,,11.0,3.5
257.75,13.4,8.5,,11.0,3.4
258.0,13.4,8.6,,11.0,3.4
258.25,13.1,8.5,,10.8,3.2
258.5,13.1,8.5,,10.8,3.3
258.75,13.1,8.5,,10.8,3.3
259.0,13.0,8.4,,10.7,3.2
259.25,12.8,8.5,,10.6,3.0
259.5,12.9,8.2,,10.6,3.3
259.75,12.8,8.2,,10.5,3.3
260.0,12.7,8.0,,10.4,3.3
260.25,12.7,7.9,,10.3,3.4
260.5,12.7,7.8,,10.3,3.5
260.75,12.7,7.8,,10.3,3.5
261.0,12.6,7.6,,10.1,3.6
261.25,12.6,7.5,,10.1,3.6
261.5,12.6,7.6,,10.1,3.5
261.75,12.7,7.6,,10.2,3.6
262.0,12.5,7.8,,10.1,3.3
262.25,12.5,7.8,,10.2,3.3
262.5,12.6,7.8,,10.2,3.4
262.75,12.7,7.7,,10.2,3.5
263.0,12.4,7.9,,10.2,3.2
263.25,12.6,7.9,,10.2,3.3
263.5,12.4,7.9,,10.2,3.2
263.75,12.2,8.0,,10.1,3.0
264.0,12.1,8.0,,10.0,2.9
264.25,12.1,8.0,,10.0,2.8
264.5,11.9,8.0,,10.0,2.8
264.75,11.9,8.2,,10.1,2.7
265.0,11.8,8.1,,9.9,2.7
265.25,11.7,8.0,,9.9,2.6
265.5,11.8,8.0,,9.9,2.7
265.75,11.7,8.1,,9.9,2.6
266.0,11.5,8.2,,9.8,2.4
266.25,11.9,8.1,,10.0,2.7
266.5,12.1,8.0,,10.1,2.9
266.75,12.2,8.2,,10.2,2.8
267.0,12.5,8.2,,10.3,3.0
267.25,12.5,8.3,,10.4,3.0
267.5,12.7,8.4,,10.5,3.1
267.75,12.7,8.5,,10.6,3.0
268.0,12.9,8.6,,10.8,3.1
268.25,12.5,8.7,,10.6,2.7
268.5,12.8,8.7,,10.7,2.9
268.75,12.9,8.9,,10.9,2.8
269.0,12.8,8.9,,10.9,2.8
269.25,12.8,9.0,,10.9,2.7
269.5,12.8,9.1,,10.9,2.6
269.75,12.7,9.2,,10.9,2.5
270.0,13.0,9.2,,11.1,2.7
270.25,12.9,9.3,,11.1,2.5
270.5,12.8,9.3,,11.0,2.5
270.75,12.7,9.4,,11.0,2.3
271.0,12.8,9.4,,11.1,2.4
271.25,12.7,9.4,,11.0,2.3
271.5,12.7,9.4,,11.1,2.3
271.75,12.7,9.5,,11.1,2.3
272.0,12.6,9.5,,11.1,2.2
272.25,12.7,9.5,,11.1,2.3
272.5,12.8,9.6,,11.2,2.3
272.75,12.8,9.5,,11.1,2.3
273.0,12.7,9.5,,11.1,2.3
273.25,12.7,9.6,,11.1,2.2
273.5,12.9,9.5,,11.2,2.4
273.75,12.9,9.7,,11.3,2.2
274.0,12.7,9.6,,11.2,2.2
274.25,12.7,9.7,,11.2,2.1
274.5,12.7,9.7,,11.2,2.1
274.75,12.6,9.6,,11.1,2.1
275.0,12.7,9.6,,11.2,2.2
275.25,12.5,9.5,,11.0,2.1
275.5,12.6,9.5,,11.1,2.1
275.75,12.4,9.7,,11.0,2.0
276.0,12.8,9.7,,11.2,2.2
276.25,12.6,9.6,,11.1,2.1
276.5,12.3,9.7,,11.0,1.9
276.75,12.2,9.6,,10.9,1.8
277.0,12.1,9.6,,10.9,1.8
277.25,12.2,9.6,,10.9,1.8
277.5,12.0,9.6,,10.8,1.7
277.75,12.0,9.6,,10.8,1.7
278.0,12.0,9.5,,10.7,1.8
278.25,11.9,9.5,,10.7,1.7
278.5,11.9,9.5,,10.7,1.7
278.75,12.0,9.6,,10.8,1.7
279.0,11.7,9.6,,10.7,1.5
279.25,11.9,9.7,,10.8,1.5
279.5,11.9,9.5,,10.7,1.7
279.75,11.8,9.7,,10.7,1.5
280.0,11.4,9.5,,10.5,1.4
280.25,11.8,9.5,,10.6,1.6
280.5,11.7,9.6,,10.6,1.5
280.75,11.7,9.5,,10.6,1.6
281.0,11.9,9.5,,10.7,1.7
281.25,11.6,9.5,,10.6,1.5
281.5,11.8,9.6,,10.7,1.6
281.75,11.8,9.6,,10.7,1.6
282.0,12.0,9.5,,10.7,1.7
282.25,12.0,9.4,,10.7,1.8
282.5,12.1,9.5,,10.8,1.8
282.75,12.0,9.6,,10.8,1.7
283.0,11.9,9.5,,10.7,1.7
283.25,12.2,9.5,,10.8,1.9
283.5,12.0,9.5,,10.7,1.7
283.75,12.0,9.5,,10.7,1.8
284.0,11.9,9.8,,10.8,1.5
284.25,11.8,9.6,,10.7,1.6
284.5,11.9,9.5,,10.7,1.7
284.75,11.8,9.5,,10.6,1.6
285.0,11.8,9.6,,10.7,1.5
285.25,11.6,9.8,,10.7,1.3
285.5,11.6,9.6,,10.6,1.4
285.75,11.6,9.5,,10.6,1.5
286.0,11.6,9.6,,10.6,1.4
286.25,11.7,9.6,,10.7,1.5
286.5,11.6,9.6,,10.6,1.5
286.75,11.7,9.6,,10.7,1.5
287.0,11.7,9.6,,10.6,1.5
287.25,11.7,9.5,,10.6,1.6
287.5,11.5,9.6,,10.6,1.4
287.75,11.6,9.6,,10.6,1.4
288.0,11.6,9.5,,10.6,1.5
288.25,11.5,9.5,,10.5,1.4
288.5,11.7,9.6,,10.6,1.5
288.75,11.8,9.6,,10.7,1.6
289.0,11.6,9.6,,10.6,1.4
289.25,11.6,9.5,,10.5,1.5
289.5,11.6,9.5,,10.5,1.5
289.75,11.5,9.6,,10.5,1.3
290.0,11.4,9.5,,10.5,1.4
290.25,11.3,9.5,,10.4,1.3
290.5,11.5,9.6,,10.5,1.3
290.75,11.4,9.6,,10.5,1.3
291.0,11.3,9.6,,10.5,1.2
291.25,11.3,9.7,,10.5,1.1
291.5,11.4,9.5,,10.5,1.4
291.75,11.5,9.5,,10.5,1.4
292.0,11.3,9.7,,10.5,1.2
292.25,11.4,9.5,,10.5,1.3
292.5,11.2,9.6,,10.4,1.1
292.75,11.3,9.6,,10.5,1.3
293.0,11.2,9.6,,10.4,1.2
293.25,11.2,9.6,,10.4,1.2
293.5,11.2,9.5,,10.4,1.2
293.75,11.4,9.5,,10.4,1.4
294.0,11.2,9.6,,10.4,1.2
294.25,11.2,9.6,,10.4,1.1
294.5,10.9,9.6,,10.2,1.0
294.75,10.9,9.6,,10.2,0.9
295.0,10.9,9.5,,10.2,1.0
295.25,10.7,9.5,,10.1,0.8
295.5,10.7,9.6,,10.1,0.8
295.75,10.6,9.6,,10.1,0.7
296.0,10.5,9.6,,10.0,0.7
296.25,10.5,9.5,,10.0,0.7
296.5,10.4,9.5,,10.0,0.7
296.75,10.6,9.4,,10.0,0.8
297.0,10.6,9.6,,10.1,0.7
297.25,10.9,9.5,,10.2,1.0
297.5,10.8,9.5,,10.2,0.9
297.75,10.8,9.8,,10.3,0.7
298.0,10.8,9.7,,10.3,0.7
298.25,10.9,9.9,,10.4,0.7
298.5,10.7,10.0,,10.3,0.5
298.75,11.0,10.1,,10.5,0.6
299.0,11.0,10.0,,10.5,0.7
299.25,11.1,10.1,,10.6,0.7
299.5,11.2,10.2,,10.7,0.7
299.75,11.0,10.1,,10.6,0.7
300.0,11.1,10.2,,10.6,0.7
300.25,11.0,10.3,,10.7,0.4
300.5,11.2,10.3,,10.8,0.6
300.75,11.1,10.6,,10.8,0.3
301.0,11.1,10.7,,10.9,0.3
301.25,11.1,10.7,,10.9,0.3
301.5,11.1,10.6,,10.9,0.3
301.75,11.2,10.8,,11.0,0.3
302.0,11.0,11.0,,11.0,0.1
302.25,11.2,11.0,,11.1,0.1
302.5,11.1,11.2,,11.2,0.1
302.75,11.2,11.1,,11.2,0.0
303.0,11.1,11.2,,11.1,0.1
303.25,11.0,11.3,,11.2,0.2
