Names,HIPS_R1,HIPS_R2,HIPS_R3,Mean,Std. Dev.
1185,109.8,,482.9,296.3,263.8
1186,105.1,,476.8,291.0,262.8
1187,101.1,,461.2,281.2,254.6
1188,96.6,,457.7,277.1,255.3
1189,94.4,,455.1,274.8,255.0
1190,89.5,,447.8,268.7,253.4
1191,87.2,,431.4,259.3,243.4
1192,85.0,,422.2,253.6,238.5
1193,80.9,,414.5,247.7,235.9
1194,79.8,,407.9,243.8,232.0
1195,76.0,,395.1,235.5,225.6
1196,74.6,,385.6,230.1,219.9
1197,71.4,,380.2,225.8,218.3
1198,69.1,,365.9,217.5,209.9
1199,68.2,,362.4,215.3,208.0
1200,65.6,,349.9,207.7,201.1
1201,62.5,,342.8,202.6,198.2
1202,61.1,,332.5,196.8,191.9
1203,60.0,,322.9,191.5,185.9
1204,57.9,,314.9,186.4,181.7
1205,56.8,,301.0,178.9,172.7
1206,55.2,,286.1,170.7,163.2
1207,52.8,,277.9,165.4,159.1
1208,51.7,,270.5,161.1,154.7
1209,49.6,,260.7,155.2,149.3
1210,48.2,,249.0,148.6,142.0
1211,47.0,,234.8,140.9,132.8
1212,45.7,,225.7,135.7,127.2
1213,44.2,,216.0,130.1,121.5
1214,43.6,,206.1,124.8,114.9
1215,42.2,,195.9,119.1,108.7
1216,40.9,,183.7,112.3,101.0
1217,39.4,,176.4,107.9,96.9
1218,39.3,,165.7,102.5,89.4
1219,38.2,,157.8,98.0,84.6
1220,37.7,,150.3,94.0,79.7
1221,36.4,,140.8,88.6,73.8
1222,35.7,,134.5,85.1,69.9
1223,34.7,,129.3,82.0,66.9
1224,34.7,,124.4,79.6,63.5
1225,34.0,,115.6,74.8,57.7
1226,33.0,,112.1,72.6,55.9
1227,32.6,,108.5,70.6,53.7
1228,31.6,,100.7,66.2,48.8
1229,30.7,,98.2,64.4,47.7
1230,30.8,,94.1,62.4,44.8
1231,29.5,,90.1,59.8,42.9
1232,29.4,,87.9,58.7,41.4
1233,29.0,,83.7,56.4,38.7
1234,28.3,,80.8,54.6,37.1
1235,28.2,,77.7,52.9,35.0
1236,27.4,,75.2,51.3,33.8
1237,27.3,,73.1,50.2,32.3
1238,27.0,,69.8,48.4,30.3
1239,26.6,,66.5,46.5,28.2
1240,26.3,,63.8,45.0,26.5
1241,26.6,,60.9,43.8,24.3
1242,25.9,,58.1,42.0,22.7
1243,25.4,,53.6,39.5,20.0
1244,25.4,,53.6,39.5,19.9
1245,25.2,,52.3,38.7,19.2
1246,24.5,,49.7,37.1,17.8
1247,24.2,,48.1,36.2,16.9
1248,24.0,,45.7,34.8,15.4
1249,23.7,,44.7,34.2,14.8
1250,24.0,,42.6,33.3,13.2
1251,23.5,,40.8,32.1,12.2
1252,22.7,,39.3,31.0,11.7
1253,22.6,,37.2,29.9,10.3
1254,22.7,,36.4,29.5,9.7
1255,21.7,,,21.7,
1256,21.0,,,21.0,
1257,20.7,,,20.7,
1258,20.2,,,20.2,
1259,19.9,,,19.9,
1260,19.7,,,19.7,
1261,19.2,,,19.2,
1262,18.7,,,18.7,
1263,18.5,,,18.5,
1264,18.2,,,18.2,
1265,17.6,,,17.6,
1266,17.4,,,17.4,
1267,17.0,,,17.0,
1268,16.7,,,16.7,
1269,16.2,,,16.2,
1270,16.1,,,16.1,
1271,15.6,,,15.6,
1272,15.1,,,15.1,
1273,14.7,,,14.7,
1274,14.2,,,14.2,
1275,13.9,,,13.9,
1276,13.4,,,13.4,
1277,13.3,,,13.3,
1278,12.9,,,12.9,
1279,12.5,,,12.5,
1280,12.1,,,12.1,
1281,11.8,,,11.8,
1282,11.8,,,11.8,
1283,11.4,,,11.4,
1284,10.8,,,10.8,
1285,10.3,,,10.3,
1286,10.1,,,10.1,
1287,9.9,,,9.9,
1288,9.6,,,9.6,
1289,9.4,,,9.4,
1290,9.1,,,9.1,
1291,8.9,,,8.9,
1292,8.6,,,8.6,
1293,8.2,,,8.2,
1294,8.2,,,8.2,
1295,7.8,,,7.8,
1296,7.4,,,7.4,
1297,7.1,,,7.1,
1298,7.0,,,7.0,
1299,6.7,,,6.7,
1300,6.5,,,6.5,
1301,6.3,,,6.3,
1302,5.9,,,5.9,
1303,5.8,,,5.8,
1304,5.6,,,5.6,
1305,5.3,,,5.3,
1306,5.0,,,5.0,
1307,4.9,,,4.9,
1308,4.7,,,4.7,
1309,4.5,,,4.5,
1310,4.3,,,4.3,
1311,4.1,,,4.1,
1312,4.1,,,4.1,
1313,3.9,,,3.9,
1314,3.7,,,3.7,
1315,3.6,,,3.6,
1316,3.4,,,3.4,
1317,3.2,,,3.2,
1318,3.0,,,3.0,
1319,3.0,,,3.0,
1320,2.9,,,2.9,
1321,2.7,,,2.7,
1322,2.5,,,2.5,
1323,2.4,,,2.4,
1324,2.2,,,2.2,
1325,2.0,,,2.0,
1326,1.9,,,1.9,
1327,1.8,,,1.8,
1328,1.6,,,1.6,
1329,1.4,,,1.4,
1330,1.2,,,1.2,
1331,1.0,,,1.0,
1332,0.9,,,0.9,
1333,0.8,,,0.8,
1334,0.7,,,0.7,
1335,0.6,,,0.6,
1336,0.5,,,0.5,
1337,0.4,,,0.4,
