Time after Ignition,Nylon_Carpet_High_Pile_R1,Nylon_Carpet_High_Pile_R2,Nylon_Carpet_High_Pile_R3,Mean,Std. Dev.
144.0,208.4,210.8,236.8,218.7,15.8
144.25,208.0,209.3,233.6,217.0,14.4
144.5,207.0,207.5,231.9,215.5,14.2
144.75,206.4,209.2,235.6,217.1,16.1
145.0,204.5,206.5,237.9,216.3,18.7
145.25,209.5,209.4,234.2,217.7,14.3
145.5,207.9,208.4,232.5,216.3,14.0
145.75,208.8,209.3,231.3,216.5,12.9
146.0,206.3,210.2,231.0,215.8,13.3
146.25,206.8,204.4,232.0,214.4,15.3
146.5,205.5,206.5,230.9,214.3,14.4
146.75,205.5,208.3,230.4,214.8,13.6
147.0,203.7,205.0,228.5,212.4,14.0
147.25,205.5,205.5,226.3,212.4,12.0
147.5,207.3,205.4,230.4,214.3,13.9
147.75,204.0,207.0,228.1,213.0,13.1
148.0,205.1,207.7,231.0,214.6,14.3
148.25,202.2,203.5,232.8,212.8,17.3
148.5,202.8,205.0,230.5,212.8,15.4
148.75,199.8,204.6,225.7,210.0,13.8
149.0,202.5,202.1,228.6,211.1,15.2
149.25,201.9,204.6,228.8,211.8,14.8
149.5,200.2,203.2,229.5,211.0,16.1
149.75,198.4,202.5,224.6,208.5,14.1
150.0,198.1,203.9,227.2,209.7,15.4
150.25,199.9,207.2,226.6,211.2,13.8
150.5,199.6,202.2,227.9,209.9,15.6
150.75,199.5,201.2,223.9,208.2,13.6
151.0,195.8,201.1,231.4,209.4,19.2
151.25,195.7,199.8,227.3,207.6,17.2
151.5,196.4,205.3,228.7,210.2,16.7
151.75,196.9,201.0,226.0,208.0,15.7
152.0,196.5,203.1,222.9,207.5,13.8
152.25,194.2,204.5,225.1,207.9,15.7
152.5,190.7,204.3,229.2,208.1,19.6
152.75,194.1,201.1,221.0,205.4,14.0
153.0,191.6,201.5,224.3,205.8,16.7
153.25,192.5,202.1,224.3,206.3,16.3
153.5,191.7,199.3,227.5,206.2,18.8
153.75,189.8,204.8,218.7,204.4,14.5
154.0,187.7,202.7,221.5,204.0,16.9
154.25,192.5,201.3,223.9,205.9,16.2
154.5,187.8,203.3,221.9,204.3,17.1
154.75,183.8,200.1,220.2,201.4,18.2
155.0,185.8,193.5,219.3,199.5,17.6
155.25,184.1,200.5,215.1,199.9,15.5
155.5,186.3,198.4,220.2,201.6,17.2
155.75,182.9,197.9,219.0,199.9,18.1
156.0,187.2,197.6,217.3,200.7,15.3
156.25,182.5,196.8,221.0,200.1,19.5
156.5,179.8,199.6,221.3,200.2,20.8
156.75,180.5,198.0,218.7,199.1,19.1
157.0,181.3,194.3,219.8,198.5,19.6
157.25,179.9,195.5,217.4,197.6,18.8
157.5,178.3,198.6,219.3,198.7,20.5
157.75,177.8,195.9,218.5,197.4,20.4
158.0,178.1,196.9,217.5,197.5,19.7
158.25,177.4,198.2,218.3,198.0,20.4
158.5,174.1,198.2,216.8,196.3,21.4
158.75,171.4,196.6,219.2,195.8,23.9
159.0,173.9,195.2,218.6,195.9,22.3
159.25,172.5,196.1,220.2,196.3,23.9
159.5,170.2,196.4,215.7,194.1,22.8
159.75,167.4,194.7,216.3,192.8,24.5
160.0,170.5,197.4,214.2,194.0,22.1
160.25,167.8,196.2,216.7,193.5,24.5
160.5,166.1,195.3,219.6,193.7,26.8
160.75,164.5,193.1,218.0,191.9,26.8
161.0,164.4,196.5,215.4,192.1,25.8
161.25,162.8,197.7,215.3,191.9,26.7
161.5,161.9,194.7,215.8,190.8,27.2
161.75,163.5,192.6,214.3,190.1,25.4
162.0,162.8,192.7,212.4,189.3,25.0
162.25,159.5,192.7,212.0,188.1,26.6
162.5,159.7,191.5,214.0,188.4,27.2
162.75,156.6,191.4,208.5,185.5,26.5
163.0,155.6,196.3,209.0,187.0,27.9
163.25,153.7,197.6,209.8,187.0,29.5
163.5,153.7,191.9,210.1,185.2,28.8
163.75,152.9,194.9,209.1,185.6,29.2
164.0,151.3,192.3,209.8,184.5,30.0
164.25,149.7,192.4,205.9,182.7,29.3
164.5,150.9,192.7,206.8,183.5,29.0
164.75,152.2,194.0,205.8,184.0,28.1
165.0,151.3,191.9,206.5,183.2,28.6
165.25,149.8,190.3,202.9,181.0,27.7
165.5,148.9,191.1,207.3,182.4,30.2
165.75,147.3,195.9,204.4,182.5,30.8
166.0,146.3,194.7,204.8,181.9,31.3
166.25,147.4,191.2,204.9,181.2,30.1
166.5,146.6,191.8,202.2,180.2,29.6
166.75,143.7,188.3,203.8,178.6,31.2
167.0,143.1,193.3,201.7,179.4,31.7
167.25,145.1,191.8,197.4,178.1,28.7
167.5,141.8,191.3,199.4,177.5,31.2
167.75,143.8,191.0,197.5,177.4,29.3
168.0,141.7,192.3,199.3,177.8,31.4
168.25,139.4,187.5,198.1,175.0,31.3
168.5,138.4,186.5,198.9,174.6,32.0
168.75,138.3,189.4,193.7,173.8,30.9
169.0,139.9,188.8,196.0,174.9,30.6
169.25,137.1,187.4,196.8,173.8,32.1
169.5,137.1,186.7,193.0,172.2,30.6
169.75,136.7,185.3,192.0,171.3,30.2
170.0,132.9,185.6,190.5,169.7,32.0
170.25,133.4,186.8,190.9,170.4,32.1
170.5,133.4,183.4,189.4,168.7,30.7
170.75,133.0,187.1,190.1,170.1,32.1
171.0,133.7,185.3,194.1,171.0,32.7
171.25,133.0,187.7,192.2,171.0,33.0
171.5,133.1,184.0,190.5,169.2,31.4
171.75,132.1,182.2,184.7,166.3,29.7
172.0,131.0,184.2,187.0,167.4,31.5
172.25,136.1,181.5,188.3,168.6,28.3
172.5,130.8,186.1,186.1,167.7,31.9
172.75,131.1,182.8,188.0,167.3,31.5
173.0,131.7,179.9,186.6,166.1,30.0
173.25,130.3,185.6,185.6,167.2,31.9
173.5,129.9,181.7,187.0,166.2,31.6
173.75,130.1,183.5,185.6,166.4,31.5
174.0,128.3,182.9,185.3,165.5,32.2
174.25,129.6,181.3,184.6,165.2,30.9
174.5,129.6,180.6,181.5,163.9,29.7
174.75,129.6,180.3,184.6,164.8,30.6
175.0,127.3,180.9,184.7,164.3,32.1
175.25,126.4,181.0,181.0,162.8,31.5
175.5,125.6,179.2,181.6,162.1,31.6
175.75,127.7,178.0,180.9,162.2,29.9
176.0,126.8,179.8,183.2,163.3,31.6
176.25,123.6,176.8,177.4,159.3,30.9
176.5,124.0,180.5,178.4,161.0,32.0
176.75,123.9,177.5,179.6,160.4,31.6
177.0,123.8,177.4,179.9,160.4,31.7
177.25,122.2,176.5,181.1,159.9,32.7
177.5,122.6,176.0,180.2,159.6,32.2
177.75,121.4,175.9,178.0,158.4,32.0
178.0,121.1,177.3,178.5,158.9,32.8
178.25,120.0,176.8,178.1,158.3,33.2
178.5,119.6,174.4,177.0,157.0,32.4
178.75,118.1,175.7,179.8,157.9,34.5
179.0,118.4,175.9,177.2,157.2,33.6
179.25,116.9,175.4,178.4,156.9,34.7
179.5,116.0,174.6,177.6,156.1,34.7
179.75,117.0,174.2,177.3,156.1,34.0
180.0,113.8,178.6,176.7,156.4,36.9
180.25,115.5,176.4,180.3,157.4,36.3
180.5,114.3,175.1,177.1,155.5,35.7
180.75,113.6,173.8,176.8,154.7,35.7
181.0,113.0,171.9,179.6,154.8,36.4
181.25,113.0,174.1,174.7,154.0,35.4
181.5,112.7,174.5,175.1,154.1,35.9
181.75,113.8,172.4,173.2,153.1,34.1
182.0,111.0,173.7,175.3,153.3,36.7
182.25,110.5,171.6,174.3,152.1,36.1
182.5,110.7,172.7,173.3,152.2,35.9
182.75,109.0,174.8,172.8,152.2,37.4
183.0,108.3,174.7,172.7,151.9,37.8
183.25,108.0,172.3,172.4,150.9,37.2
183.5,107.0,171.2,173.0,150.4,37.6
183.75,106.7,173.7,171.3,150.6,38.0
184.0,107.6,173.4,171.6,150.9,37.5
184.25,105.3,174.6,171.1,150.3,39.0
184.5,104.5,170.4,169.3,148.1,37.7
184.75,103.0,172.0,170.5,148.5,39.4
185.0,103.2,173.6,170.7,149.2,39.8
185.25,103.0,172.2,168.0,147.8,38.8
185.5,101.6,171.9,169.5,147.7,39.9
185.75,100.5,170.9,168.6,146.7,40.0
186.0,102.1,170.4,165.3,146.0,38.1
186.25,101.9,172.3,167.4,147.2,39.3
186.5,99.4,172.0,168.2,146.5,40.9
186.75,99.8,171.5,166.5,145.9,40.0
187.0,99.0,170.6,164.8,144.8,39.8
187.25,99.2,168.8,167.0,145.0,39.7
187.5,97.2,175.0,167.3,146.5,42.9
187.75,96.5,169.6,163.5,143.2,40.5
188.0,96.7,168.2,166.3,143.7,40.8
188.25,93.9,171.8,165.2,143.6,43.2
188.5,95.0,173.4,164.2,144.2,42.9
188.75,93.5,168.8,160.5,140.9,41.3
189.0,92.0,170.6,163.4,142.0,43.5
189.25,90.2,172.4,162.1,141.6,44.8
189.5,89.4,169.9,161.0,140.1,44.1
189.75,87.8,171.6,157.9,139.1,44.9
190.0,86.8,169.5,161.3,139.2,45.6
190.25,83.3,169.3,157.9,136.8,46.7
190.5,83.2,171.2,157.4,137.3,47.3
190.75,81.9,170.1,160.1,137.4,48.3
191.0,80.6,167.7,160.5,136.3,48.3
191.25,79.0,169.0,157.0,135.0,48.8
191.5,77.9,169.7,155.9,134.5,49.5
191.75,77.8,169.1,156.1,134.3,49.4
192.0,75.0,168.6,154.8,132.8,50.5
192.25,74.1,167.5,155.1,132.2,50.7
192.5,72.9,168.9,153.0,131.6,51.5
192.75,72.6,167.5,154.8,131.6,51.5
193.0,72.1,168.6,153.9,131.6,52.0
193.25,71.2,165.9,150.8,129.3,50.9
193.5,69.7,167.8,150.8,129.4,52.4
193.75,67.8,166.2,151.3,128.5,53.0
194.0,67.5,171.0,149.3,129.3,54.6
194.25,65.5,166.5,150.4,127.5,54.3
194.5,64.6,166.2,151.0,127.3,54.8
194.75,63.9,168.2,151.9,128.0,56.1
195.0,63.9,166.9,151.0,127.3,55.5
195.25,62.2,165.1,150.6,125.9,55.7
195.5,59.9,165.9,149.8,125.2,57.1
195.75,59.4,164.9,146.7,123.7,56.4
196.0,58.0,164.3,146.6,123.0,57.0
196.25,57.5,165.8,148.7,124.0,58.3
196.5,55.6,166.3,147.7,123.2,59.3
196.75,54.3,165.7,148.6,122.9,60.0
197.0,52.7,163.5,144.5,120.2,59.3
197.25,50.2,164.0,148.2,120.8,61.6
197.5,48.2,164.1,146.3,119.6,62.4
197.75,45.8,163.2,141.4,116.8,62.4
198.0,44.6,164.6,146.0,118.4,64.6
198.25,43.4,163.8,147.2,118.1,65.3
198.5,42.4,163.8,146.4,117.5,65.7
198.75,41.2,164.4,144.7,116.8,66.2
199.0,39.6,163.9,143.2,115.6,66.6
199.25,37.9,165.8,142.9,115.5,68.2
199.5,37.6,164.1,141.5,114.4,67.5
199.75,36.5,161.3,144.8,114.2,67.8
200.0,34.5,158.9,143.6,112.3,67.8
