Time after Ignition,LDPE_R1,LDPE_R2,LDPE_R3,Mean,Std. Dev.
143.25,1012.8,1207.9,1100.9,1107.2,97.7
143.5,1039.5,1215.4,1092.7,1115.9,90.2
143.75,1071.6,1211.6,1133.7,1139.0,70.2
144.0,1052.7,1362.1,1022.2,1145.7,188.1
144.25,1015.9,1329.4,1139.1,1161.5,157.9
144.5,1117.7,1331.1,1209.0,1219.3,107.0
144.75,1019.7,1391.0,1148.9,1186.5,188.5
145.0,1112.7,1232.1,1095.3,1146.7,74.5
145.25,1038.2,1454.6,1130.8,1207.9,218.6
145.5,1132.1,1243.7,1059.1,1145.0,93.0
145.75,1045.8,1396.3,1162.9,1201.7,178.4
146.0,1062.9,1418.5,1103.6,1195.0,194.6
146.25,1012.9,1477.7,1153.0,1214.5,238.4
146.5,1100.8,1429.6,1164.2,1231.5,174.5
146.75,1119.3,1428.5,1201.5,1249.8,160.2
147.0,1062.3,1418.3,1141.8,1207.5,186.8
147.25,1021.2,1476.3,1126.1,1207.9,238.3
147.5,1122.9,1532.2,1234.2,1296.5,211.6
147.75,1145.3,1297.7,1158.7,1200.6,84.4
148.0,1176.9,1456.6,1300.8,1311.5,140.2
148.25,1102.1,1395.5,1119.3,1205.6,164.7
148.5,1148.7,1400.1,1187.3,1245.4,135.4
148.75,1129.1,1470.7,1158.7,1252.8,189.3
149.0,1213.4,1474.9,1218.9,1302.4,149.4
149.25,1100.9,1493.8,1188.7,1261.1,206.2
149.5,1108.4,1554.5,1144.7,1269.2,247.8
149.75,1040.4,1506.9,1199.1,1248.8,237.2
150.0,1109.5,1431.8,1175.0,1238.8,170.4
150.25,1187.5,1439.1,1145.1,1257.2,159.0
150.5,1161.4,1561.9,1295.4,1339.6,203.9
150.75,1075.1,1313.6,1173.8,1187.5,119.9
151.0,1031.8,1395.4,1256.7,1228.0,183.5
151.25,1145.3,1538.4,1209.8,1297.8,210.8
151.5,1103.8,1501.3,1280.6,1295.2,199.1
151.75,1170.3,1526.0,1212.4,1302.9,194.4
152.0,1164.8,1604.9,1202.9,1324.2,243.9
152.25,1068.0,1492.6,1192.4,1251.0,218.3
152.5,1100.5,1413.2,1314.9,1276.2,159.9
152.75,1145.2,1570.5,1273.2,1329.6,218.2
153.0,1196.6,1491.5,1268.3,1318.8,153.8
153.25,1091.4,1487.2,1249.8,1276.1,199.2
153.5,1178.9,1683.7,1420.9,1427.8,252.5
153.75,1177.2,1414.9,1211.3,1267.8,128.5
154.0,1156.6,1460.4,1179.5,1265.5,169.2
154.25,1173.6,1631.2,1366.7,1390.5,229.8
154.5,1212.1,1615.5,1175.6,1334.4,244.2
154.75,1188.2,1492.4,1339.6,1340.1,152.1
155.0,1215.0,1423.6,1269.3,1302.6,108.3
155.25,1187.5,1514.6,1560.4,1420.9,203.3
155.5,1125.8,1679.8,1349.2,1384.9,278.8
155.75,1130.5,1366.4,1117.4,1204.8,140.1
156.0,1135.6,1660.1,1273.8,1356.5,271.8
156.25,1216.2,1534.8,1204.2,1318.4,187.5
156.5,1224.8,1624.5,1288.0,1379.1,214.9
156.75,1064.9,1619.7,1267.4,1317.3,280.8
157.0,1326.4,1345.4,1458.4,1376.7,71.4
157.25,1131.4,1519.2,1398.9,1349.8,198.5
157.5,1339.2,1820.4,1433.6,1531.1,255.0
157.75,1266.5,1599.3,1411.3,1425.7,166.9
158.0,1216.9,1628.1,1349.2,1398.1,209.9
158.25,1212.1,1589.9,1459.9,1420.6,191.9
158.5,1134.8,1317.8,1376.2,1276.2,125.9
158.75,1154.7,1645.6,1246.0,1348.8,261.1
159.0,1229.3,1500.5,1452.5,1394.1,144.7
159.25,1161.8,1632.2,1481.6,1425.2,240.2
159.5,1301.7,1710.6,1373.0,1461.8,218.4
159.75,1207.0,1545.8,1352.6,1368.5,170.0
160.0,1267.9,1624.9,1466.2,1453.0,178.9
160.25,1139.8,1678.9,1555.4,1458.0,282.5
160.5,1271.4,1740.6,1445.9,1486.0,237.2
160.75,1206.7,1676.0,1427.7,1436.8,234.8
161.0,1313.9,1784.8,1308.2,1469.0,273.5
161.25,1155.5,1610.6,1555.7,1440.6,248.4
161.5,1266.1,1687.5,1424.8,1459.4,212.8
161.75,1169.8,1651.3,1565.8,1462.3,256.9
162.0,1339.6,1572.5,1530.2,1480.8,124.1
162.25,1266.2,1453.6,1292.6,1337.4,101.4
162.5,1235.9,1681.2,1646.6,1521.2,247.7
162.75,1217.9,1573.7,1460.7,1417.4,181.8
163.0,1189.5,1677.5,1611.4,1492.8,264.8
163.25,1264.5,1596.1,1330.3,1397.0,175.6
163.5,1250.3,1664.4,1512.0,1475.6,209.5
163.75,1262.0,1691.5,1577.5,1510.3,222.5
164.0,1341.2,1665.6,1588.5,1531.8,169.5
164.25,1279.4,1640.5,1604.9,1508.3,199.0
164.5,1210.3,1846.0,1410.4,1488.9,325.0
164.75,1225.2,1638.0,1529.8,1464.3,214.0
165.0,1269.1,1675.0,1528.4,1490.9,205.5
165.25,1206.1,1750.0,1570.7,1508.9,277.1
165.5,1360.2,1876.9,1398.7,1545.2,287.9
165.75,1194.1,1516.8,1523.6,1411.5,188.3
166.0,1305.4,1816.8,1454.7,1525.6,263.0
166.25,1215.9,1763.6,1570.0,1516.5,277.8
166.5,1309.0,1665.1,1701.0,1558.3,216.7
166.75,1232.9,1815.2,1369.0,1472.4,304.6
167.0,1161.3,1735.0,1597.9,1498.1,299.6
167.25,1255.9,1641.8,1631.6,1509.8,219.9
167.5,1282.7,1574.1,1692.4,1516.4,210.9
167.75,1406.7,1731.0,1516.4,1551.4,165.0
168.0,1224.4,1919.1,1530.1,1557.9,348.2
168.25,1297.1,1459.5,1521.0,1425.9,115.6
168.5,1253.1,1812.0,1737.9,1601.0,303.6
168.75,1475.6,1521.7,1682.4,1559.9,108.5
169.0,1264.4,1714.4,1318.2,1432.3,245.8
169.25,1209.2,1948.8,1346.7,1501.6,393.4
169.5,1390.5,1632.1,1611.2,1544.6,133.8
169.75,1261.2,1842.7,1890.2,1664.7,350.2
170.0,1242.4,1734.4,1612.3,1529.7,256.2
170.25,1314.4,1688.2,1487.7,1496.8,187.1
170.5,1303.3,1728.2,1650.8,1560.8,226.3
170.75,1147.1,1715.2,1716.2,1526.1,328.3
171.0,1322.0,1785.8,1644.9,1584.2,237.8
171.25,1427.2,1549.7,1703.9,1560.3,138.7
171.5,1305.8,1939.4,1661.6,1635.6,317.6
171.75,1356.9,1673.0,1612.3,1547.4,167.7
172.0,1319.9,1711.0,1625.8,1552.2,205.7
172.25,1395.9,1744.6,1503.1,1547.9,178.6
172.5,1406.5,1708.0,1685.2,1599.9,167.9
172.75,1191.9,1708.1,1699.0,1533.0,295.5
173.0,1328.1,1615.9,1463.5,1469.2,144.0
173.25,1228.0,1760.6,1721.9,1570.1,297.0
173.5,1506.2,1816.0,1732.1,1684.7,160.2
173.75,1338.5,1537.3,1626.3,1500.7,147.4
174.0,1277.7,1764.6,1263.9,1435.4,285.2
174.25,1216.9,1635.2,1663.9,1505.3,250.2
174.5,1272.1,1801.8,1910.0,1661.3,341.4
174.75,1348.5,1777.6,1708.1,1611.4,230.3
175.0,1249.7,1695.9,1922.7,1622.8,342.4
175.25,1489.1,1592.2,1684.7,1588.7,97.9
175.5,1348.7,1565.2,1611.9,1508.6,140.4
175.75,1460.5,1596.1,1672.6,1576.4,107.4
176.0,1223.6,1616.2,1588.3,1476.1,219.1
176.25,1385.7,1542.1,1753.7,1560.5,184.7
176.5,1385.6,1655.3,1501.7,1514.2,135.3
176.75,1338.5,1578.6,1754.2,1557.1,208.7
177.0,1428.1,1591.0,1858.6,1625.9,217.4
177.25,1387.5,1631.8,1571.2,1530.1,127.2
177.5,1373.2,1581.0,1896.5,1616.9,263.5
177.75,1398.1,1502.9,1552.0,1484.3,78.6
178.0,1393.3,1608.2,1855.6,1619.0,231.4
178.25,1330.9,1538.2,1626.8,1498.6,151.8
178.5,1435.1,1564.1,1689.2,1562.8,127.0
178.75,1363.8,1660.8,1618.7,1547.8,160.7
179.0,1381.2,1657.7,1762.1,1600.3,196.9
179.25,1471.0,1621.1,1767.9,1620.0,148.4
179.5,1301.8,1617.3,1855.7,1591.6,277.8
179.75,1280.9,1548.6,1670.4,1500.0,199.3
180.0,1275.0,1535.0,1901.8,1570.6,314.9
180.25,1259.3,1425.9,1753.8,1479.7,251.6
180.5,1432.5,1540.3,1626.5,1533.1,97.2
180.75,1283.5,1495.2,1889.2,1556.0,307.4
181.0,1410.1,1551.9,1732.8,1564.9,161.8
181.25,1359.0,1501.0,1887.7,1582.6,273.6
181.5,1330.9,1491.9,1656.4,1493.1,162.8
181.75,1379.7,1444.2,1619.8,1481.3,124.2
182.0,1357.3,1439.3,1602.2,1466.3,124.7
182.25,1348.2,1438.3,1707.3,1497.9,186.8
182.5,1440.1,1434.1,1650.5,1508.2,123.2
182.75,1311.5,1412.2,1755.0,1492.9,232.5
183.0,1410.7,1399.0,1612.8,1474.2,120.2
183.25,1350.9,1386.6,1586.8,1441.5,127.2
183.5,1296.0,1410.5,1832.7,1513.0,282.7
183.75,1225.0,1319.4,1706.8,1417.1,255.3
184.0,1296.4,1325.3,1755.4,1459.0,257.1
184.25,1226.9,1337.6,1666.7,1410.4,228.7
184.5,1281.3,1298.4,1554.8,1378.1,153.2
184.75,1281.2,1412.9,1621.3,1438.5,171.5
185.0,1276.1,1342.0,1521.5,1379.9,127.0
185.25,1352.7,1232.4,1525.5,1370.2,147.3
185.5,1253.7,1261.4,1701.4,1405.5,256.3
185.75,1212.9,1286.5,1521.2,1340.2,161.0
186.0,1264.6,1240.3,1553.8,1352.9,174.4
186.25,1233.7,1210.0,1730.9,1391.5,294.2
186.5,1203.8,1187.4,1560.5,1317.2,210.8
186.75,1244.1,1170.9,1668.1,1361.0,268.5
187.0,1316.6,1211.1,1627.3,1385.0,216.4
187.25,1224.4,1179.4,1482.2,1295.3,163.4
187.5,1334.4,1153.0,1551.7,1346.3,199.6
187.75,1200.1,1149.9,1550.2,1300.1,218.1
188.0,1265.4,1207.4,1594.7,1355.8,208.9
188.25,1203.4,1087.1,1463.1,1251.2,192.5
188.5,1248.1,1059.1,1547.1,1284.8,246.1
188.75,1236.0,1052.2,1498.4,1262.2,224.3
189.0,1247.4,1092.1,1408.5,1249.3,158.2
189.25,1257.5,1025.4,1570.3,1284.4,273.4
189.5,1141.0,1002.4,1456.7,1200.0,232.9
189.75,1267.3,1023.5,1605.4,1298.7,292.2
190.0,1214.9,1026.9,1413.9,1218.6,193.5
190.25,1202.8,1001.8,1437.5,1214.0,218.0
190.5,1278.9,977.2,1402.8,1219.6,218.9
190.75,1190.1,997.9,1410.7,1199.6,206.6
191.0,1185.0,955.9,1416.8,1185.9,230.5
191.25,1174.4,924.8,1370.6,1156.6,223.4
191.5,1235.3,953.9,1344.8,1178.0,201.6
191.75,1152.7,912.1,1434.8,1166.5,261.6
192.0,1196.4,912.9,1369.8,1159.7,230.7
192.25,1065.8,887.3,1385.9,1113.0,252.6
192.5,1207.6,873.5,1270.3,1117.1,213.3
192.75,1232.2,868.0,1364.1,1154.8,257.0
193.0,1164.5,841.2,1318.9,1108.2,243.8
193.25,1119.2,855.2,1377.7,1117.4,261.3
193.5,1100.6,827.6,1281.5,1069.9,228.5
193.75,1158.0,803.6,1333.8,1098.5,270.1
194.0,1126.5,806.2,1271.8,1068.2,238.2
194.25,1181.9,782.0,1284.9,1082.9,265.7
194.5,1094.9,784.5,1226.9,1035.4,227.1
194.75,1132.0,770.5,1197.2,1033.2,229.9
195.0,1142.0,740.1,1238.2,1040.1,264.2
195.25,1069.9,728.8,1235.7,1011.5,258.5
195.5,1119.8,700.5,1196.4,1005.6,267.0
195.75,1147.7,686.6,1279.5,1037.9,311.3
196.0,1045.0,665.0,1178.9,963.0,266.6
196.25,1124.9,646.3,1142.0,971.1,281.4
196.5,1035.9,623.0,1179.8,946.2,289.0
196.75,1090.9,601.4,1131.8,941.4,295.1
197.0,1076.6,580.8,1162.1,939.9,313.9
197.25,1012.0,569.8,1175.3,919.0,313.3
197.5,1021.1,549.0,1123.0,897.7,306.3
197.75,1017.4,525.4,1133.8,892.2,322.9
198.0,975.9,508.8,1053.9,846.2,294.8
198.25,1023.9,493.7,1108.6,875.4,333.3
198.5,989.3,481.5,1088.8,853.2,325.8
198.75,1008.0,455.1,1100.6,854.6,349.0
199.0,978.8,433.2,1100.5,837.5,355.4
199.25,977.4,425.9,1093.2,832.2,356.6
199.5,964.4,409.1,1068.6,814.0,354.5
199.75,978.2,397.0,1058.1,811.1,360.8
200.0,957.8,387.3,1060.8,801.9,362.8
200.25,900.2,379.0,1091.4,790.2,368.7
200.5,952.1,353.2,1049.4,784.9,377.0
200.75,927.5,343.0,1087.8,786.1,392.0
201.0,999.0,330.9,1027.0,785.6,394.0
201.25,864.9,320.9,1015.1,733.7,365.2
201.5,902.8,305.9,1031.0,746.6,387.0
201.75,924.9,294.4,983.9,734.4,382.2
202.0,889.9,276.4,954.7,707.0,374.3
202.25,909.0,268.1,983.2,720.1,393.2
202.5,927.8,261.1,958.8,715.9,394.2
202.75,894.6,247.5,937.3,693.2,386.5
203.0,865.5,243.9,930.9,680.1,379.2
203.25,864.1,230.7,927.9,674.2,385.4
203.5,848.9,223.5,911.1,661.2,380.3
203.75,834.3,213.1,876.9,641.4,371.5
204.0,846.0,204.6,864.6,638.4,375.8
204.25,843.8,193.7,876.5,638.0,385.1
204.5,842.8,184.6,841.6,623.0,379.6
204.75,795.6,177.3,821.1,598.0,364.6
205.0,792.7,169.9,823.5,595.4,368.8
205.25,798.4,163.3,782.4,581.4,362.1
205.5,815.6,156.1,774.5,582.1,369.4
205.75,793.8,148.3,757.2,566.4,362.6
206.0,800.5,143.0,741.3,561.6,363.7
206.25,774.8,138.1,713.3,542.1,351.2
206.5,772.1,131.7,697.8,533.9,350.3
206.75,751.7,125.0,693.2,523.3,346.2
207.0,731.0,121.0,670.2,507.4,336.0
207.25,746.7,114.1,650.1,503.6,340.8
207.5,738.1,112.8,645.9,498.9,337.6
207.75,742.3,106.4,626.2,491.6,338.6
208.0,729.7,104.2,612.7,482.2,332.5
208.25,707.8,98.7,594.0,466.8,323.9
208.5,682.8,95.0,582.9,453.6,314.5
208.75,701.0,94.5,558.6,451.4,317.2
209.0,684.2,90.1,547.1,440.5,311.0
209.25,694.0,87.1,527.9,436.4,313.7
209.5,661.5,81.8,509.8,417.7,300.6
209.75,672.8,80.6,487.1,413.5,302.8
210.0,648.5,76.4,481.7,402.2,294.3
210.25,652.7,74.0,467.4,398.0,295.5
210.5,650.2,70.7,451.3,390.7,294.4
210.75,639.6,68.0,429.0,378.8,289.1
211.0,635.0,65.9,414.9,371.9,286.9
211.25,619.2,62.7,408.6,363.5,281.0
211.5,633.3,,398.7,516.0,165.9
211.75,624.2,,381.3,502.7,171.7
212.0,598.5,,371.2,484.8,160.8
212.25,600.4,,356.3,478.4,172.6
212.5,595.1,,351.3,473.2,172.4
212.75,574.6,,337.1,455.9,167.9
213.0,566.2,,330.1,448.1,167.0
213.25,553.3,,316.8,435.0,167.2
213.5,562.2,,304.2,433.2,182.4
213.75,561.2,,289.6,425.4,192.0
214.0,551.3,,277.7,414.5,193.5
214.25,550.3,,268.0,409.2,199.6
214.5,540.6,,259.1,399.8,199.1
214.75,539.7,,245.3,392.5,208.2
215.0,538.7,,231.6,385.2,217.1
215.25,517.7,,222.1,369.9,209.1
215.5,522.0,,214.6,368.3,217.4
215.75,500.9,,203.7,352.3,210.1
216.0,499.3,,194.4,346.9,215.6
216.25,499.1,,185.1,342.1,222.1
216.5,481.8,,178.8,330.3,214.3
216.75,475.6,,173.1,324.3,213.9
217.0,472.6,,161.5,317.0,219.9
217.25,468.7,,,468.7,
217.5,464.3,,,464.3,
217.75,439.9,,,439.9,
218.0,441.0,,,441.0,
218.25,429.7,,,429.7,
218.5,427.0,,,427.0,
218.75,421.1,,,421.1,
219.0,413.1,,,413.1,
219.25,413.7,,,413.7,
219.5,395.5,,,395.5,
219.75,395.3,,,395.3,
220.0,394.8,,,394.8,
220.25,385.8,,,385.8,
220.5,376.8,,,376.8,
220.75,365.8,,,365.8,
221.0,369.7,,,369.7,
221.25,353.6,,,353.6,
221.5,359.2,,,359.2,
221.75,351.1,,,351.1,
222.0,344.2,,,344.2,
222.25,341.0,,,341.0,
222.5,339.2,,,339.2,
222.75,332.4,,,332.4,
223.0,327.8,,,327.8,
223.25,323.8,,,323.8,
223.5,323.7,,,323.7,
223.75,316.5,,,316.5,
224.0,312.2,,,312.2,
224.25,307.7,,,307.7,
224.5,310.6,,,310.6,
224.75,305.7,,,305.7,
225.0,295.8,,,295.8,
225.25,292.6,,,292.6,
225.5,290.4,,,290.4,
225.75,284.7,,,284.7,
226.0,284.1,,,284.1,
226.25,272.3,,,272.3,
226.5,269.2,,,269.2,
226.75,260.9,,,260.9,
227.0,255.6,,,255.6,
227.25,255.8,,,255.8,
227.5,248.3,,,248.3,
227.75,244.9,,,244.9,
228.0,233.3,,,233.3,
228.25,226.2,,,226.2,
228.5,219.2,,,219.2,
228.75,214.2,,,214.2,
229.0,207.0,,,207.0,
229.25,201.8,,,201.8,
229.5,196.7,,,196.7,
229.75,185.1,,,185.1,
230.0,181.9,,,181.9,
230.25,177.7,,,177.7,
230.5,167.6,,,167.6,
230.75,161.8,,,161.8,
231.0,158.3,,,158.3,
231.25,152.5,,,152.5,
231.5,144.9,,,144.9,
231.75,141.7,,,141.7,
232.0,138.1,,,138.1,
232.25,132.4,,,132.4,
232.5,127.7,,,127.7,
232.75,124.7,,,124.7,
233.0,119.6,,,119.6,
233.25,117.3,,,117.3,
233.5,113.6,,,113.6,
233.75,107.8,,,107.8,
234.0,104.8,,,104.8,
234.25,102.2,,,102.2,
234.5,98.3,,,98.3,
234.75,95.1,,,95.1,
235.0,93.0,,,93.0,
235.25,90.0,,,90.0,
235.5,86.6,,,86.6,
235.75,84.2,,,84.2,
236.0,81.8,,,81.8,
236.25,80.3,,,80.3,
236.5,76.4,,,76.4,
236.75,74.1,,,74.1,
237.0,72.0,,,72.0,
237.25,68.8,,,68.8,
237.5,66.8,,,66.8,
237.75,64.9,,,64.9,
238.0,62.3,,,62.3,
238.25,59.7,,,59.7,
238.5,57.0,,,57.0,
238.75,56.0,,,56.0,
239.0,54.5,,,54.5,
239.25,51.3,,,51.3,
239.5,49.0,,,49.0,
239.75,48.5,,,48.5,
240.0,46.5,,,46.5,
240.25,45.0,,,45.0,
240.5,43.1,,,43.1,
240.75,41.0,,,41.0,
