Time after Ignition,Latex_Pillow_Foam_R1,Latex_Pillow_Foam_R2,Latex_Pillow_Foam_R3,Latex_Pillow_Foam_R4,Mean,Std. Dev.
123.5,481.0,732.1,457.6,488.0,539.7,128.9
123.75,490.5,718.5,455.2,476.2,535.1,123.1
124.0,464.8,711.7,456.0,487.9,530.1,121.8
124.25,481.2,695.4,455.1,469.8,525.4,113.9
124.5,466.3,692.3,454.3,471.2,521.0,114.4
124.75,471.4,700.4,461.8,466.1,524.9,117.0
125.0,477.5,694.5,447.3,463.6,520.7,116.5
125.25,469.7,693.0,445.3,461.6,517.4,117.5
125.5,469.9,689.2,453.3,453.5,516.5,115.4
125.75,486.5,670.1,443.9,452.1,513.1,106.3
126.0,474.1,648.4,442.9,461.0,506.6,95.4
126.25,477.1,648.8,437.2,446.7,502.5,99.1
126.5,467.3,644.2,437.8,448.6,499.5,97.3
126.75,465.6,643.1,435.6,440.9,496.3,98.7
127.0,455.4,651.2,433.1,437.7,494.3,105.0
127.25,481.7,617.9,444.9,438.1,495.7,83.7
127.5,459.9,613.3,437.8,431.6,485.7,86.0
127.75,465.7,610.4,434.3,426.7,484.3,85.7
128.0,462.6,613.3,441.2,428.3,486.3,85.8
128.25,467.7,583.0,438.3,423.1,478.0,72.4
128.5,462.4,580.1,435.6,425.3,475.9,71.2
128.75,466.5,581.3,435.9,423.6,476.8,71.9
129.0,465.2,567.8,443.5,417.0,473.4,66.0
129.25,479.8,560.6,430.0,414.2,471.2,65.9
129.5,472.8,562.1,438.6,411.8,471.3,65.5
129.75,469.1,554.2,436.0,409.1,467.1,63.0
130.0,479.5,549.6,433.6,417.3,470.0,59.3
130.25,458.9,534.9,423.9,410.0,456.9,55.9
130.5,464.8,524.6,427.1,407.4,456.0,51.6
130.75,465.6,525.5,415.2,404.0,452.6,55.5
131.0,458.6,519.5,418.2,404.3,450.2,51.7
131.25,465.1,509.8,420.9,408.2,451.0,46.2
131.5,453.2,500.4,416.7,398.0,442.1,45.2
131.75,464.5,493.0,410.9,392.6,440.3,46.6
132.0,484.1,491.9,410.0,390.4,444.1,51.4
132.25,463.6,470.0,400.1,391.1,431.2,41.3
132.5,465.9,475.4,388.6,379.8,427.4,50.2
132.75,467.8,465.7,389.9,380.2,425.9,47.4
133.0,472.0,454.0,391.3,373.3,422.7,47.7
133.25,456.2,454.0,381.9,368.3,415.1,46.5
133.5,459.0,457.8,366.8,366.0,412.4,53.1
133.75,460.7,455.2,365.6,361.9,410.9,54.5
134.0,465.2,454.9,358.0,354.3,408.1,60.1
134.25,471.6,449.3,356.2,348.1,406.3,63.3
134.5,459.1,444.9,345.5,344.6,398.5,62.0
134.75,471.1,430.2,333.2,338.6,393.3,68.3
135.0,492.5,435.1,326.6,334.3,397.1,80.5
135.25,469.5,427.1,314.7,326.4,384.4,75.9
135.5,451.4,415.9,303.7,316.8,372.0,72.9
135.75,474.5,417.2,297.0,307.9,374.2,86.1
136.0,469.1,412.8,291.4,301.5,368.7,86.6
136.25,464.2,410.9,278.6,295.4,362.3,89.8
136.5,476.5,408.3,274.0,288.6,361.8,97.3
136.75,466.4,402.3,263.1,275.6,351.9,98.9
137.0,451.0,401.0,253.5,268.4,343.5,97.6
137.25,468.2,398.2,,255.6,374.0,108.3
137.5,456.0,386.8,,247.9,363.6,105.9
137.75,465.1,390.3,,236.0,363.8,116.8
138.0,471.6,388.0,,229.2,362.9,123.1
138.25,477.2,389.1,,218.5,361.6,131.5
138.5,452.1,384.2,,210.8,349.0,124.4
138.75,457.0,382.4,,200.2,346.5,132.1
139.0,460.1,376.0,,194.9,343.7,135.5
139.25,475.8,377.5,,189.1,347.5,145.7
139.5,462.5,384.1,,180.4,342.3,145.6
139.75,469.4,375.7,,171.3,338.8,152.5
140.0,473.3,371.6,,165.0,336.6,157.1
140.25,479.3,370.4,,162.3,337.3,161.0
140.5,473.9,377.2,,154.9,335.4,163.6
140.75,469.1,370.9,,151.5,330.5,162.6
141.0,479.2,373.4,,143.7,332.1,171.5
141.25,478.3,371.6,,140.7,330.2,172.5
141.5,477.4,364.5,,135.6,325.8,174.1
141.75,485.5,366.0,,129.7,327.1,181.1
142.0,466.7,371.3,,126.7,321.6,175.4
142.25,481.5,371.8,,123.4,325.6,183.5
142.5,472.6,369.2,,118.8,320.2,181.9
142.75,476.6,366.1,,116.0,319.6,184.8
143.0,464.9,364.5,,111.7,313.7,182.0
143.25,466.5,370.3,,108.5,315.1,185.3
143.5,486.3,364.2,,104.2,318.2,195.1
143.75,473.6,364.8,,102.4,313.6,190.8
144.0,471.0,365.9,,100.5,312.5,190.9
144.25,485.3,369.8,,97.2,317.4,199.3
144.5,479.4,365.2,,93.5,312.7,198.2
144.75,480.9,363.1,,91.3,311.8,199.8
145.0,487.3,358.5,,88.4,311.4,203.6
145.25,485.5,357.3,,85.5,309.4,204.3
145.5,461.7,353.1,,83.2,299.4,194.9
145.75,492.1,359.3,,80.0,310.4,210.4
146.0,480.4,354.3,,77.5,304.1,206.1
146.25,490.6,345.6,,75.2,303.8,210.8
146.5,464.1,348.6,,73.3,295.3,200.7
146.75,470.5,341.2,,71.3,294.3,203.6
147.0,479.4,325.1,,67.8,290.8,207.9
147.25,497.1,327.1,,66.0,296.7,217.1
147.5,483.6,320.4,,63.9,289.3,211.5
147.75,481.9,310.4,,62.7,285.0,210.8
148.0,485.2,304.5,,60.7,283.5,213.0
148.25,488.2,298.1,,58.2,281.5,215.5
148.5,493.8,286.9,,58.2,279.6,217.9
148.75,485.4,283.2,,55.4,274.6,215.1
149.0,475.4,278.5,,54.4,269.4,210.7
149.25,486.0,262.7,,52.1,266.9,217.0
149.5,478.0,258.9,,50.8,262.6,213.6
149.75,491.8,245.9,,49.6,262.4,221.6
150.0,482.1,235.2,,48.3,255.2,217.6
150.25,487.3,227.4,,47.0,253.9,221.3
150.5,496.4,222.9,,45.6,255.0,227.1
150.75,476.1,213.2,,44.8,244.7,217.4
151.0,485.1,205.6,,43.1,244.6,223.6
151.25,505.7,201.1,,41.6,249.5,235.8
151.5,507.7,190.4,,41.3,246.5,238.2
151.75,504.3,183.7,,39.0,242.3,238.2
152.0,491.4,176.7,,38.9,235.6,231.9
152.25,493.6,174.5,,37.3,235.1,234.1
152.5,487.1,168.9,,36.0,230.6,231.8
152.75,494.3,164.3,,35.9,231.5,236.5
153.0,503.5,157.8,,34.5,231.9,243.1
153.25,496.3,155.8,,33.7,228.6,239.8
153.5,493.6,149.4,,32.6,225.2,239.7
153.75,510.9,145.8,,31.9,229.5,250.2
154.0,496.5,140.9,,31.5,223.0,243.1
154.25,500.1,135.8,,30.4,222.1,246.5
154.5,486.6,131.2,,,308.9,251.3
154.75,507.0,127.5,,,317.3,268.3
155.0,502.9,122.9,,,312.9,268.7
155.25,503.3,118.9,,,311.1,271.8
155.5,503.1,116.0,,,309.5,273.8
155.75,503.6,111.1,,,307.4,277.5
156.0,507.4,107.6,,,307.5,282.7
156.25,511.2,102.3,,,306.7,289.2
156.5,513.7,98.7,,,306.2,293.5
156.75,498.4,95.1,,,296.8,285.2
157.0,511.4,92.0,,,301.7,296.5
157.25,502.9,87.9,,,295.4,293.4
157.5,514.3,85.4,,,299.9,303.3
157.75,506.7,82.4,,,294.5,300.0
158.0,513.2,79.5,,,296.3,306.7
158.25,518.9,77.9,,,298.4,311.9
158.5,515.4,75.1,,,295.3,311.3
158.75,519.1,,,,519.1,
159.0,514.5,,,,514.5,
159.25,522.5,,,,522.5,
159.5,532.0,,,,532.0,
159.75,516.2,,,,516.2,
160.0,527.5,,,,527.5,
160.25,520.4,,,,520.4,
160.5,506.0,,,,506.0,
160.75,522.9,,,,522.9,
161.0,518.3,,,,518.3,
161.25,523.5,,,,523.5,
161.5,524.7,,,,524.7,
161.75,524.8,,,,524.8,
162.0,517.8,,,,517.8,
162.25,514.1,,,,514.1,
162.5,518.6,,,,518.6,
162.75,520.3,,,,520.3,
163.0,539.5,,,,539.5,
163.25,516.4,,,,516.4,
163.5,503.6,,,,503.6,
163.75,506.5,,,,506.5,
164.0,515.9,,,,515.9,
164.25,516.6,,,,516.6,
164.5,510.0,,,,510.0,
164.75,511.0,,,,511.0,
165.0,520.4,,,,520.4,
165.25,514.8,,,,514.8,
165.5,514.3,,,,514.3,
165.75,502.8,,,,502.8,
166.0,504.5,,,,504.5,
166.25,497.0,,,,497.0,
166.5,515.2,,,,515.2,
166.75,501.4,,,,501.4,
167.0,492.7,,,,492.7,
167.25,502.1,,,,502.1,
167.5,499.6,,,,499.6,
167.75,499.7,,,,499.7,
168.0,499.2,,,,499.2,
168.25,501.5,,,,501.5,
168.5,486.2,,,,486.2,
168.75,495.1,,,,495.1,
169.0,490.6,,,,490.6,
169.25,477.6,,,,477.6,
169.5,493.0,,,,493.0,
169.75,489.5,,,,489.5,
170.0,493.7,,,,493.7,
170.25,490.8,,,,490.8,
170.5,487.4,,,,487.4,
170.75,475.6,,,,475.6,
171.0,477.8,,,,477.8,
171.25,474.2,,,,474.2,
171.5,478.5,,,,478.5,
171.75,479.0,,,,479.0,
172.0,471.0,,,,471.0,
172.25,470.2,,,,470.2,
172.5,465.5,,,,465.5,
172.75,455.1,,,,455.1,
173.0,464.1,,,,464.1,
173.25,466.1,,,,466.1,
173.5,467.2,,,,467.2,
173.75,462.2,,,,462.2,
174.0,469.9,,,,469.9,
174.25,451.8,,,,451.8,
174.5,467.2,,,,467.2,
174.75,454.0,,,,454.0,
175.0,453.2,,,,453.2,
175.25,451.8,,,,451.8,
175.5,468.3,,,,468.3,
175.75,440.1,,,,440.1,
176.0,450.4,,,,450.4,
176.25,451.9,,,,451.9,
176.5,461.9,,,,461.9,
176.75,447.3,,,,447.3,
177.0,448.1,,,,448.1,
177.25,453.1,,,,453.1,
177.5,454.6,,,,454.6,
177.75,439.0,,,,439.0,
178.0,436.1,,,,436.1,
178.25,448.4,,,,448.4,
178.5,436.2,,,,436.2,
178.75,434.3,,,,434.3,
179.0,441.3,,,,441.3,
179.25,440.5,,,,440.5,
179.5,436.0,,,,436.0,
179.75,428.1,,,,428.1,
180.0,425.6,,,,425.6,
180.25,429.4,,,,429.4,
180.5,425.4,,,,425.4,
180.75,424.0,,,,424.0,
181.0,422.6,,,,422.6,
181.25,423.6,,,,423.6,
181.5,423.0,,,,423.0,
181.75,405.4,,,,405.4,
182.0,412.7,,,,412.7,
182.25,414.4,,,,414.4,
182.5,416.2,,,,416.2,
182.75,420.1,,,,420.1,
183.0,408.9,,,,408.9,
183.25,415.9,,,,415.9,
183.5,412.8,,,,412.8,
183.75,412.3,,,,412.3,
184.0,411.0,,,,411.0,
184.25,409.8,,,,409.8,
184.5,419.0,,,,419.0,
184.75,414.6,,,,414.6,
185.0,410.9,,,,410.9,
185.25,408.9,,,,408.9,
185.5,411.1,,,,411.1,
185.75,409.0,,,,409.0,
186.0,408.4,,,,408.4,
186.25,410.0,,,,410.0,
186.5,406.7,,,,406.7,
186.75,404.8,,,,404.8,
187.0,406.7,,,,406.7,
187.25,390.7,,,,390.7,
187.5,391.2,,,,391.2,
187.75,397.9,,,,397.9,
188.0,392.9,,,,392.9,
188.25,403.7,,,,403.7,
188.5,395.5,,,,395.5,
188.75,381.6,,,,381.6,
189.0,390.0,,,,390.0,
189.25,391.5,,,,391.5,
189.5,375.1,,,,375.1,
189.75,385.9,,,,385.9,
190.0,375.2,,,,375.2,
190.25,381.9,,,,381.9,
190.5,375.0,,,,375.0,
190.75,367.2,,,,367.2,
191.0,367.9,,,,367.9,
191.25,367.9,,,,367.9,
191.5,363.5,,,,363.5,
191.75,366.7,,,,366.7,
192.0,369.6,,,,369.6,
192.25,369.7,,,,369.7,
192.5,373.7,,,,373.7,
192.75,366.9,,,,366.9,
193.0,363.2,,,,363.2,
193.25,367.6,,,,367.6,
193.5,357.8,,,,357.8,
193.75,363.0,,,,363.0,
194.0,363.1,,,,363.1,
194.25,356.8,,,,356.8,
194.5,358.3,,,,358.3,
194.75,362.3,,,,362.3,
195.0,356.2,,,,356.2,
195.25,359.2,,,,359.2,
195.5,360.1,,,,360.1,
195.75,350.2,,,,350.2,
196.0,357.4,,,,357.4,
196.25,348.2,,,,348.2,
196.5,348.8,,,,348.8,
196.75,344.2,,,,344.2,
197.0,346.7,,,,346.7,
197.25,340.5,,,,340.5,
197.5,332.9,,,,332.9,
197.75,342.2,,,,342.2,
198.0,335.5,,,,335.5,
198.25,333.6,,,,333.6,
198.5,327.3,,,,327.3,
198.75,332.7,,,,332.7,
199.0,328.3,,,,328.3,
199.25,321.0,,,,321.0,
199.5,320.2,,,,320.2,
199.75,321.7,,,,321.7,
200.0,311.0,,,,311.0,
200.25,316.0,,,,316.0,
200.5,317.0,,,,317.0,
200.75,321.9,,,,321.9,
201.0,317.3,,,,317.3,
201.25,309.5,,,,309.5,
201.5,309.4,,,,309.4,
201.75,320.4,,,,320.4,
202.0,319.0,,,,319.0,
202.25,310.3,,,,310.3,
202.5,314.6,,,,314.6,
202.75,315.0,,,,315.0,
203.0,312.9,,,,312.9,
203.25,311.4,,,,311.4,
203.5,304.9,,,,304.9,
203.75,304.3,,,,304.3,
204.0,305.0,,,,305.0,
204.25,299.4,,,,299.4,
204.5,301.8,,,,301.8,
204.75,300.3,,,,300.3,
205.0,295.8,,,,295.8,
205.25,298.9,,,,298.9,
205.5,289.5,,,,289.5,
205.75,289.5,,,,289.5,
206.0,286.0,,,,286.0,
206.25,287.4,,,,287.4,
206.5,285.4,,,,285.4,
206.75,284.3,,,,284.3,
207.0,280.8,,,,280.8,
207.25,278.8,,,,278.8,
207.5,274.4,,,,274.4,
207.75,279.7,,,,279.7,
208.0,275.9,,,,275.9,
208.25,267.8,,,,267.8,
208.5,268.1,,,,268.1,
208.75,266.9,,,,266.9,
209.0,264.6,,,,264.6,
209.25,259.5,,,,259.5,
209.5,253.7,,,,253.7,
209.75,255.0,,,,255.0,
210.0,252.9,,,,252.9,
210.25,248.8,,,,248.8,
210.5,244.3,,,,244.3,
210.75,240.0,,,,240.0,
211.0,237.2,,,,237.2,
211.25,238.7,,,,238.7,
211.5,232.1,,,,232.1,
211.75,233.6,,,,233.6,
212.0,232.3,,,,232.3,
212.25,230.7,,,,230.7,
212.5,226.8,,,,226.8,
212.75,227.3,,,,227.3,
213.0,224.6,,,,224.6,
213.25,220.9,,,,220.9,
213.5,217.5,,,,217.5,
213.75,212.6,,,,212.6,
214.0,209.7,,,,209.7,
214.25,204.4,,,,204.4,
214.5,202.6,,,,202.6,
214.75,197.6,,,,197.6,
215.0,192.8,,,,192.8,
215.25,191.7,,,,191.7,
215.5,188.6,,,,188.6,
215.75,187.6,,,,187.6,
216.0,186.3,,,,186.3,
216.25,180.9,,,,180.9,
216.5,177.0,,,,177.0,
216.75,176.5,,,,176.5,
217.0,175.2,,,,175.2,
217.25,172.4,,,,172.4,
217.5,169.3,,,,169.3,
217.75,166.7,,,,166.7,
218.0,164.2,,,,164.2,
218.25,161.1,,,,161.1,
218.5,158.1,,,,158.1,
218.75,153.3,,,,153.3,
219.0,154.1,,,,154.1,
219.25,151.0,,,,151.0,
219.5,148.7,,,,148.7,
219.75,145.1,,,,145.1,
220.0,141.4,,,,141.4,
220.25,141.0,,,,141.0,
220.5,135.9,,,,135.9,
220.75,135.3,,,,135.3,
221.0,132.2,,,,132.2,
221.25,130.6,,,,130.6,
221.5,128.0,,,,128.0,
221.75,123.7,,,,123.7,
222.0,122.2,,,,122.2,
222.25,120.9,,,,120.9,
222.5,120.2,,,,120.2,
222.75,118.0,,,,118.0,
223.0,115.4,,,,115.4,
223.25,113.8,,,,113.8,
223.5,110.1,,,,110.1,
223.75,111.0,,,,111.0,
224.0,108.2,,,,108.2,
224.25,107.4,,,,107.4,
224.5,105.0,,,,105.0,
224.75,102.4,,,,102.4,
225.0,101.6,,,,101.6,
225.25,98.9,,,,98.9,
225.5,97.6,,,,97.6,
225.75,95.1,,,,95.1,
226.0,94.8,,,,94.8,
226.25,92.7,,,,92.7,
226.5,89.8,,,,89.8,
226.75,87.8,,,,87.8,
227.0,86.1,,,,86.1,
227.25,85.2,,,,85.2,
227.5,83.2,,,,83.2,
227.75,82.0,,,,82.0,
228.0,81.3,,,,81.3,
228.25,79.1,,,,79.1,
228.5,77.1,,,,77.1,
228.75,76.4,,,,76.4,
229.0,74.8,,,,74.8,
229.25,73.6,,,,73.6,
229.5,73.1,,,,73.1,
229.75,71.1,,,,71.1,
230.0,70.9,,,,70.9,
230.25,69.2,,,,69.2,
230.5,68.2,,,,68.2,
230.75,67.7,,,,67.7,
231.0,67.0,,,,67.0,
